basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp
LU000018,0.18844507607499805,0.04620897820461778,0.6942198652367721,0.5057747891617741,0.6480108870321544,,,,0.5491332552226622,0.6536301336891414,0.8011956394726824,0.5156605003889135,0.8958442072655957,0.7061876225205048,0.6935954275476616,0.7013030111963664,2.305894875074405,1.7052023926876942,1.0163469974343593,2.9043571696059076,127.38461538461539,135.92307692307693,151.30769230769232,129.53846153846155
LU000010,0.12682379509470276,0.13699923544251946,0.8064082042689421,0.6795844091742393,0.6694089688264226,,,,0.6187599923498417,0.6576655807095583,0.7798316113710593,0.5110446912793425,0.9264638449166221,0.8058602009110514,0.7920234711854865,0.8000695317475555,1.430666764097312,1.6733188897197313,1.1309826865008124,2.941195513034037,130.6153846153846,135.15384615384616,148.3846153846154,128.46153846153845
LU000001,-0.010004309370170272,0.252869399098857,0.8743618203272688,0.8843661296974391,0.6214924212284119,,,,0.5468503966298911,0.5036265462720975,0.520565845280468,0.7896008216000615,1.192096235012109,1.0810242785755433,1.1081114318395247,1.0691122594405498,3.860265270934023,3.7589977294198937,3.566191899204943,1.3249516219814017,121.61538461538461,124.61538461538461,125.38461538461539,149.69230769230768
DERP2028,0.06757096243275496,-0.02424797330453321,0.7026125552422395,0.6350415928094846,0.7268605285467727,0.5537693264026833,0.3915222005847734,0.6045420538032289,0.5912286564625354,0.768262288922341,0.7905643620011125,0.7487402303299269,1.076659242459983,0.9784558934849398,0.9602673415847562,0.9675548185173128,2.249832566632805,1.5777168872251501,1.4052016913973155,1.5893769441934378,131.46153846153845,147.5,152.84615384615384,146.1153846153846
FR000183,0.03454904877138709,0.02002633519558006,0.47253467635056756,0.43798562757918047,0.4525083411549875,,,,0.7263461280996635,0.714260923773579,0.7178484346394323,0.6989524851655509,1.3587597394179618,1.1164450536679615,1.106388415772682,1.1077183474173224,2.2048638196473735,1.496923609900514,1.4064422875299816,1.6387006065231906,147.25,143.20833333333334,144.875,141.0
DERP2008,0.0021390139682373466,0.00044367279722723474,0.8087894270673888,0.8066504130991514,0.8083457542701615,0.818149249489394,0.7950357803349704,0.7789631466815787,0.4632010969159292,0.5312884218989017,0.5584240367006343,0.5107677721528326,1.0472986121931485,1.0388748490541293,1.052840217031198,1.0321656615113726,3.555971392328444,3.900514418734807,3.556773644951652,2.811248892065324,120.88461538461539,126.73076923076923,127.76923076923077,129.07692307692307
FR000137,0.01676398275928659,0.001448663480038248,0.8084391733163424,0.7916751905570558,0.8069905098363042,,,,0.5079481042588097,0.5236334638805746,0.5910593283960603,0.5000999996546137,0.9956666274344927,1.009131943505757,1.0277708128669407,1.0065762304891475,2.9663314793754534,2.6439550836582133,2.388118888045092,3.025878177481821,124.30434782608695,126.08695652173913,129.8695652173913,123.82608695652173
FR003294,0.010983473100366958,0.006195067676773913,0.7078539986524316,0.6968705255520646,0.7016589309756577,,,,0.5169186781536074,0.4999101533166894,0.5758774356669588,0.5048885674708394,0.9148306708232089,0.7970290282927762,0.8189704587569778,0.7902367136638414,2.5154940473730383,2.8035997769734418,2.6438491574028293,2.994192135146213,129.0952380952381,126.33333333333333,130.66666666666666,126.14285714285714
FR000185,0.022739567594268095,-0.04585401875373729,0.25180976383780573,0.22907019624353764,0.297663782591543,,,,0.5417133374177967,0.7504769021267889,0.741951656839088,0.7261423922933036,0.7993524710435663,1.1761734565450548,1.1521622782786671,1.1692319539527576,3.2063018307440525,1.2849317918997325,1.281883800715418,1.393545011942622,145.27777777777777,151.16666666666666,152.05555555555554,148.61111111111111
FR000154,-0.023615247817908136,0.0055725780156250515,0.7388464913340176,0.7624617391519257,0.7332739133183925,,,,0.5431762661877202,0.5256918749200759,0.6025810577575326,0.5219975486220972,0.8637251282104524,0.7219761814240256,0.7384371060828381,0.7158339384038933,1.9657436908760961,2.779988795674446,2.4732133828708096,2.977430055650036,130.75,127.33333333333333,132.125,126.45833333333333
FR003307,0.005951548816957919,-0.015866396682785222,0.8140324121636988,0.8080808633467409,0.829898808846484,,,,0.48802860347278665,0.5249542483905185,0.6121590023901003,0.5167928329724302,0.7842232990660046,0.6818621840450343,0.6954870473144414,0.6765029777160645,3.3929812296089343,2.683098850552153,2.3381345228655994,2.8570759825173138,122.36,126.72,132.12,126.2
FR003256,0.04983750186110425,0.004613256770014895,0.7946015529200653,0.744764051058961,0.7899882961500504,,,,0.5234492103005389,0.6187106546616381,0.6792748095879843,0.6269800467367106,0.9943526845625006,0.8952192866482459,0.8963687539734808,0.8880355376925747,2.3787419853905885,1.908722681437961,1.6166342132756668,1.9405055386664425,128.3125,134.5,139.125,135.0
DERP2004,3.917657096175198e-06,0.1802038974643172,0.8633318331086015,0.8633279154515053,0.6831279356442843,0.8267846875553417,0.8084837346940558,0.19167341953002548,0.5001961046867561,0.535143447514863,0.5455646312831514,0.7165135827232382,1.2123051432798406,1.3056332931156882,1.324871317414011,1.2634790080144769,3.0978596160693375,3.5434841843413114,3.50568117643976,1.5863127604768825,125.73076923076923,128.07692307692307,128.30769230769232,143.03846153846155
FR003252,0.08579964615354096,-0.002868975590054501,0.7395213559797594,0.6537217098262185,0.7423903315698139,,,,0.6693441995521313,0.6476873485356159,0.5846278372853912,0.6549003685459315,1.683498334877289,1.712113294676182,1.7541353315554074,1.7007344040531194,2.0874403893284983,2.0552611482100605,2.4357565433454518,2.0134527655294536,149.33333333333334,139.16666666666666,134.41666666666666,139.66666666666666
FR003302,0.009801710001649977,-0.00997931214787573,0.8371339750624748,0.8273322650608248,0.8471132872103505,,,,0.5461876410176256,0.5833589376040444,0.6319520953742659,0.5790693491117346,0.8495899649369768,0.8874845148890449,0.8988676859829743,0.8802363943404611,2.4046815359867963,2.1383310072790396,2.049146622072991,2.2720086984034245,131.33333333333334,132.625,136.08333333333334,131.95833333333334
FR003249,-0.0061977892531397405,-0.009860713179593472,0.8823203636659038,0.8885181529190436,0.8921810768454973,,,,0.5796744249010707,0.5807312690724779,0.5961278802999768,0.5927337036578435,1.57132401475247,1.5960496174889096,1.607785303068691,1.5916199325248168,2.7292696550983586,2.4238710891151083,2.316845333521387,2.4462383575650195,128.30769230769232,128.19230769230768,129.57692307692307,128.6153846153846
LU000006,-0.009819057728279845,0.03089717842962436,0.8582006761302772,0.868019733858557,0.8273034977006528,,,,0.572308467363715,0.5756048854807553,0.6120142265834824,0.6734297327126677,0.9586417313463302,0.7854591042483148,0.8026623200537237,0.7802334206726838,2.4141306296435143,2.6973888952211316,2.4694304145310544,1.910443559523696,127.46153846153847,130.6153846153846,132.92307692307693,139.69230769230768
LU000007,0.015164913307000538,0.044417020061418566,0.8125004058696782,0.7973354925626777,0.7680833858082596,,,,0.5820376371289808,0.6073803019684396,0.6719879449525927,0.5404625661816008,0.8377600275319108,0.6973595764130981,0.7090081895794126,0.693020778119956,2.179298871547911,2.035158191629185,1.764951347193682,2.7592439433930083,135.30769230769232,132.53846153846155,139.07692307692307,130.46153846153845
LU000014,0.01975093943540629,0.10766836612833708,0.7865205072738872,0.7667695678384809,0.6788521411455501,,,,0.5910754818827649,0.6031411140431714,0.6763170442380487,0.5214268361472633,0.806441904065329,0.6801168585183149,0.6916928340586214,0.6760555898557757,1.7501577598896076,1.9851787954014761,1.6983317676543825,2.883156321969585,134.30769230769232,132.69230769230768,139.53846153846155,130.0
LU000008,-0.007146418209277305,0.15386167315906407,0.7059177006648845,0.7130641188741618,0.5520560275058204,,,,0.5007259510922724,0.506324229138638,0.5232624848978925,0.7920576669888268,1.1407084448892786,1.0238970186205292,1.0506455402450388,1.0145837892948293,4.088001988594442,3.788680047314577,3.590597350671131,1.3221168445096445,119.61538461538461,125.0,125.84615384615384,150.15384615384616
LU000005,-0.0013180180107775774,0.1677177963791021,0.866738925794889,0.8680569438056666,0.6990211294157869,,,,0.5131519601965012,0.5235503638339911,0.5331873128321847,0.736301439272538,1.216878753629151,1.102537386448281,1.130184479305249,1.0914739039587387,3.044633207499545,3.385401413060777,3.351829097644198,1.4938808566405637,124.53846153846153,128.6153846153846,129.15384615384616,146.3846153846154
BEWA0106,-0.004430150888086515,0.3293348143632485,0.8085184270817803,0.8129485779698669,0.4791836127185318,,,,0.4968046967832148,0.5280913190703634,0.5473853231593815,0.8034510886184211,1.157128320430866,1.0860506435464583,1.1046924157422422,1.0460566361008805,4.0636305642567105,4.018089135549903,3.7964148153587036,1.4197945896850797,127.0,129.43478260869566,130.2608695652174,154.04347826086956
FR003280,-0.14437133810541547,-0.021554633179416305,0.36296871157967414,0.5073400496850896,0.38452334475909045,,,,0.6641526137715094,0.4799122972877465,0.5594561543971353,0.4870024847364374,1.2547971041714252,0.9901660126684041,1.0109594069510206,0.9835945911725433,3.012885676799598,2.7295589159372233,2.519163882946769,2.8316154536763696,139.57692307692307,126.0,130.53846153846155,126.3076923076923
DERP2017,0.06146986713176383,0.08569865307372204,0.8645974762785792,0.8031276091468154,0.7788988232048571,0.8324865300665021,0.6402061822597515,0.6761314615509566,0.6040660981781378,0.5819412919684421,0.5245162032834932,0.7230517301635899,1.323952539769067,1.1667586480046697,1.1973750535352723,1.1321642252963198,2.6920265731938446,2.6298666832350315,3.956061969737959,1.5632910381258214,133.5,129.1153846153846,124.53846153846153,142.23076923076923
