basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp
LU000018,0.29530372596715293,0.02396646816309511,0.6553331240390636,0.3600293980719107,0.6313666558759685,,,,0.5491332552226622,0.6709763636127046,0.872423824586447,0.5373683428769056,0.8958442072655957,0.681763930820494,0.7265999769380984,0.678602045851138,2.305894875074405,1.5407672832197037,0.7637352435486666,2.7644051875047357,127.38461538461539,139.69230769230768,167.0,129.46153846153845
LU000010,0.23174800107396332,0.11340208809855945,0.782599551018408,0.5508515499444446,0.6691974629198485,,,,0.6187599923498417,0.6751230831877967,0.8465716894257294,0.5321029495208025,0.9264638449166221,0.7785683404072269,0.8239340467046224,0.773381075248978,1.430666764097312,1.518181901594658,0.8066823214658629,2.8258522569135023,130.6153846153846,139.3846153846154,162.23076923076923,128.3846153846154
LU000001,0.007985409794584286,0.30302750233453424,0.8696165681225955,0.8616311583280112,0.5665890657880612,,,,0.5468503966298911,0.5233452587993654,0.5599526128833691,0.8102002088435931,1.192096235012109,1.0916184451236604,1.104327038213374,1.0787623697094553,3.860265270934023,3.771901952803205,3.6063350619616656,1.0379890592798453,121.61538461538461,124.6923076923077,128.30769230769232,153.15384615384616
DERP2028,0.1942515087115988,-0.0527525640910087,0.6205835946610152,0.4263320859494164,0.6733361587520239,0.2611108371280251,-0.04691291186016877,0.45996342431621184,0.5912286564625354,0.8046776887071637,0.8798266011736573,0.7768085487727848,1.076659242459983,1.00734228895823,0.9957292082334208,0.980389855471921,2.249832566632805,1.5075595460765643,1.095811175655634,1.5886296095879797,131.46153846153845,158.26923076923077,169.42307692307693,152.53846153846155
FR000183,0.05782251767380997,-0.006057805969058805,0.4782841342884838,0.42046161661467385,0.4843419402575426,,,,0.7263461280996635,0.7553239442441237,0.7753342369704229,0.7264278342470103,1.3587597394179618,1.1121155693191311,1.1130096303056078,1.111162324339425,2.2048638196473735,1.356457434987999,1.107733248616507,1.5481345098609156,147.25,151.54166666666666,154.91666666666666,145.875
DERP2008,0.0198398523022566,-0.03341822829616237,0.7768068313180483,0.7569669790157917,0.8102250596142107,0.7749657316309219,0.701683513081487,0.7736023584674647,0.4632010969159292,0.5476325781329348,0.5964875623330459,0.5325723536331869,1.0472986121931485,1.058011347502289,1.0546401781532353,0.9958530013248897,3.555971392328444,3.997476620003847,3.478297951196438,2.7101318488106996,120.88461538461539,126.96153846153847,131.92307692307693,129.3846153846154
FR000137,-3.6420382519830596e-06,-0.0047111161852866346,0.7975627575661395,0.7975663996043915,0.8022738737514261,,,,0.5079481042588097,0.5599430600110243,0.5719844456210695,0.5223103806105429,0.9956666274344927,0.904312769598524,0.9494334094063444,0.96613117292611,2.9663314793754534,2.5559731619588737,2.427412217561164,2.8769009931810823,124.30434782608695,127.56521739130434,131.2173913043478,125.08695652173913
FR003294,-0.024226197609926947,-0.027772469225940788,0.6507553976834126,0.6749815952933396,0.6785278669093534,,,,0.5169186781536074,0.5335285859565754,0.5446000394742954,0.5277648439376943,0.9148306708232089,0.7033239810894168,0.7413936948670925,0.7577614713291911,2.5154940473730383,2.842538398150525,2.6789045786208505,2.8647990029666968,129.0952380952381,126.47619047619048,131.04761904761904,126.95238095238095
FR000185,0.03722921367003551,-0.10994114410955591,0.11636675470007751,0.079137541030042,0.22630789880963342,,,,0.5417133374177967,0.7943238069853774,0.8180141277433844,0.7565423155258849,0.7993524710435663,1.1949899066829928,1.1761986521039052,1.1834836430992608,3.2063018307440525,1.170481130348803,0.9875158726749376,1.3057199393097012,145.27777777777777,162.66666666666666,164.77777777777777,154.22222222222223
FR000154,-0.03990202243790408,-0.015206363668090805,0.7159542015436424,0.7558562239815465,0.7311605652117332,,,,0.5431762661877202,0.5599834599243998,0.5832830306837549,0.544808837525731,0.8637251282104524,0.6414896919288741,0.6733571547180981,0.6864821869600664,1.9657436908760961,2.7969638371348124,2.507762373224573,2.8675739813106773,130.75,127.66666666666667,132.58333333333334,127.75
