nse,nse_rg,nse_r1,nse_c1,nse_g1,nse_bfi_r1,nse_bfi_c1,nse_bfi_g1,bfi_obs,bfi_r1,bfi_c1,bfi_g1,qmean_obs,qmean_r1,qmean_c1,qmean_g1,slope_obs,slope_r1,slope_c1,slope_g1,hfd_obs,hfd_r1,hfd_c1,hfd_g1
0.20005815366072988,0.014942446030498546,0.5786848005233078,0.37862664686257796,0.5637423544928093,,,,0.5491332552226622,0.6504496376794145,0.7970159781029144,0.4945808737635431,0.8958442072655957,0.6256067321621647,0.7092186828782252,0.6255917743835508,2.305894875074405,2.1438435875580644,1.8788422553286181,2.9922051736137742,127.38461538461539,138.92307692307693,156.30769230769232,128.07692307692307
0.16220670403149606,0.1026583719364711,0.671647608547296,0.5094409045157999,0.5689892366108249,,,,0.6187599923498417,0.6558005059329585,0.7748011692054056,0.48825381987127975,0.9264638449166221,0.7154193956901801,0.7902456782583752,0.708553126397081,1.430666764097312,2.1967325861246154,1.997554225478945,3.051843522833886,130.6153846153846,139.30769230769232,152.30769230769232,127.0
-0.006289464961854119,0.27105121767294715,0.8527492521593072,0.8590387171211613,0.58169803448636,,,,0.5468503966298911,0.5540352998340966,0.5321158327013052,0.7680296684259293,1.192096235012109,1.0137590502790257,1.0986741576084527,0.99825761024735,3.860265270934023,3.223988457173896,3.062884620336992,2.2457789450318932,121.61538461538461,126.92307692307692,126.0,151.53846153846155
0.024448700790077327,-0.07225315397005283,0.5622159310960817,0.5377672303060044,0.6344690850661345,0.42189213141969384,0.31792237943699597,0.5080559517752663,0.5912286564625354,0.7888471325366267,0.7939784492185293,0.7588756309133737,1.076659242459983,0.9541528254510665,1.0277443622993458,0.9653634226227322,2.249832566632805,2.098265511230578,2.200283753506756,2.381131584433155,131.46153846153845,156.92307692307693,156.42307692307693,151.23076923076923
-0.02529976562757119,-0.011366898905256995,0.391125465503543,0.4164252311311142,0.4024923644088,,,,0.7263461280996635,0.7341692091066478,0.7214975543777788,0.7131150681408382,1.3587597394179618,1.0567513455758442,1.0761062366134746,1.0753094240873065,2.2048638196473735,2.201572236739889,2.2578333834888777,2.3686197354698013,147.25,148.66666666666666,146.16666666666666,144.95833333333334
-0.018847218728911375,-0.058604585890640326,0.7553606170440639,0.7742078357729753,0.8139652029347042,0.7965078266749792,0.8151701519744523,0.8280907173792045,0.4632010969159292,0.5706217358802284,0.5481059403746016,0.4899298822257007,1.0472986121931485,0.9932860602445474,1.0655175366092602,0.9307011553521074,3.555971392328444,3.424825063587874,3.2485244389885577,3.2143409054811114,120.88461538461539,128.42307692307693,128.3846153846154,128.84615384615384
0.002648295083052199,0.007183760318593246,0.7687459657303759,0.7660976706473237,0.7615622054117827,,,,0.5079481042588097,0.4963690353654181,0.5129501849507034,0.47899822546932475,0.9956666274344927,0.9057457025791709,0.8609033805359628,0.9041995015809947,2.9663314793754534,3.3079064752346965,3.1650397346009504,3.440854122325403,124.30434782608695,124.17391304347827,124.78260869565217,123.95652173913044
0.012051054968332808,-0.0069224298399990225,0.6075429919771689,0.5954919370088361,0.6144654218171679,,,,0.5169186781536074,0.46408958647233606,0.4782750890662028,0.48560827434211495,0.9148306708232089,0.7140399553509215,0.6728112020813505,0.7188891717097743,2.5154940473730383,3.619316294044647,3.422437539386143,3.32467426259745,129.0952380952381,122.57142857142857,123.0952380952381,125.52380952380952
0.0006979752640156045,-0.03092006775909162,0.31684715742061087,0.31614918215659527,0.3477672251797025,,,,0.5417133374177967,0.7725349643616521,0.7573740970489558,0.7424262293973589,0.7993524710435663,1.138813899519063,1.1823175556788148,1.1680257336478788,3.2063018307440525,2.0007835360302755,2.0493849535679356,2.1605218332899416,145.27777777777777,157.94444444444446,154.55555555555554,153.38888888888889
-0.0016266291380762077,-0.02178048395464316,0.6547305718779113,0.6563572010159875,0.6765110558325544,,,,0.5431762661877202,0.4939608156467445,0.5251007900178195,0.5060179746518992,0.8637251282104524,0.6505082386942429,0.6252487484832859,0.6561613681151697,1.9657436908760961,3.5816155708157487,3.299793876895438,3.47018999698469,130.75,124.0,125.66666666666667,125.91666666666667
0.00998049425744596,-0.0015877719714982863,0.8128828989666368,0.8029024047091908,0.8144706709381351,,,,0.48802860347278665,0.4961889578359872,0.5482756626123606,0.5008826154369582,0.7842232990660046,0.6193371919400008,0.6011447896093302,0.6228775009760594,3.3929812296089343,3.2739161092114717,2.914005760813318,3.3042388160990894,122.36,123.8,127.28,124.84
0.032057726690919996,0.005117476536858345,0.7375571823913994,0.7054994557004794,0.7324397058545411,,,,0.5234492103005389,0.6180124821762538,0.6677066673491907,0.6340423532663515,0.9943526845625006,0.8141092054507619,0.825490649667525,0.831927726173934,2.3787419853905885,2.486445312080771,2.3446648239220735,2.499940595489222,128.3125,136.5,140.6875,136.9375
0.013844716538942925,0.14997961061723253,0.8154275869082704,0.8015828703693275,0.6654479762910379,0.8137701748058572,0.8285020828960279,0.34963432068666234,0.5001961046867561,0.5658572597747482,0.5257575583291182,0.7247298540921836,1.2123051432798406,1.2340641709577567,1.318646742776517,1.219155810265853,3.0978596160693375,3.278839338492592,3.2691251529482934,2.3962390730734517,125.73076923076923,129.96153846153845,128.3846153846154,147.1153846153846
0.09862867026448119,-0.0010652666127366484,0.630308052237821,0.5316793819733399,0.6313733188505577,,,,0.6693441995521313,0.6747060840336528,0.5568425180669105,0.66132626441547,1.683498334877289,1.619571166070458,1.6486208830455003,1.6270317484685561,2.0874403893284983,2.4219798518490294,2.802168776306791,2.398884201187483,149.33333333333334,142.83333333333334,132.58333333333334,141.83333333333334
