basin,nse,nse_rg,nse_r1,nse_c1,nse_g1,nse_bfi_r1,nse_bfi_c1,nse_bfi_g1,bfi_obs,bfi_r1,bfi_c1,bfi_g1,qmean_obs,qmean_r1,qmean_c1,qmean_g1,slope_obs,slope_r1,slope_c1,slope_g1,hfd_obs,hfd_r1,hfd_c1,hfd_g1
LU000018,0.26392364197674545,-0.001897119435868122,0.6667454367447652,0.4028217947680197,0.6686425561806333,,,,0.5491332552226622,0.6439390025301786,0.8083765597908653,0.5131151243004918,0.8958442072655957,0.7334396902696401,0.7333801279484186,0.7382481958650795,2.305894875074405,2.056899901106795,1.6544371500366442,2.5296279616977753,127.38461538461539,138.23076923076923,157.23076923076923,130.6153846153846
LU000010,0.19400957639334748,0.049020935535399324,0.7521822607979078,0.5581726844045604,0.7031613252625085,,,,0.6187599923498417,0.6438960652218757,0.7829965205851395,0.5074276417510603,0.9264638449166221,0.8235988844139396,0.8280404775522453,0.8257043730691109,1.430666764097312,2.143544512537982,1.7866473031202605,2.624867664830198,130.6153846153846,137.30769230769232,153.23076923076923,129.92307692307693
LU000001,-0.025423101189466113,0.2436885175676411,0.8321341510127103,0.8575572522021764,0.5884456334450692,,,,0.5468503966298911,0.541371190610638,0.5578853349363496,0.7776872255242672,1.192096235012109,1.0754879531017298,1.0889246883740835,1.0688615474121688,3.860265270934023,2.6334105771243297,2.8434810420472347,1.8772811944700087,121.61538461538461,129.46153846153845,127.53846153846153,151.46153846153845
LU000006,-0.006909234092009164,0.04490183426007344,0.8427507763225417,0.8496600104145509,0.7978489420624683,,,,0.572308467363715,0.5934968109211495,0.6205960156147342,0.6800595231191193,0.9586417313463302,0.8046878122748973,0.8082959285345998,0.8065918151184241,2.4141306296435143,2.353978329100184,2.3427731628130064,1.9606150878255264,127.46153846153847,134.15384615384616,134.07692307692307,142.76923076923077
LU000007,0.003111611612878651,0.023420762516150884,0.8146411358894654,0.8115295242765868,0.7912203733733145,,,,0.5820376371289808,0.6036547697556646,0.6460005193040089,0.5404789879803553,0.8377600275319108,0.7245333231187335,0.7248183193677096,0.7296396392998553,2.179298871547911,2.1737944276598666,2.0371556526078014,2.4239339678940337,135.30769230769232,135.30769230769232,138.23076923076923,132.0
LU000014,0.002801410099723567,0.05025767350216981,0.7832431153887015,0.7804417052889779,0.7329854418865317,,,,0.5910754818827649,0.5979125820383454,0.6463534223087885,0.520116375114917,0.806441904065329,0.7093027311558102,0.7089718397582168,0.7150379402428348,1.7501577598896076,2.165262351867774,2.0100767880593104,2.5315169579953407,134.30769230769232,135.30769230769232,138.6153846153846,131.07692307692307
DERP2006,0.03858826334934362,-0.019388458828782262,0.8027320917603337,0.76414382841099,0.8221205505891159,0.8364764949148691,0.7641552479489022,0.7807183300409823,0.43962157636394383,0.5288300966179216,0.5781551203995431,0.49056902572988886,1.4772328390901432,1.3221075257793307,1.3186110384903835,1.313376458285432,4.017057443002232,2.9928911581261586,2.8205095371674225,2.7764375119795446,122.23076923076923,131.6153846153846,133.92307692307693,133.80769230769232
FR000124,-0.030529443070728246,-0.02020366186408107,0.7665376886708901,0.7970671317416184,0.7867413505349712,,,,0.4742586446981948,0.44766378281823205,0.4623505540209683,0.49267762329711495,3.9161042905995633,3.308342542272822,3.2760528919035856,3.2718636115924604,3.0970781483971495,3.1395277285813554,3.012176641361107,2.8545159030034033,118.71428571428571,125.61904761904762,125.76190476190476,127.23809523809524
BEWA0067,0.0014386026100198235,0.14695430535614684,0.779787031159294,0.7783484285492742,0.6328327258031472,,,,0.44687806121952867,0.5381586119174714,0.5564799578525926,0.6994597421078937,1.5219266002304095,1.3402590915496047,1.3528835178493512,1.3344051230255882,3.527883532917868,2.901296182848836,2.9897998790922338,2.0586959263242486,123.4375,135.9375,133.875,148.25
FR000169,-0.002764944082247478,0.028440616374814987,0.7092135350847035,0.711978479166951,0.6807729187098885,,,,0.5816472690192767,0.5420945891847259,0.5643615003948254,0.5050683756749533,0.7066709652720817,0.7227207921097845,0.7280511702912373,0.7290520524712907,1.8911673540319904,2.624537395350321,2.6108474769817835,2.907020802456036,132.52631578947367,131.6315789473684,134.73684210526315,131.26315789473685
