basin,nse,nse_rg,nse_nogeo,nse_bfi_nogeo,bfi_obs,bfi_nogeo,qmean_obs,qmean_nogeo,slope_obs,slope_nogeo,hfd_obs,hfd_nogeo
LU000018,0.0,0.0,0.6252069461697213,,0.5491332552226622,0.6326608144439718,0.8958442072655957,0.6893025677206943,2.305894875074405,2.0774172662667114,127.38461538461539,133.6153846153846
LU000010,0.0,0.0,0.7275142224450994,,0.6187599923498417,0.6247490954711671,0.9264638449166221,0.7860158666736067,1.430666764097312,2.162243427110001,130.6153846153846,132.53846153846155
LU000001,0.0,0.0,0.8343940395882404,,0.5468503966298911,0.6164305368838832,1.192096235012109,1.0542787248211367,3.860265270934023,1.947248568515362,121.61538461538461,134.30769230769232
DERP2028,0.0,0.0,0.8268813036666274,0.8019087284779324,0.5912286564625354,0.6275378568070564,1.076659242459983,0.9816728277579316,2.249832566632805,2.1059143659365556,131.46153846153845,135.19230769230768
FR000183,0.0,0.0,0.35699299133135287,,0.7263461280996635,0.6194138406828188,1.3587597394179618,1.1112193467082845,2.2048638196473735,2.072802385096667,147.25,134.79166666666666
DERP2008,0.0,0.0,0.7427046776118764,0.5282712019358227,0.4632010969159292,0.6305526481307169,1.0472986121931485,1.0135031016188978,3.555971392328444,2.153043387055932,120.88461538461539,134.65384615384616
FR000137,0.0,0.0,0.7573162116328105,,0.5079481042588097,0.6214291389120471,0.9956666274344927,0.9841735592953916,2.9663314793754534,2.212596096227428,124.30434782608695,131.8695652173913
FR003294,0.0,0.0,0.6632883604442668,,0.5169186781536074,0.6274946549154167,0.9148306708232089,0.7814933141865149,2.5154940473730383,2.2402849726483223,129.0952380952381,133.85714285714286
FR000185,0.0,0.0,0.3541596976507161,,0.5417133374177967,0.6126361552073634,0.7993524710435663,1.1944040305735883,3.2063018307440525,2.0275516805381884,145.27777777777777,140.94444444444446
FR000154,0.0,0.0,0.747060978424029,,0.5431762661877202,0.6405366235635852,0.8637251282104524,0.7046537848494719,1.9657436908760961,2.2402761269410854,130.75,133.79166666666666
FR003307,0.0,0.0,0.7872867692332508,,0.48802860347278665,0.6389750851872735,0.7842232990660046,0.6669711474330158,3.3929812296089343,2.197058633552334,122.36,132.8
FR003256,0.0,0.0,0.7734931737999724,,0.5234492103005389,0.6271370009102676,0.9943526845625006,0.8793695805806828,2.3787419853905885,2.102051744427701,128.3125,133.5625
DERP2004,0.0,0.0,0.7954615929227182,0.5362727238963917,0.5001961046867561,0.6299104974340894,1.2123051432798406,1.2688603621304293,3.0978596160693375,2.067069746591044,125.73076923076923,135.30769230769232
FR003252,0.0,0.0,0.6822492268100211,,0.6693441995521313,0.603186526522727,1.683498334877289,1.696514178035147,2.0874403893284983,2.0922615380651317,149.33333333333334,138.25
FR003302,0.0,0.0,0.8292410391017228,,0.5461876410176256,0.6305678199248823,0.8495899649369768,0.8718303360743276,2.4046815359867963,2.168535516725534,131.33333333333334,134.33333333333334
FR003249,0.0,0.0,0.8726021918257194,,0.5796744249010707,0.6127984785832942,1.57132401475247,1.5625025123778518,2.7292696550983586,2.105320785369822,128.30769230769232,131.6153846153846
LU000006,0.0,0.0,0.8405455220190379,,0.572308467363715,0.6363861427178471,0.9586417313463302,0.7669085627915155,2.4141306296435143,2.0739376793039184,127.46153846153847,135.0
