basin,nse,nse_rg,nse_nogeo,nse_bfi_nogeo,bfi_obs,bfi_nogeo,qmean_obs,qmean_nogeo,slope_obs,slope_nogeo,hfd_obs,hfd_nogeo
LU000018,0.0,0.0,0.7004217788017286,,0.5491332552226622,0.647516870958817,0.8958442072655957,0.8041506635945243,2.305894875074405,1.7993835855601603,127.38461538461539,135.30769230769232
LU000010,0.0,0.0,0.7977651210792336,,0.6187599923498417,0.6418221323045432,0.9264638449166221,0.9080697500187984,1.430666764097312,1.8391669562680326,130.6153846153846,132.92307692307693
LU000001,0.0,0.0,0.8169829473822691,,0.5468503966298911,0.6385289348338302,1.192096235012109,1.2308348261308593,3.860265270934023,1.6918872530455944,121.61538461538461,134.92307692307693
DERP2028,0.0,0.0,0.8641159043927404,0.8722406432962297,0.5912286564625354,0.6381991036857336,1.076659242459983,0.9891163265024098,2.249832566632805,1.9084561235454072,131.46153846153845,136.34615384615384
FR000183,0.0,0.0,0.32429123206567645,,0.7263461280996635,0.6301964884808819,1.3587597394179618,1.1438294801188456,2.2048638196473735,1.971079334592756,147.25,135.83333333333334
DERP2008,0.0,0.0,0.7548285526411584,0.5128120716485005,0.4632010969159292,0.6414922249312814,1.0472986121931485,1.0209176232143875,3.555971392328444,1.9461392811000857,120.88461538461539,135.5
FR000137,0.0,0.0,0.7783929820657891,,0.5079481042588097,0.6324066639551603,0.9956666274344927,0.993615550302589,2.9663314793754534,2.1033489923321156,124.30434782608695,133.2173913043478
FR003294,0.0,0.0,0.6769162982356716,,0.5169186781536074,0.635289087016783,0.9148306708232089,0.7868838198737146,2.5154940473730383,2.046678074962612,129.0952380952381,136.42857142857142
FR000185,0.0,0.0,0.39016077125478776,,0.5417133374177967,0.6209244853739003,0.7993524710435663,1.1940765774935977,3.2063018307440525,2.0385366346711886,145.27777777777777,142.11111111111111
FR000154,0.0,0.0,0.7678097639681328,,0.5431762661877202,0.6478349190592093,0.8637251282104524,0.7054886380619967,1.9657436908760961,2.0785638340515287,130.75,136.125
FR003307,0.0,0.0,0.790623624297495,,0.48802860347278665,0.6456679597320509,0.7842232990660046,0.6640360699576676,3.3929812296089343,1.9615093122310239,122.36,135.48
FR003256,0.0,0.0,0.7929628546742138,,0.5234492103005389,0.6367708748001764,0.9943526845625006,0.916371550318546,2.3787419853905885,2.005320361924609,128.3125,133.6875
DERP2004,0.0,0.0,0.8015779279831403,0.4848666113073419,0.5001961046867561,0.643879850433507,1.2123051432798406,1.3047691909778074,3.0978596160693375,1.8699420080657922,125.73076923076923,136.1153846153846
FR003252,0.0,0.0,0.7602425903342619,,0.6693441995521313,0.612710649567875,1.683498334877289,1.730671362580269,2.0874403893284983,2.0624033378268725,149.33333333333334,138.83333333333334
FR003302,0.0,0.0,0.8571032238861398,,0.5461876410176256,0.6404349755985638,0.8495899649369768,0.8851774116993768,2.4046815359867963,2.026402745804129,131.33333333333334,135.66666666666666
FR003249,0.0,0.0,0.8735277667117824,,0.5796744249010707,0.626983899197197,1.57132401475247,1.6017190173734117,2.7292696550983586,1.9263440373713265,128.30769230769232,132.6153846153846
LU000006,0.0,0.0,0.8861476153907144,,0.572308467363715,0.6527302250151056,0.9586417313463302,0.8991021624179983,2.4141306296435143,1.8098201358911585,127.46153846153847,135.69230769230768
LU000007,0.0,0.0,0.8181482090002204,,0.5820376371289808,0.6502478681402133,0.8377600275319108,0.7954175685794138,2.179298871547911,1.8480067490658427,135.30769230769232,135.69230769230768
LU000014,0.0,0.0,0.7794611517647666,,0.5910754818827649,0.6491504580729229,0.806441904065329,0.7762364750651416,1.7501577598896076,1.8417799467832647,134.30769230769232,135.69230769230768
DERP2006,0.0,0.0,0.7634596354193908,0.5174441995200066,0.43962157636394383,0.6375783026736358,1.4772328390901432,1.3453114400930446,4.017057443002232,1.8427849418219684,122.23076923076923,136.0
FR000124,0.0,0.0,0.7718366972088414,,0.4742586446981948,0.5816588697385329,3.9161042905995633,3.401473009867655,3.0970781483971495,1.817212596288643,118.71428571428571,132.61904761904762
BEWA0067,0.0,0.0,0.752862453287116,,0.44687806121952867,0.6455900669221306,1.5219266002304095,1.5157836363940713,3.527883532917868,1.6914025896884335,123.4375,137.5
FR000169,0.0,0.0,0.7634732309816927,,0.5816472690192767,0.6442183739530623,0.7066709652720817,0.651940613294453,1.8911673540319904,1.9545698308153934,132.52631578947367,138.42105263157896
DERP2029,0.0,0.0,0.8802902705510984,0.7921092426440569,0.5770721236525367,0.6410258153326017,0.8128997419966302,0.8862401267139556,2.202408139605328,1.9260605855778705,132.07692307692307,136.53846153846155
FR000153,0.0,0.0,0.7036254990152665,,0.6421192150887213,0.6361109532685816,1.0716031926027136,1.3064386943025874,2.2348418963151917,1.9965871500991412,133.83333333333334,131.22222222222223
FR000142,0.0,0.0,0.8080070870111873,0.767355907130272,0.6181879444170277,0.6292620466800224,1.701081378030953,1.711514287793492,2.1363079945665095,1.8129694270158383,134.65384615384616,135.30769230769232
DERP2023,0.0,0.0,0.8672493616677006,0.8396174800571784,0.5475464240473255,0.6445113706971111,1.2046407986235061,1.1059154112115832,2.2375005419180587,1.9105249708341803,128.80769230769232,137.5
FR000128,0.0,0.0,0.8248360049173707,,0.5262351104042112,0.6064751424479581,3.177223275885115,2.7468840482656707,2.878325804251507,1.7907418827582233,127.44,133.68
FR003246,0.0,0.0,0.7737948979413182,,0.4707725058083362,0.6437925474414112,0.9209072206799293,0.8658154234518505,2.979323882652053,2.0891199472924478,120.84,133.88
FR003241,0.0,0.0,0.842769527944684,,0.5720068735304338,0.6119517166721703,1.9660347551444997,2.09113367379168,2.6656768746543382,1.8450168219625347,127.5,130.63636363636363
FR003265,0.0,0.0,0.8976581072036114,0.8592284244294073,0.6045800876045967,0.6359739915181688,1.3650431518522423,1.319416989767813,2.506784709873493,1.9472505770430695,132.30769230769232,133.23076923076923
LU000008,0.0,0.0,0.6730710913911306,,0.5007259510922724,0.6408565430739551,1.1407084448892786,1.1672699008080958,4.088001988594442,1.7063712957821036,119.61538461538461,135.30769230769232
LU000005,0.0,0.0,0.8037259327854065,,0.5131519601965012,0.6504756695170041,1.216878753629151,1.275397438632861,3.044633207499545,1.690959377060152,124.53846153846153,135.84615384615384
BEWA0106,0.0,0.0,0.7423763486730326,,0.4968046967832148,0.6452722220459003,1.157128320430866,1.0884674858322168,4.0636305642567105,1.9297985900349055,127.0,137.6086956521739
FR003280,0.0,0.0,0.6132416644014522,,0.6641526137715094,0.6226919980945901,1.2547971041714252,0.9682607919316905,3.012885676799598,1.925065130851801,139.57692307692307,133.80769230769232
DERP2017,0.0,0.0,0.870302474549162,0.8164017532624112,0.6040660981781378,0.6264756087165514,1.323952539769067,1.1624867265181416,2.6920265731938446,1.9115140520861935,133.5,133.30769230769232
DERP2031,0.0,0.0,0.8371114559240321,0.7315538615035906,0.589492155815281,0.6248937141724584,1.1105974049514904,1.1616063433031403,3.0308423381768783,1.8854074804528493,133.8846153846154,133.07692307692307
FR000125,0.0,0.0,0.8031037625494485,,0.5023047759426577,0.5963705555579749,3.519459023368721,3.1518959173939916,2.7963068203600563,1.7843035460872763,125.91304347826087,134.0
DERP2018,0.0,0.0,0.8550465061874115,0.7124980372357161,0.5762481641776137,0.6271753142135856,1.024572454928391,1.1451629615927725,2.8786026835903322,1.9053624052911988,132.46153846153845,133.3846153846154
DERP2022,0.0,0.0,0.8713666155640384,0.8818283148575459,0.560257812862486,0.6435300092853018,1.3282642136993508,1.1672527335060865,2.16063169738943,1.8819865878503634,129.8846153846154,137.69230769230768
DERP2033,0.0,0.0,0.8448334019673833,0.7863849314276476,0.513752790574686,0.6445998816232369,0.8456727379502524,0.796670998209939,2.638083649959376,2.0035147600392706,127.96153846153847,137.8846153846154
FR003261,0.0,0.0,0.7581353148398263,0.6023128266496426,0.6059598129957963,0.6352145499611082,0.9507015985441356,1.191710983362406,2.220164395451184,2.047326785980707,133.46153846153845,133.53846153846155
FR003295,0.0,0.0,0.7738192296510991,,0.5769152417053487,0.6368344726639009,0.874862179138891,1.0106713293651721,1.8349622379426132,1.982325603000285,134.52,135.08
FR003253,0.0,0.0,0.7552731053609588,,0.6512894124251375,0.630434383212815,1.4149041810573662,1.491619129938139,2.3023088777028162,1.8538586381880704,140.89473684210526,135.47368421052633
FR003262,0.0,0.0,0.8787534632438748,,0.6343893699502714,0.6380036106998609,1.2114182847345858,1.240331523334192,2.3265395283367276,1.9415010403938502,135.24,133.84
DEBU1957,0.0,0.0,0.9109504220931631,0.9137505424106804,0.6064127198456731,0.644487254114637,0.8558204789088875,0.8451630623963864,2.049170615368509,1.9683873119545228,134.1153846153846,134.46153846153845
DEBU1959,0.0,0.0,0.8809541446622791,0.8636482340456698,0.6098823777540179,0.647450984041657,0.995652213866705,1.0057934083132705,2.5260576243304294,1.9300900361321016,132.23076923076923,133.8846153846154
FR000184,0.0,0.0,0.3312696381601121,,0.7607683459067961,0.6349604919148306,1.3461345641856322,1.1813689912485783,1.439657424216201,1.9529062337352574,152.48,134.36
LU000013,0.0,0.0,0.649650671988875,,0.5622001104808224,0.6491156993603412,0.6081548655661143,0.7585277581145432,2.274642367461529,1.8602665751376506,133.53846153846155,136.15384615384616
LU000017,0.0,0.0,0.8860016856396397,,0.5724331774596073,0.6556164050984875,0.9531568963534384,0.944534634670337,2.4595552635714406,1.786889633505492,127.3076923076923,135.53846153846155
LU000009,0.0,0.0,0.760511792791716,,0.5411479825234004,0.6496637091624655,0.7634042777287259,0.7536291245206624,2.3584108542198785,1.8552894619151192,132.69230769230768,136.30769230769232
LU000011,0.0,0.0,0.8241391226522925,,0.5621020627204069,0.6579038069392414,0.9868912416707145,0.9915118966920733,3.245834379508611,1.7978041321301157,131.0,137.46153846153845
FR003234,0.0,0.0,0.6569188729033859,,0.5991215229375468,0.6140736202658903,3.112317145012346,2.172957482935889,2.303898434538102,1.8284575294152512,132.0909090909091,133.72727272727272
BEWA0107,0.0,0.0,0.6981417684285482,,0.5650632320024066,0.630804237398817,1.2694405494768017,1.5221812817422657,3.4182994258423167,1.8656756201249853,133.58823529411765,140.47058823529412
FR003288,0.0,0.0,0.6850262217451146,,0.5575694415881807,0.6427805907984202,0.6382568553269785,0.6522297557920321,1.8773455778449442,1.9580111792748298,131.73076923076923,136.15384615384616
FR000174,0.0,0.0,0.5510451864852273,,0.4378605500946607,0.6458499699054775,0.5779162965551374,0.7154970544354844,3.730070984507281,2.05670443284681,117.92307692307692,139.07692307692307
DERP2021,0.0,0.0,0.8087782462634563,0.6353468222151195,0.4703845996587508,0.6414411873014652,1.398167993796431,1.254274299693434,3.3370353680427347,1.8434416775407283,124.5,137.34615384615384
FR003293,0.0,0.0,0.6969072096167868,,0.5914750289546523,0.6448099803390044,0.9910164766444115,1.14810279603838,2.304240628997312,1.9681349619599817,142.05555555555554,135.5
FR003236,0.0,0.0,0.8122124128039503,,0.6130444923461763,0.6134700734120272,2.2985384896105137,2.201487254821401,2.3750379274547355,1.8219923746866775,133.16,134.12
BEWA0119,0.0,0.0,0.7971648498515725,,0.5081014079140684,0.6397600046479567,1.2998432104374793,1.4148318363591883,3.3364343815241786,1.8396138902888757,123.26666666666667,135.4
DERP2013,0.0,0.0,-0.5551905747713519,-0.7129109482528326,0.8138979678410975,0.6389985099865255,0.7628039021474782,0.824022427940957,0.9585595889496735,1.9659645686877572,161.34615384615384,136.76923076923077
DERP2024,0.0,0.0,0.90845311904479,0.8891990994173841,0.6056517156816441,0.6456853188527133,1.018054379588398,1.034288837473055,1.9893237119119833,1.9356204761542652,132.84615384615384,137.1153846153846
FR003283,0.0,0.0,0.8206934565219157,,0.5325784969434902,0.6342155716441525,0.7764789553330105,0.8262842666847114,3.278380260004694,1.991354376742184,128.36,135.08
FR000159,0.0,0.0,0.8762102905733715,,0.6030848801904666,0.6145228731561544,1.2861866065257646,1.271335964210738,2.2578023984627564,2.0213936174051166,144.25,142.66666666666666
FR003284,0.0,0.0,0.8657063372928728,,0.6026969325669678,0.6394662643764174,1.0525460592183666,1.147888645665729,2.6102271947819404,1.9706147511129786,131.5,133.5
LU000019,0.0,0.0,0.7991099452325243,,0.4927093708112636,0.6519984707882722,1.1783079531931049,1.2037914788437194,3.4284677356567825,1.7167028284421613,125.84615384615384,136.07692307692307
LU000015,0.0,0.0,0.7723629577499933,,0.5168531772655388,0.6494696699178161,1.0740519590813469,1.069535479718675,4.331634051685714,1.7333227943181102,121.76923076923077,136.0
FR003259,0.0,0.0,0.36070891293397844,,0.5706232490689632,0.6257600028131841,0.8747875558972658,1.379764485138129,2.2152232268195253,2.0587526164362213,136.64705882352942,138.8235294117647
DERP2015,0.0,0.0,0.7761164501536224,0.658187460028782,0.680687665329563,0.637627961875081,0.999727657961247,0.898450413844844,1.7763706983828427,1.9719433704739948,142.96153846153845,135.15384615384616
FR003274,0.0,0.0,0.6509900647051404,,0.4388275678210208,0.6279819167290923,0.6728063523481701,0.822536385351822,3.45529350359786,1.824167159716042,127.45454545454545,139.54545454545453
DERP2036,0.0,0.0,0.7827543214324647,0.625862865996973,0.47157230315414317,0.650397285601386,0.7697909099995716,0.6961470699943872,3.475729191631467,2.0613406995751005,127.07692307692308,140.73076923076923
DERP2011,0.0,0.0,0.8374078367635089,0.6602167356705687,0.5618528253644051,0.6409172255558572,0.8511268809833806,0.9814350278014629,2.0141747929079346,1.9235463834829603,130.03846153846155,135.6153846153846
BEWA0066,0.0,0.0,0.8114075581595765,,0.5157415459885847,0.6501791129226584,1.3588031872303,1.4058152251008842,3.400557707042768,1.787830916785282,126.29411764705883,136.64705882352942
FR003275,0.0,0.0,0.6537968141972039,,0.4211480281801187,0.6335460356545194,0.700921766646005,0.8789335949809064,4.118494126340723,2.0005479921614544,123.32,134.6
FR003257,0.0,0.0,0.8253700025250642,,0.5222915688252827,0.6417021175155703,0.9787323451344386,0.8799283753452742,2.4418798274668423,2.0372017811682404,127.32,134.04
FR003296,0.0,0.0,0.797752034601058,0.5013859882511223,0.5438003919470576,0.6417137573360358,0.8351470457281275,0.9753622570530449,2.183741709168209,2.002761659100042,132.15384615384616,134.46153846153845
FR000171,0.0,0.0,0.8165322781302703,,0.5258401840570618,0.6504622440851491,0.6489004821742346,0.6268275799616634,2.794871761794153,1.9951950025304745,124.91666666666667,135.83333333333334
FR000140,0.0,0.0,0.8618932766077992,,0.5647858633731606,0.621003474628013,1.5435719282086267,1.6990669519413342,2.688164983519076,1.908132238862647,127.88,132.4
DEBU1956,0.0,0.0,0.8631575457690801,0.8191864691428978,0.6023545418383962,0.6404538009873975,1.0538170118310684,1.1142490503341986,2.5050865854074784,1.97761777294963,132.03846153846155,133.53846153846155
LU000002,0.0,0.0,0.8210414808091618,,0.5729173574933384,0.6482022747282135,1.0313721751418063,0.8963718171180628,2.2436501934118906,1.894032131122834,128.30769230769232,135.6153846153846
LU000016,0.0,0.0,0.7424600274026887,,0.5649402652939012,0.6502111001099098,0.8191421083027756,0.7484239552113741,2.005882515001313,1.859198736058226,133.6153846153846,136.46153846153845
