basin,nse,nse_rg,nse_r1,nse_c1,nse_g1,nse_bfi_r1,nse_bfi_c1,nse_bfi_g1,bfi_obs,bfi_r1,bfi_c1,bfi_g1,qmean_obs,qmean_r1,qmean_c1,qmean_g1,slope_obs,slope_r1,slope_c1,slope_g1,hfd_obs,hfd_r1,hfd_c1,hfd_g1
LU000018,0.2920730225927589,0.07918096465928315,0.6905325850208581,0.3984595624280992,0.611351620361575,,,,0.5491332552226622,0.6244529832535324,0.7989506816313627,0.47325889328577897,0.8958442072655957,0.7687020682127237,0.8300686723423762,0.7552995145697597,2.305894875074405,2.361320311059379,1.9541592226516762,3.39816830217015,127.38461538461539,136.07692307692307,157.53846153846155,126.23076923076923
LU000010,0.21683689246676607,0.1793827355245372,0.7564414917552795,0.5396045992885135,0.5770587562307423,,,,0.6187599923498417,0.6322259820090833,0.7738581646153823,0.47076021919741035,0.9264638449166221,0.8706952314594868,0.9248579747948843,0.8503280797169244,1.430666764097312,2.4262535004158288,2.0574487927974356,3.4005088974266333,130.6153846153846,135.92307692307693,152.30769230769232,124.6923076923077
LU000001,0.037968914334897685,0.39825180147807204,0.8807845403786355,0.8428156260437378,0.4825327389005635,,,,0.5468503966298911,0.5485005690212003,0.4942931892458095,0.7991932645684597,1.192096235012109,1.1843772322772765,1.2594974341739285,1.2397753903309836,3.860265270934023,3.3676592420168596,3.401492496777609,2.1729279731528313,121.61538461538461,123.61538461538461,121.23076923076923,156.53846153846155
DERP2028,0.027969764571047495,-0.07932417511820211,0.5920789824802388,0.5641092179091913,0.6714031575984409,0.49666279668830626,0.3847784858305692,0.618141882888493,0.5912286564625354,0.790175942001973,0.792919955422212,0.7555433577388914,1.076659242459983,0.9498440644072235,1.0269757723793942,0.9576676181372372,2.249832566632805,2.0323023535224953,2.0654585084657127,2.226154564796404,131.46153846153845,157.69230769230768,157.30769230769232,153.15384615384616
FR000183,-0.009399633936309382,0.02305721086692747,0.37728008816095326,0.38667972209726265,0.3542228772940258,,,,0.7263461280996635,0.7324615312343945,0.719736654224675,0.7092888152140866,1.3587597394179618,1.0738794885372238,1.0950213624134322,1.0992427549858252,2.2048638196473735,2.2575706557153974,2.3172240043971386,2.488782070426963,147.25,148.54166666666666,145.875,144.95833333333334
DERP2008,-0.018983584526022224,-0.060582888831824944,0.7800134152900177,0.7989969998160399,0.8405963041218426,0.8336035891345994,0.8288383487522818,0.8657383574407295,0.4632010969159292,0.5717615426369637,0.5505479740586428,0.48925374215020107,1.0472986121931485,0.9856993404696378,1.0621946642830913,0.9255766350467727,3.555971392328444,3.363683027793302,3.248867565338007,3.2528778558038027,120.88461538461539,128.8846153846154,128.8846153846154,129.6153846153846
FR000137,0.005178630202597567,0.020571917857902577,0.8061326855795473,0.8009540553769497,0.7855607677216447,,,,0.5079481042588097,0.4927473744699511,0.5091676654573721,0.47625288215925826,0.9956666274344927,0.9065364359101229,0.8611583074017761,0.9121236472474306,2.9663314793754534,3.3506005786085424,3.205473268169021,3.494906446485217,124.30434782608695,125.3913043478261,126.34782608695652,125.69565217391305
FR003294,0.010000775858756583,-0.012273322019513477,0.638647592030811,0.6286468161720544,0.6509209140503245,,,,0.5169186781536074,0.4581893382502587,0.4734380929287706,0.4791800393507451,0.9148306708232089,0.7127753737419147,0.6733434438219891,0.7221977111153697,2.5154940473730383,3.657487226500517,3.4982041959818266,3.4315571043603192,129.0952380952381,125.19047619047619,126.04761904761905,128.57142857142858
FR000185,0.006266166359050862,-0.043733178583913235,0.3759049891649976,0.36963882280594673,0.41963816774891083,,,,0.5417133374177967,0.7721610438115877,0.7550052183313838,0.7339096858321399,0.7993524710435663,1.1198626004964516,1.1656541556922984,1.1431162769593342,3.2063018307440525,2.0453671071737514,2.1613397498901623,2.3880208085100856,145.27777777777777,158.5,154.55555555555554,152.66666666666666
FR000154,-0.00555784420513783,-0.011180995496908208,0.6948702242894795,0.7004280684946174,0.7060512197863877,,,,0.5431762661877202,0.48626586982043785,0.5170408353913134,0.49883729137237537,0.8637251282104524,0.6484605283385753,0.6246339757733586,0.6574265014542808,1.9657436908760961,3.6206552565295653,3.2990382546413635,3.468621146607387,130.75,125.66666666666667,126.70833333333333,126.95833333333333
FR003307,0.012962487059556826,0.0037276121180812583,0.8298749957658269,0.8169125087062701,0.8261473836477456,,,,0.48802860347278665,0.4877784636641885,0.539677566590415,0.49285933595763515,0.7842232990660046,0.61462180623499,0.5978713646794266,0.6218390865063749,3.3929812296089343,3.4638427071904525,3.0102222036331505,3.4326239903999127,122.36,123.76,127.68,125.44
FR003256,0.03603360581639803,0.019141918476066944,0.7776212004654792,0.7415875946490812,0.7584792819894123,,,,0.5234492103005389,0.6090991154914798,0.65957069423677,0.6310462563067252,0.9943526845625006,0.8426126381351201,0.8564195737419883,0.864380032606038,2.3787419853905885,2.5695480215355424,2.4304320189633257,2.6327315178664077,128.3125,135.125,139.0625,137.8125
DERP2004,0.012400992686462331,0.1483241119876384,0.8404253640622197,0.8280243713757574,0.6921012520745813,0.8462102358902472,0.8453275387691717,0.4008035621010504,0.5001961046867561,0.56699542053838,0.5268887289791419,0.7225836789958079,1.2123051432798406,1.2412301318986347,1.3308290534066538,1.230007366661499,3.0978596160693375,3.2172638029649026,3.228859184069441,2.168918139130409,125.73076923076923,129.19230769230768,127.5,146.96153846153845
FR003252,0.11116204655079487,-0.025144652238127452,0.73298492801456,0.6218228814637652,0.7581295802526875,,,,0.6693441995521313,0.6758587206936786,0.5591734428082397,0.6603713649008529,1.683498334877289,1.6343937044190358,1.6648877013061878,1.643777708309644,2.0874403893284983,2.5192027991033266,2.905425953670836,2.542284850392146,149.33333333333334,142.75,133.5,141.75
FR003302,0.009889399882063055,0.00860748705039105,0.875889249371334,0.865999849489271,0.867281762320943,,,,0.5461876410176256,0.5760334685127674,0.5882680634208122,0.5794976095084728,0.8495899649369768,0.8138884656802271,0.796766342746587,0.8279273197616794,2.4046815359867963,2.7682012588269136,2.7348965369922884,2.8114582254380185,131.33333333333334,133.125,132.95833333333334,133.95833333333334
FR003249,0.016411207712314413,-0.006460583146963628,0.8966155760741455,0.8802043683618311,0.9030761592211092,,,,0.5796744249010707,0.5893721225024151,0.5555220410878506,0.5858214952288893,1.57132401475247,1.50191306035238,1.4983749699028892,1.508756217315092,2.7292696550983586,2.8452626449241905,2.9044290755643614,2.802735339529982,128.30769230769232,128.96153846153845,127.15384615384616,129.30769230769232
FR000144,0.13673801395399865,0.07245314014187709,0.032607728581932616,-0.10413028537206603,-0.03984541155994448,,,,0.6872353910753508,0.7958614302266283,0.7137359731893195,0.7517595660150291,1.444598096445125,1.1982184115427843,1.2910348925180573,1.2277582756492798,2.1998091011604126,2.1680348171522787,2.422972190866664,2.410214142699578,173.23809523809524,157.61904761904762,143.38095238095238,148.76190476190476
LU000006,-0.0051130301164376,0.04441090097253442,0.8650699694382643,0.8701829995547019,0.8206590684657299,,,,0.572308467363715,0.5779058381685547,0.5693970711709326,0.6842122859828222,0.9586417313463302,0.8602608097780481,0.890574080727383,0.8785755758638872,2.4141306296435143,2.924372312008626,2.8334855976758337,2.263491970203907,127.46153846153847,129.53846153846155,129.3846153846154,143.23076923076923
LU000007,-0.014831561755731526,0.05884299968089879,0.808571667946332,0.8234032297020635,0.7497286682654332,,,,0.5820376371289808,0.5626207051631391,0.6111383385380772,0.5066609494626869,0.8377600275319108,0.7565098065601458,0.7608873827503488,0.7515543514506128,2.179298871547911,2.724058886370898,2.5231182099034846,3.150939026074239,135.30769230769232,130.30769230769232,134.6153846153846,128.30769230769232
LU000014,-0.029555787363627406,0.1323577769112676,0.7281469235543272,0.7577027109179546,0.5957891466430596,,,,0.5910754818827649,0.5506075817596643,0.61245358393779,0.4791404211143552,0.806441904065329,0.7380961309725522,0.7410584298698405,0.731028611968003,1.7501577598896076,2.7170018090972152,2.478403418970445,3.370667440883127,134.30769230769232,130.15384615384616,135.0,126.76923076923077
DERP2006,-0.01674212267617059,-0.042335274308845317,0.7996780308695002,0.8164201535456708,0.8420133051783455,0.8439692688933907,0.8261303233331503,0.8506075287655784,0.43962157636394383,0.5574266215742889,0.5485339033079831,0.47764850800752134,1.4772328390901432,1.2740340617554151,1.367825605263942,1.2028554375908007,4.017057443002232,3.128959498255647,3.01479130798519,3.1235040806291567,122.23076923076923,129.1153846153846,129.34615384615384,129.1153846153846
FR000124,0.005576699697966814,0.010695172270541398,0.7781217846380218,0.772545084940055,0.7674266123674804,,,,0.4742586446981948,0.4817687722734755,0.42614520942191914,0.497523637419847,3.9161042905995633,3.288873043220269,3.168742749634397,3.2669006263429847,3.0970781483971495,3.190807466720755,3.3731404097335016,2.9885696038380387,118.71428571428571,121.52380952380952,122.52380952380952,123.61904761904762
BEWA0067,-0.0313922044958852,0.17967266637225943,0.8024028676913986,0.8337950721872838,0.6227302013191391,,,,0.44687806121952867,0.5591241750813581,0.5087219974679502,0.7164923857187743,1.5219266002304095,1.425949094939568,1.5113510755844024,1.434179380278402,3.527883532917868,3.1355020554918744,3.250453662590878,2.0001967415580024,123.4375,128.125,126.75,147.5625
FR000169,-0.02511039388556524,0.03550324318707343,0.6839288667912178,0.709039260676783,0.6484256236041444,,,,0.5816472690192767,0.5132177941905764,0.5507237956471978,0.489237259469635,0.7066709652720817,0.5946097629185384,0.5774064232544056,0.6028749017462799,1.8911673540319904,3.136074488646783,2.8781025455362785,3.4284131130223883,132.52631578947367,131.0,132.78947368421052,130.21052631578948
DERP2029,0.05557522447593033,-0.03685510303275463,0.6563121195872461,0.6007368951113158,0.6931672226200007,0.30000126174043606,0.10298166437496925,0.393516723496635,0.5770721236525367,0.7758896212136586,0.7744416483717247,0.7511653371810316,0.8128997419966302,0.8492658764116505,0.9274364092018974,0.8619726841356445,2.202408139605328,2.0127320945497855,2.100716137226865,2.230060065180401,132.07692307692307,156.07692307692307,154.34615384615384,152.92307692307693
FR000153,-0.003092215864951786,-0.08187411396013333,0.6550284650266527,0.6581206808916045,0.736902578986786,,,,0.6421192150887213,0.7539284520101636,0.7404481197468518,0.6706329433542398,1.0716031926027136,1.2253696942993388,1.2727370208276751,1.233778454600268,2.2348418963151917,2.2527357271565047,2.306445614355584,2.485346547084254,133.83333333333334,145.77777777777777,141.94444444444446,136.5
FR000142,0.12219327136821101,-0.01740320744402868,0.8014566416963302,0.6792633703281192,0.8188598491403589,0.804882673955178,0.4821920226315659,0.8295173952878608,0.6181879444170277,0.6078760932780926,0.4907008220442154,0.607149262381772,1.701081378030953,1.6259509087674298,1.5650697787454768,1.6195932790879666,2.1363079945665095,2.777807737466297,3.2205008482192268,2.6123160623797603,134.65384615384616,130.69230769230768,125.3076923076923,132.73076923076923
