basin,nse,nse_rg,nse_r1,nse_c1,nse_g1,nse_bfi_r1,nse_bfi_c1,nse_bfi_g1,bfi_obs,bfi_r1,bfi_c1,bfi_g1,qmean_obs,qmean_r1,qmean_c1,qmean_g1,slope_obs,slope_r1,slope_c1,slope_g1,hfd_obs,hfd_r1,hfd_c1,hfd_g1
LU000018,0.2371933922907098,-0.08668258620087244,0.660659345869935,0.42346595357922523,0.7473419320708075,,,,0.5491332552226622,0.6617929724715524,0.7753252280586085,0.567322412311398,0.8958442072655957,0.8470836363062088,0.8401819261642907,0.8211144646490494,2.305894875074405,2.218576902041893,2.110133145059917,2.176408328301655,127.38461538461539,143.53846153846155,153.76923076923077,133.46153846153845
LU000010,0.18934751553464224,-0.07779928320804419,0.7265917064654416,0.5372441909307993,0.8043909896734858,,,,0.6187599923498417,0.6604054420230514,0.756014133553211,0.5632943065430166,0.9264638449166221,0.9516924421059568,0.9451163803317918,0.9232601100979603,1.430666764097312,2.3123954465655014,2.167324059018515,2.2188436045968976,130.6153846153846,140.84615384615384,149.76923076923077,131.53846153846155
LU000001,-0.008920852675241786,0.07176458427967192,0.8648743898886804,0.8737952425639222,0.7931098056090085,,,,0.5468503966298911,0.5551537426388427,0.5656152841091828,0.6720222935579485,1.192096235012109,1.324760400432136,1.2434605154836695,1.2470388115741926,3.860265270934023,2.914122377083013,2.900713370498329,2.5127054018548995,121.61538461538461,127.84615384615384,127.07692307692308,136.84615384615384
DERP2028,0.07456284795128743,-0.0911312298295962,0.6932432184347281,0.6186803704834407,0.7843744482643243,0.6024893481449194,0.5567073483390785,0.7812981418460786,0.5912286564625354,0.7260911311041369,0.7603540111572815,0.676982511993256,1.076659242459983,1.019502131845456,0.9986618864451774,0.9961849445010882,2.249832566632805,2.412966273398683,2.2842189286548105,2.5111243098360077,131.46153846153845,148.34615384615384,152.23076923076923,140.84615384615384
FR000183,-0.05192867525534528,0.013288006873747094,0.3823982471610734,0.4343269224164187,0.3691102402873263,,,,0.7263461280996635,0.6999776061136387,0.7113669782405796,0.653442040246829,1.3587597394179618,1.1751761508230616,1.1475007935237542,1.1490399190445517,2.2048638196473735,2.437617671685388,2.294854094746002,2.5992895146773454,147.25,142.625,145.04166666666666,137.75
DERP2008,0.016264614105201747,-0.012102911184836307,0.7695828878658822,0.7533182737606805,0.7816857990507186,0.7898359891555466,0.7414817172893622,0.6272588724881321,0.4632010969159292,0.5469395354860259,0.6073923347663637,0.5754475984242995,1.0472986121931485,1.0508131500069497,1.0291473165270444,1.0102280046861345,3.555971392328444,3.073218937056165,2.82390758174814,2.1834592879534425,120.88461538461539,132.8846153846154,133.57692307692307,136.19230769230768
FR000137,-0.008954385231278672,-0.013340182313965943,0.7738681454984718,0.7828225307297505,0.7872083278124378,,,,0.5079481042588097,0.5896730443209685,0.588509908902795,0.5643348492907292,0.9956666274344927,1.0113331877081455,1.0101400270268173,0.9994815437002349,2.9663314793754534,2.2708451132072827,2.3382242998071314,2.3271459408549604,124.30434782608695,134.52173913043478,133.7826086956522,133.0
FR003294,-0.0065001913689017865,-0.01052301573098191,0.6821346206569932,0.6886348120258949,0.6926576363879751,,,,0.5169186781536074,0.5725252145820172,0.5718295336449297,0.5687751850036985,0.9148306708232089,0.8008583752810081,0.8073343362953411,0.7969798716110362,2.5154940473730383,2.2577910455083865,2.2870976970877797,2.2390895279363763,129.0952380952381,136.52380952380952,135.66666666666666,136.0
FR000185,-0.01632751488360995,-0.07023946468761466,0.3600073053879649,0.37633482027157483,0.43024677007557954,,,,0.5417133374177967,0.7205133377986259,0.7312633492879546,0.6615283339888948,0.7993524710435663,1.220061027465513,1.1926994364498869,1.2019970410864016,3.2063018307440525,2.439451913465791,2.2489763170548893,2.607744331494729,145.27777777777777,151.0,151.77777777777777,145.22222222222223
FR000154,-0.011436994405222611,-0.011614449609786082,0.77962952403831,0.7910665184435326,0.7912439736480961,,,,0.5431762661877202,0.5930737442872194,0.6011011933721232,0.5839634359625444,0.8637251282104524,0.7264816445350535,0.7347691307885125,0.7245488453283391,1.9657436908760961,2.2947757967966225,2.289190601012022,2.285249580234183,130.75,135.66666666666666,135.08333333333334,134.625
FR003307,0.0061623215726397396,0.0017574451004866987,0.7910910151897134,0.7849286936170736,0.7893335700892267,,,,0.48802860347278665,0.5923660668882935,0.6125056100360619,0.5794973484561,0.7842232990660046,0.6856926162944408,0.6956494199095822,0.6846702601090474,3.3929812296089343,2.188304395810119,2.168312379501715,2.1961301205955834,122.36,134.52,134.8,133.36
FR003256,0.02452032784491598,-0.023025725216064052,0.75414098819837,0.7296206603534541,0.7771667134144341,,,,0.5234492103005389,0.6491743366741088,0.6771846211324792,0.6296298464925361,0.9943526845625006,0.9400427290718713,0.9285120393604361,0.9243390257214226,2.3787419853905885,2.301787378894278,2.247001611962212,2.435066909612977,128.3125,138.6875,141.5625,135.875
