basin,nse,nse_rg,nse_r1,nse_c1,nse_g1,nse_bfi_r1,nse_bfi_c1,nse_bfi_g1,bfi_obs,bfi_r1,bfi_c1,bfi_g1,qmean_obs,qmean_r1,qmean_c1,qmean_g1,slope_obs,slope_r1,slope_c1,slope_g1,hfd_obs,hfd_r1,hfd_c1,hfd_g1
LU000018,0.40730536604608314,0.005514638210304401,0.6882472396083915,0.2809418735623084,0.6827326013980871,,,,0.5491332552226622,0.6442131153521503,0.878061813489114,0.5024542235611058,0.8958442072655957,0.7394075188065984,0.726429949743453,0.7501157205451268,2.305894875074405,2.024611974445447,0.9636613930982658,2.7080065970772322,127.38461538461539,141.76923076923077,172.30769230769232,128.92307692307693
LU000010,0.2741393142368296,0.07683563485839529,0.7791741428358863,0.5050348285990567,0.702338507977491,,,,0.6187599923498417,0.6515314381810163,0.8450495617118123,0.49858021788561196,0.9264638449166221,0.8366217027016021,0.8306429169449269,0.8449552801934933,1.430666764097312,2.0912161552561455,1.0283200327617277,2.7534776690564153,130.6153846153846,141.6153846153846,166.15384615384616,128.0
LU000001,-0.011858901154780943,0.39865091119461493,0.8690628984179449,0.8809217995727259,0.47041198722333,,,,0.5468503966298911,0.5614208639758621,0.5574842690465732,0.8095802825585555,1.192096235012109,1.1360056353071148,1.1569736026660178,1.119992085562071,3.860265270934023,2.9431378076030095,3.282168742563575,1.994819264064937,121.61538461538461,127.84615384615384,125.76923076923077,158.76923076923077
DERP2028,0.10597517237413479,-0.10379127200722682,0.5581335650936526,0.45215839271951785,0.6619248371008795,0.48522508834407563,0.37601467962723234,0.6790331338198206,0.5912286564625354,0.814364509345932,0.8428476490284633,0.7698577730629524,1.076659242459983,0.921755565793373,0.8994591294295886,0.9143367727770875,2.249832566632805,1.6467412611895609,1.1903623701602963,1.8611887580322646,131.46153846153845,161.5,167.03846153846155,153.96153846153845
FR000183,0.051818629771718805,-0.0005558281471047533,0.4344517656110092,0.3826331358392904,0.43500759375811393,,,,0.7263461280996635,0.7496023689249384,0.7373195054692768,0.7227992761475875,1.3587597394179618,1.046295987988543,1.046163503720557,1.041658655099582,2.2048638196473735,1.8327219757811597,1.5863642425577005,2.111651334230544,147.25,152.20833333333334,151.25,146.83333333333334
DERP2008,0.033852402027025996,-0.04785462313111466,0.7638725147573855,0.7300201127303595,0.8117271378885001,0.8010439211866187,0.7460693678085535,0.8035597853875204,0.4632010969159292,0.5964211734571425,0.6174551355482075,0.513498572165869,1.0472986121931485,0.9540859154614079,0.9459205060540521,0.9383871950110925,3.555971392328444,2.7840333044215844,2.6733524474911112,2.7509993100796537,120.88461538461539,132.46153846153845,134.19230769230768,132.84615384615384
FR000137,0.004031536544568115,0.018835149657571826,0.7819127289055974,0.7778811923610293,0.7630775792480256,,,,0.5079481042588097,0.5051579442147995,0.5229617352862045,0.5028486636989066,0.9956666274344927,0.9251840306157512,0.9351996120289321,0.93197606767505,2.9663314793754534,2.9322157956896566,2.803001408530351,2.8668468958023965,124.30434782608695,129.08695652173913,130.08695652173913,129.6086956521739
FR003294,-0.015301393545534614,-0.008464194923282875,0.6434360764742475,0.6587374700197821,0.6519002713975304,,,,0.5169186781536074,0.47251505091013296,0.49197302748947325,0.5084007426090799,0.9148306708232089,0.7371673300947054,0.7453320109900136,0.7494723138152972,2.5154940473730383,3.119413365413719,3.1109445651231167,2.7953985297538857,129.0952380952381,128.04761904761904,130.9047619047619,131.52380952380952
FR000185,-0.009723517081389521,-0.08795406221067326,0.34383807724280435,0.3535615943241939,0.4317921394534776,,,,0.5417133374177967,0.7923919289396838,0.7751444353015784,0.7483460004632067,0.7993524710435663,1.0844085779822648,1.067034174084208,1.0811343812340093,3.2063018307440525,1.616413483868799,1.4740419235374043,1.9496161736487214,145.27777777777777,162.11111111111111,159.22222222222223,154.16666666666666
FR000154,-0.0190531994042461,-0.014059024754985106,0.7298949864160321,0.7489481858202782,0.7439540111710172,,,,0.5431762661877202,0.5007536952664996,0.5332481687296023,0.5275881601163934,0.8637251282104524,0.673537032475505,0.6798169385174632,0.6873232506374842,1.9657436908760961,3.0732750477835222,2.829873600881771,2.8085001135496857,130.75,128.58333333333334,130.41666666666666,130.54166666666666
