basin,nse,nse_rg,nse_nogeo,nse_bfi_nogeo,bfi_obs,bfi_nogeo,qmean_obs,qmean_nogeo,slope_obs,slope_nogeo,hfd_obs,hfd_nogeo
LU000018,0.0,0.0,0.702541221490438,,0.5491332552226622,0.6321757600447321,0.8958442072655957,0.8132234398711272,2.305894875074405,1.912361805782066,127.38461538461539,131.76923076923077
LU000010,0.0,0.0,0.7922340811469977,,0.6187599923498417,0.6265827070600296,0.9264638449166221,0.9178453801434925,1.430666764097312,1.9262210865208302,130.6153846153846,130.46153846153845
LU000001,0.0,0.0,0.834432451007368,,0.5468503966298911,0.622570953059244,1.192096235012109,1.2205138536780762,3.860265270934023,1.777893310737197,121.61538461538461,131.92307692307693
DERP2028,0.0,0.0,0.8672264332385722,0.888153022553738,0.5912286564625354,0.6242855751081868,1.076659242459983,0.9882023170980743,2.249832566632805,2.0404045956951236,131.46153846153845,134.8846153846154
FR000183,0.0,0.0,0.3171176121474931,,0.7263461280996635,0.617420809315828,1.3587597394179618,1.138706651881485,2.2048638196473735,2.1297254732358795,147.25,134.45833333333334
DERP2008,0.0,0.0,0.7717596745901716,0.5811733955477593,0.4632010969159292,0.6275942304299852,1.0472986121931485,1.0172836884780818,3.555971392328444,2.078994397639698,120.88461538461539,134.30769230769232
FR000137,0.0,0.0,0.7815619673237012,,0.5079481042588097,0.6188362356579165,0.9956666274344927,0.9967463915840717,2.9663314793754534,2.2871598973328133,124.30434782608695,131.7826086956522
FR003294,0.0,0.0,0.677364609936566,,0.5169186781536074,0.6235771081713157,0.9148306708232089,0.7928169467208355,2.5154940473730383,2.274769916334402,129.0952380952381,134.33333333333334
FR000185,0.0,0.0,0.4015562971375586,,0.5417133374177967,0.6087491667489305,0.7993524710435663,1.1904117753000254,3.2063018307440525,2.1982916570463655,145.27777777777777,141.16666666666666
FR000154,0.0,0.0,0.7753108027335761,,0.5431762661877202,0.6358714561051017,0.8637251282104524,0.7150144578467101,1.9657436908760961,2.2749044553036932,130.75,133.625
FR003307,0.0,0.0,0.8048107333003347,,0.48802860347278665,0.6338030765428321,0.7842232990660046,0.6744005301990772,3.3929812296089343,2.1552148022211233,122.36,132.76
FR003256,0.0,0.0,0.7995551384286148,,0.5234492103005389,0.6246182226597072,0.9943526845625006,0.9166658708732394,2.3787419853905885,2.1954919317072106,128.3125,132.3125
DERP2004,0.0,0.0,0.8243240647508004,0.5772434191560727,0.5001961046867561,0.6281254814787223,1.2123051432798406,1.2876890335740532,3.0978596160693375,2.013793131563882,125.73076923076923,134.92307692307693
FR003252,0.0,0.0,0.7531279178524878,,0.6693441995521313,0.5998617709389236,1.683498334877289,1.7140114791794099,2.0874403893284983,2.2049363992200814,149.33333333333334,137.91666666666666
FR003302,0.0,0.0,0.8598292506158092,,0.5461876410176256,0.6288866201899859,0.8495899649369768,0.8885448740233035,2.4046815359867963,2.2026321145622547,131.33333333333334,133.79166666666666
FR003249,0.0,0.0,0.8909573548648817,,0.5796744249010707,0.6111598284664342,1.57132401475247,1.5855648052904587,2.7292696550983586,2.126138221605583,128.30769230769232,131.07692307692307
LU000006,0.0,0.0,0.8955951848073394,,0.572308467363715,0.6376961113216125,0.9586417313463302,0.9021539694544543,2.4141306296435143,1.8715555802652926,127.46153846153847,132.76923076923077
LU000007,0.0,0.0,0.8209153323336394,,0.5820376371289808,0.63528427040781,0.8377600275319108,0.8043071403070429,2.179298871547911,1.9511845010377311,135.30769230769232,132.30769230769232
LU000014,0.0,0.0,0.7771269200473983,,0.5910754818827649,0.6342028339623433,0.806441904065329,0.7861466557879709,1.7501577598896076,1.9287650977577446,134.30769230769232,132.07692307692307
LU000008,0.0,0.0,0.6838898687041076,,0.5007259510922724,0.6250981731734283,1.1407084448892786,1.1596397288665543,4.088001988594442,1.7778375904165868,119.61538461538461,132.76923076923077
LU000005,0.0,0.0,0.828995841033989,,0.5131519601965012,0.6337053510717919,1.216878753629151,1.2531282762184381,3.044633207499545,1.8151317424330817,124.53846153846153,133.92307692307693
BEWA0106,0.0,0.0,0.7579441021786384,,0.4968046967832148,0.6307997653686073,1.157128320430866,1.079471548594996,4.0636305642567105,2.11512496403021,127.0,136.6086956521739
FR003280,0.0,0.0,0.607371955809985,,0.6641526137715094,0.608484647341343,1.2547971041714252,0.9738381295400208,3.012885676799598,2.0661903837317084,139.57692307692307,131.80769230769232
DERP2017,0.0,0.0,0.8715136567206347,0.8254619607032059,0.6040660981781378,0.6125716216523872,1.323952539769067,1.1606144170322552,2.6920265731938446,2.0501253821132828,133.5,132.0
DERP2031,0.0,0.0,0.8444171060208108,0.765389317443128,0.589492155815281,0.6107028599789862,1.1105974049514904,1.1595672068546135,3.0308423381768783,2.0569247275636724,133.8846153846154,132.1153846153846
FR000125,0.0,0.0,0.821937234490196,,0.5023047759426577,0.5766826670616639,3.519459023368721,3.0891077198652717,2.7963068203600563,1.9372003782195646,125.91304347826087,132.2173913043478
DERP2018,0.0,0.0,0.8628393485323618,0.7567709019517768,0.5762481641776137,0.6133959307554289,1.024572454928391,1.1435746626346748,2.8786026835903322,2.0537214106445747,132.46153846153845,132.07692307692307
DERP2022,0.0,0.0,0.8743490423770831,0.893607488126961,0.560257812862486,0.628120622965229,1.3282642136993508,1.153906337567296,2.16063169738943,2.0499629833392987,129.8846153846154,136.57692307692307
DERP2033,0.0,0.0,0.858853789823438,0.8276631681534607,0.513752790574686,0.6321085729639023,0.8456727379502524,0.8027192426762165,2.638083649959376,2.125567639445963,127.96153846153847,135.8846153846154
FR003261,0.0,0.0,0.7587409323640483,0.6610439837493596,0.6059598129957963,0.6212607963770631,0.9507015985441356,1.1870835311025978,2.220164395451184,2.247414780773957,133.46153846153845,132.07692307692307
FR003295,0.0,0.0,0.7715472352610362,,0.5769152417053487,0.6244558139515874,0.874862179138891,1.009984584797193,1.8349622379426132,2.1684568635649843,134.52,133.84
