basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp
LU000018,0.22165298224320495,0.16556789393487192,0.7219299578185023,0.5002769755752974,0.5563620638836304,,,,0.5491332552226622,0.6220900463956078,0.7856024764612285,0.4706902251840567,0.8958442072655957,0.7919026795074042,0.7968844540883792,0.7815100185280052,2.305894875074405,2.115983401361506,1.5866937508327477,3.9057564387727837,127.38461538461539,133.6153846153846,155.46153846153845,126.0
LU000010,0.13956810943914,0.345135191849274,0.8050328188534307,0.6654647094142907,0.4598976270041567,,,,0.6187599923498417,0.6278269824142726,0.7619083712672409,0.46780703478084246,0.9264638449166221,0.8943208962799204,0.8969358967724019,0.883530660972878,1.430666764097312,2.098101954479386,1.6006003542586575,3.998507181057655,130.6153846153846,132.6153846153846,150.6153846153846,124.38461538461539
LU000001,0.024489371575552976,0.26971781562144703,0.8785818193385555,0.8540924477630025,0.6088640037171085,,,,0.5468503966298911,0.5094924541388931,0.46776114662275536,0.7901128674403092,1.192096235012109,1.2037183867674848,1.199828681600642,1.1874917362666808,3.860265270934023,3.8206322102504373,3.8523539079546008,1.1379975259578183,121.61538461538461,122.6923076923077,120.6923076923077,150.3846153846154
DERP2028,0.06283705085432989,-0.04372574711637345,0.7467760436548045,0.6839389928004747,0.790501790771178,0.7723593963024324,0.619551093921045,0.7976350854683076,0.5912286564625354,0.7531033285271549,0.7807218919738743,0.7095702754898077,1.076659242459983,0.9389558404345069,0.9507891685168776,0.964650384578787,2.249832566632805,1.5489668122527338,1.445757534828769,1.8749947663958626,131.46153846153845,146.1153846153846,153.80769230769232,144.23076923076923
FR000183,0.017422855388485203,0.0034654776458294956,0.41718621186787785,0.39976335647939265,0.41372073422204836,,,,0.7263461280996635,0.7022043978655889,0.6981542131306283,0.6781704839347666,1.3587597394179618,1.0853738169620968,1.0795612698686687,1.108906315790738,2.2048638196473735,1.8076320356391522,1.833255515171979,2.1076566223890287,147.25,141.0,142.25,140.08333333333334
DERP2008,-0.007860108573505165,0.031130368721327017,0.836612616225847,0.8444727247993522,0.80548224750452,0.876582027579905,0.8800235535689348,0.7911931605134641,0.4632010969159292,0.517422738651345,0.5173863252865043,0.5383148703583602,1.0472986121931485,0.9889066568826668,0.984066927945114,0.9868385923449883,3.555971392328444,3.8518294065801153,3.54446438986287,3.013498664230925,120.88461538461539,127.57692307692308,127.73076923076923,131.76923076923077
FR000137,0.004833802997011305,0.04301725374020815,0.8245775224447621,0.8197437194477508,0.781560268704554,,,,0.5079481042588097,0.5199059146358179,0.5240876840582618,0.5249778452689019,0.9956666274344927,0.9684198273072234,0.9198826422216771,0.9772503701417482,2.9663314793754534,3.038942935209656,3.093822130109672,3.1816305200425825,124.30434782608695,126.8695652173913,125.52173913043478,128.1304347826087
FR003294,0.01864850376362226,0.0017593982339092484,0.6956734711999741,0.6770249674363519,0.6939140729660649,,,,0.5169186781536074,0.49744050061709927,0.5004253487844107,0.5244075592156553,0.9148306708232089,0.7655952132452634,0.722883638761455,0.7792546302935087,2.5154940473730383,3.2302300792774323,3.3256058270624833,3.2661312916782395,129.0952380952381,128.0952380952381,127.14285714285714,130.85714285714286
FR000185,0.015695600757601458,-0.005265936631270618,0.41053927081371755,0.3948436700561161,0.41580520744498817,,,,0.5417133374177967,0.7343873970269035,0.7314664792354482,0.6894761109477712,0.7993524710435663,1.112483126690427,1.1231341609366752,1.1561267974500666,3.2063018307440525,1.6321871435778603,1.6648917622807318,1.9857429280366865,145.27777777777777,149.16666666666666,150.61111111111111,146.72222222222223
FR000154,0.01647256042892098,0.025527421812069795,0.7468389872277044,0.7303664267987834,0.7213115654156346,,,,0.5431762661877202,0.5178539460854538,0.5336319962117021,0.5362341179304884,0.8637251282104524,0.6896267403675699,0.6547433010315037,0.707498259760196,1.9657436908760961,3.179046328412679,3.162565314417201,3.2260201220344804,130.75,127.95833333333333,127.20833333333333,129.25
FR003307,0.007852793263645519,0.03675147445710969,0.846616673671667,0.8387638804080215,0.8098651992145574,,,,0.48802860347278665,0.5178157041942423,0.5497021788611783,0.5320065996241193,0.7842232990660046,0.6504420659343148,0.6205187987184535,0.6696597781043112,3.3929812296089343,3.033168274180724,2.8373364344348704,3.168799388158912,122.36,127.52,127.32,128.44
FR003256,0.03330272496053632,0.013297611766898587,0.8137987634769223,0.7804960385163859,0.8005011517100237,,,,0.5234492103005389,0.6068807084815562,0.6459683045087559,0.6136163589369699,0.9943526845625006,0.880886463562447,0.8599150426994026,0.8892983956325745,2.3787419853905885,2.3198409993852156,2.090424128855402,2.5354937234079493,128.3125,132.5625,136.25,133.3125
DERP2004,0.0036956045579642494,0.13098106953845412,0.8869373544927113,0.883241749934747,0.7559562849542572,0.8741179707255686,0.8767592427838874,0.49339178422707786,0.5001961046867561,0.5231279811493529,0.4989232594995002,0.6894633646262307,1.2123051432798406,1.2587912971551098,1.2510120093024382,1.2420178042210361,3.0978596160693375,3.498840720468638,3.6035808079063614,1.9511511318968413,125.73076923076923,128.15384615384616,127.0,142.3846153846154
FR003252,0.16861623328177622,0.009188236821021434,0.7984301462718464,0.6298139129900702,0.789241909450825,,,,0.6693441995521313,0.6321149813552869,0.5409700878435946,0.6578484100327272,1.683498334877289,1.6371303341017878,1.6600602496470271,1.633392326491207,2.0874403893284983,2.3787533586078355,2.856944467723586,2.2258332064057242,149.33333333333334,138.58333333333334,132.33333333333334,142.66666666666666
FR003302,0.0013198537186784876,0.03691225746784865,0.8863776092140998,0.8850577554954213,0.8494653517462512,,,,0.5461876410176256,0.5822210688108933,0.5836373475851017,0.5890956600932249,0.8495899649369768,0.8560621911997037,0.8243501520767264,0.8686834515181219,2.4046815359867963,2.5251843188521406,2.5493862227456403,2.82610945340884,131.33333333333334,132.25,131.375,132.875
FR003249,0.015020354434300831,0.024326491707182374,0.9146388468660706,0.8996184924317697,0.8903123551588882,,,,0.5796744249010707,0.5704960448840466,0.5451201602967625,0.6223824503731572,1.57132401475247,1.5445321827923768,1.511434173748535,1.5411206852443715,2.7292696550983586,2.771839581141354,2.7868986711355137,2.543699905719806,128.30769230769232,127.23076923076923,126.11538461538461,132.65384615384616
FR000144,0.2300011953696407,0.16329675148851897,0.20956359982801598,-0.02043759554162472,0.04626684833949701,,,,0.6872353910753508,0.7741469766260509,0.6925412540483676,0.7251920682137278,1.444598096445125,1.1822457652224976,1.2083823116383814,1.215092379668359,2.1998091011604126,1.4411684584793438,1.9381033156697647,1.8050515749352194,173.23809523809524,147.8095238095238,140.61904761904762,144.0952380952381
