basin,nse,nse_rg,nse_nogeo,nse_bfi_nogeo,bfi_obs,bfi_nogeo,qmean_obs,qmean_nogeo,slope_obs,slope_nogeo,hfd_obs,hfd_nogeo
LU000018,0.0,0.0,0.6475289622880274,,0.5491332552226622,0.6444227641223326,0.8958442072655957,0.82247985345079,2.305894875074405,2.090578694749753,127.38461538461539,135.23076923076923
LU000010,0.0,0.0,0.7299807189653579,,0.6187599923498417,0.6380998017419954,0.9264638449166221,0.9273036614807693,1.430666764097312,2.151730182620716,130.6153846153846,133.15384615384616
LU000001,0.0,0.0,0.8479371658949718,,0.5468503966298911,0.6343931996565711,1.192096235012109,1.2374218459242994,3.860265270934023,1.9332971818104623,121.61538461538461,135.07692307692307
DERP2028,0.0,0.0,0.8502787168146014,0.8764268506528723,0.5912286564625354,0.6418851256003736,1.076659242459983,1.0036638222141177,2.249832566632805,2.1224561942395153,131.46153846153845,137.15384615384616
FR000183,0.0,0.0,0.3492008861965512,,0.7263461280996635,0.6353881740236655,1.3587597394179618,1.160525801391333,2.2048638196473735,2.2306916907082974,147.25,136.54166666666666
DERP2008,0.0,0.0,0.7478714186417006,0.5463291349146697,0.4632010969159292,0.6449735207554459,1.0472986121931485,1.0344514429755383,3.555971392328444,2.137982268162764,120.88461538461539,136.26923076923077
FR000137,0.0,0.0,0.7575574285744263,,0.5079481042588097,0.6374644404965293,0.9956666274344927,1.0126768502258752,2.9663314793754534,2.359707701344233,124.30434782608695,133.52173913043478
FR003294,0.0,0.0,0.649478498436698,,0.5169186781536074,0.6412767615563,0.9148306708232089,0.8034110724748049,2.5154940473730383,2.3617938351985166,129.0952380952381,137.0952380952381
FR000185,0.0,0.0,0.3918793776457531,,0.5417133374177967,0.6291997954351465,0.7993524710435663,1.2160533586972242,3.2063018307440525,2.2434095412007515,145.27777777777777,143.16666666666666
FR000154,0.0,0.0,0.7403722918379165,,0.5431762661877202,0.6529720717927775,0.8637251282104524,0.7220220406166007,1.9657436908760961,2.378003172369675,130.75,136.625
FR003307,0.0,0.0,0.789035789195777,,0.48802860347278665,0.6518705375415835,0.7842232990660046,0.6800315607141129,3.3929812296089343,2.236523205741319,122.36,135.92
FR003256,0.0,0.0,0.7739497464685668,,0.5234492103005389,0.6405513650779929,0.9943526845625006,0.9325291144960327,2.3787419853905885,2.298522210819444,128.3125,134.3125
DERP2004,0.0,0.0,0.8111953091882058,0.5352815147221396,0.5001961046867561,0.6467166178028564,1.2123051432798406,1.314391827625336,3.0978596160693375,2.0375150327065907,125.73076923076923,136.73076923076923
FR003252,0.0,0.0,0.7865435045950275,,0.6693441995521313,0.6182077500554117,1.683498334877289,1.751575539734092,2.0874403893284983,2.2336555375724836,149.33333333333334,139.16666666666666
FR003302,0.0,0.0,0.8366268436023003,,0.5461876410176256,0.6466869679066678,0.8495899649369768,0.9016498712997519,2.4046815359867963,2.312069177988534,131.33333333333334,136.33333333333334
FR003249,0.0,0.0,0.8994434587039692,,0.5796744249010707,0.6291498550202491,1.57132401475247,1.6161582664882888,2.7292696550983586,2.1326191128183303,128.30769230769232,132.42307692307693
FR000144,0.0,0.0,-0.20031924363845266,,0.6872353910753508,0.6360228730135962,1.444598096445125,1.2747066617619538,2.1998091011604126,2.1867848295993073,173.23809523809524,136.47619047619048
LU000006,0.0,0.0,0.88356456359513,,0.572308467363715,0.6497078572702814,0.9586417313463302,0.91432799515583,2.4141306296435143,2.065659017448813,127.46153846153847,136.15384615384616
LU000007,0.0,0.0,0.7859103367740876,,0.5820376371289808,0.6475610489138578,0.8377600275319108,0.8138761559781064,2.179298871547911,2.1417571318362536,135.30769230769232,135.84615384615384
LU000014,0.0,0.0,0.7177680979994742,,0.5910754818827649,0.6466428888439838,0.806441904065329,0.795583730787232,1.7501577598896076,2.132514770050089,134.30769230769232,135.84615384615384
DERP2006,0.0,0.0,0.7516669503534776,0.5554183522762304,0.43962157636394383,0.6399669628729294,1.4772328390901432,1.3533806257058012,4.017057443002232,2.038043828057997,122.23076923076923,136.8846153846154
FR000124,0.0,0.0,0.7802933536649588,,0.4742586446981948,0.5799816109976906,3.9161042905995633,3.4171932949482207,3.0970781483971495,1.9769006460203606,118.71428571428571,132.0
BEWA0067,0.0,0.0,0.7559230123731164,,0.44687806121952867,0.6451404413363723,1.5219266002304095,1.5178278631433966,3.527883532917868,1.9120280705572583,123.4375,138.0625
FR000169,0.0,0.0,0.7292235128280491,,0.5816472690192767,0.6532582994048569,0.7066709652720817,0.6669082466139141,1.8911673540319904,2.2156999485663813,132.52631578947367,139.0
DERP2029,0.0,0.0,0.858261029579719,0.7773798647241927,0.5770721236525367,0.6453386765021601,0.8128997419966302,0.9025719861109931,2.202408139605328,2.146748399201236,132.07692307692307,137.30769230769232
FR000153,0.0,0.0,0.6876195608729536,,0.6421192150887213,0.6383614152117254,1.0716031926027136,1.3218256919445281,2.2348418963151917,2.243722475512363,133.83333333333334,131.5
