nse,nse_rg,nse_r1,nse_c1,nse_g1,nse_bfi_r1,nse_bfi_c1,nse_bfi_g1,bfi_obs,bfi_r1,bfi_c1,bfi_g1,qmean_obs,qmean_r1,qmean_c1,qmean_g1,slope_obs,slope_r1,slope_c1,slope_g1,hfd_obs,hfd_r1,hfd_c1,hfd_g1
0.3005592200157795,0.08491640356962926,0.7380254241762831,0.43746620416050364,0.6531090206066539,,,,0.5491332552226622,0.6136660408621376,0.7943324480716645,0.4711513374263065,0.8958442072655957,0.8347822861972228,0.8371424974521613,0.8222543304344724,2.305894875074405,2.260236456740433,1.784809642499189,3.2002908196685382,127.38461538461539,137.6153846153846,154.92307692307693,124.38461538461539
0.21703161558436235,0.1895998561839385,0.789002431469932,0.5719708158855696,0.5994025752859935,,,,0.6187599923498417,0.6212258362593219,0.7698424423817745,0.47026332820980093,0.9264638449166221,0.9377049367563407,0.9392585906998714,0.9252201365663931,1.430666764097312,2.3498277825089056,1.9151463753103237,3.1993371363422036,130.6153846153846,136.76923076923077,150.76923076923077,123.3076923076923
0.009746880537741753,0.778543511723153,0.8661029786303248,0.8563560980925831,0.08755946690717187,,,,0.5468503966298911,0.5458786009202551,0.5504150535537272,0.922859602821113,1.192096235012109,1.2283461835682457,1.218727039189111,1.154883090938782,3.860265270934023,2.942505291835251,2.7963170016876027,0.846199887805304,121.61538461538461,125.84615384615384,126.6923076923077,180.69230769230768
0.1238048540093375,0.02945892116648663,0.6656756455273931,0.5418707915180556,0.6362167243609065,0.5918259225948583,0.4100108093035888,0.4933774855968468,0.5912286564625354,0.7663885060330753,0.8073533607319076,0.7860395662245965,1.076659242459983,0.9977843575597992,0.9952914374862398,0.9654227117369492,2.249832566632805,2.05404204233939,1.838454202562269,1.2609804411123358,131.46153846153845,152.80769230769232,158.84615384615384,157.76923076923077
-0.021772817809529887,0.06057262977003419,0.44127311084414345,0.46304592865367333,0.38070048107410925,,,,0.7263461280996635,0.7125310283727249,0.7296629515636281,0.7335876320330436,1.3587597394179618,1.1374591792164979,1.130229476628102,1.1141728927035421,2.2048638196473735,2.247309260249424,2.022927639836088,1.6600535234725968,147.25,145.54166666666666,148.125,148.58333333333334
0.008524957484123408,-0.045998129619146844,0.786433499643335,0.7779085421592116,0.8324316292624818,0.8059925135946799,0.7881983424813508,0.8260637187460015,0.4632010969159292,0.5747061741979742,0.5867041474930259,0.49469448583319864,1.0472986121931485,1.0303442635082363,1.028603924307261,1.0143202476359559,3.555971392328444,2.907827494591073,2.8823595704692813,2.9682410737019893,120.88461538461539,131.34615384615384,131.30769230769232,129.96153846153845
-0.0006725397948204037,-0.0019883057526480785,0.7958385067841152,0.7965110465789356,0.7978268125367632,,,,0.5079481042588097,0.4919601037413526,0.5503172223809445,0.4818207990291456,0.9956666274344927,1.0019920172892107,1.0086258509187171,1.003580678306817,2.9663314793754534,2.9013199727686314,2.56727153037373,3.1699932178961903,124.30434782608695,129.04347826086956,131.47826086956522,126.21739130434783
-0.015205690935239491,-0.02484250073538463,0.6733825948399018,0.6885882857751413,0.6982250955752864,,,,0.5169186781536074,0.46200548446513334,0.5265203768589961,0.48649121690759706,0.9148306708232089,0.8021440434196666,0.8106856854248682,0.8010028836209259,2.5154940473730383,2.970331317343205,2.566533465354812,3.152714528036279,129.0952380952381,129.66666666666666,132.33333333333334,128.71428571428572
0.03026024424038798,0.036928075599031884,0.36373650650792033,0.33347626226753235,0.32680843090888845,,,,0.5417133374177967,0.7465487107994516,0.7674949190258239,0.757289277582239,0.7993524710435663,1.182727993329612,1.1730754782901749,1.1386427466539457,3.2063018307440525,2.1094014941832424,1.8859702670836802,1.6146804938889288,145.27777777777777,153.61111111111111,157.22222222222223,155.5
-0.02942893006219549,0.004508704769636829,0.7646294931286611,0.7940584231908566,0.7601207883590243,,,,0.5431762661877202,0.48735019824536524,0.559995089574724,0.5025119521355547,0.8637251282104524,0.7340812785456395,0.7397729469433934,0.7306490982332154,1.9657436908760961,2.960046112503601,2.5444140058554474,3.0959069334238154,130.75,128.45833333333334,132.33333333333334,127.08333333333333
-0.000596928252258655,-0.02586547054469346,0.8009696659814708,0.8015665942337294,0.8268351365261642,,,,0.48802860347278665,0.48743743120860356,0.5765985436282084,0.4959343062586866,0.7842232990660046,0.6966869980809273,0.7033776036536236,0.69275858937565,3.3929812296089343,2.8565396341753635,2.3275591635235244,3.046485987904203,122.36,127.36,132.08,125.2
0.05985010717081729,0.03830519473326677,0.7996817817213413,0.739831674550524,0.7613765869880745,,,,0.5234492103005389,0.599152364573879,0.6726083204326585,0.6406123339467114,0.9943526845625006,0.9219476197753887,0.9212081047932363,0.9031847338345287,2.3787419853905885,2.3631311775468653,2.0999680037837734,1.992385622269944,128.3125,136.0625,141.5625,138.125
-0.003616397554905171,0.20661247661760684,0.8322223300749022,0.8358387276298074,0.6256098534572954,0.8155585123658331,0.8362252091222968,0.14644085934269502,0.5001961046867561,0.569002259073444,0.5634535125522873,0.7489065264869182,1.2123051432798406,1.2835410512445118,1.2774196262712951,1.2464194202854124,3.0978596160693375,2.8445529455647947,2.962305720240713,1.4292850930153942,125.73076923076923,132.26923076923077,131.03846153846155,152.30769230769232
0.03988457291099834,-0.01571840852247841,0.7394413634005208,0.6995567904895225,0.7551597719229992,,,,0.6693441995521313,0.6617513656090889,0.5884740086502128,0.6671012792013463,1.683498334877289,1.6811406338045307,1.6843322831656629,1.6354041375198143,2.0874403893284983,2.4470132953972112,2.637282798126267,2.1126467090111998,149.33333333333334,141.83333333333334,137.66666666666666,142.66666666666666
0.005869449600165111,-0.007768999127530152,0.845745268321665,0.8398758187214999,0.8535142674491951,,,,0.5461876410176256,0.569765054795307,0.6154103810783386,0.5854834836958355,0.8495899649369768,0.8955549356059895,0.8989763883680428,0.8872643919540978,2.4046815359867963,2.4698751343331895,2.2644475190572932,2.4219116295835525,131.33333333333334,134.83333333333334,137.33333333333334,133.79166666666666
-0.004471609289277589,-0.0015646888570955975,0.8866454917149402,0.8911171010042178,0.8882101805720358,,,,0.5796744249010707,0.5821866185051321,0.5873335860172968,0.5876887734804692,1.57132401475247,1.5734495668095108,1.5669166759449056,1.5636099285817617,2.7292696550983586,2.67206372019259,2.6165748911326805,2.5289528338872302,128.30769230769232,130.23076923076923,130.80769230769232,129.84615384615384
0.003205674233258793,0.0991728734052234,0.873019525494224,0.8698138512609652,0.7738466520890006,,,,0.572308467363715,0.5729552797208826,0.6120746897842322,0.714704031571876,0.9586417313463302,0.9188490563661672,0.9186429002961299,0.8805617911082961,2.4141306296435143,2.6656518641465343,2.422924720663171,1.4073834374255614,127.46153846153847,131.15384615384616,134.15384615384616,145.92307692307693
0.011050018135575712,0.06374071356065325,0.8445244593004485,0.8334744411648728,0.7807837457397953,,,,0.5820376371289808,0.5536628748814135,0.635697840527078,0.5057404193894074,0.8377600275319108,0.8251463575159621,0.829329328420911,0.8093852141385152,2.179298871547911,2.4840590178410498,2.231769365695799,2.8603997219382875,135.30769230769232,131.92307692307693,138.84615384615384,126.84615384615384
0.0009242282692345505,0.16012300352914477,0.7935441341481082,0.7926199058788737,0.6334211306189634,,,,0.5910754818827649,0.5412514561051525,0.635442018153383,0.47797161391026244,0.806441904065329,0.8079499398488262,0.8126514666078399,0.7949569982233533,1.7501577598896076,2.47327465285712,2.20537146254209,3.150273988020784,134.30769230769232,131.69230769230768,139.15384615384616,124.92307692307692
0.008761297140228885,0.6716605138359264,0.7017107882390727,0.6929494910988439,0.030050274403146338,,,,0.5007259510922724,0.5499426729382725,0.5546501601406512,0.9240319429364748,1.1407084448892786,1.1696264572165695,1.161583408473255,1.0972705446185103,4.088001988594442,2.9472740507037583,2.814564981041373,0.8414435724116425,119.61538461538461,126.23076923076923,127.0,181.23076923076923
0.006351550682255569,0.41304571482624985,0.8518372491369155,0.8454856984546599,0.43879153431066564,,,,0.5131519601965012,0.5651176535036709,0.5655230137426653,0.8390305811882633,1.216878753629151,1.2502839753285366,1.2339005710090092,1.1979424912281733,3.044633207499545,2.753429842511772,2.73445605403516,0.9689636396280684,124.53846153846153,130.3846153846154,130.69230769230768,164.76923076923077
-0.001780836069160685,0.5417464275468189,0.788930045811175,0.7907108818803357,0.2471836182643561,,,,0.4968046967832148,0.5709075701197126,0.5729291896749173,0.8474717323622879,1.157128320430866,1.0858663778053488,1.082368036905254,1.0319284414505678,4.0636305642567105,2.9544240683020524,2.9566596676945505,1.0757269711598216,127.0,133.52173913043478,133.04347826086956,173.08695652173913
-0.1455507153707637,-0.07706863437940736,0.33441504092773466,0.47996575629849836,0.411483675307142,,,,0.6641526137715094,0.4418397437297206,0.5105740101496007,0.469017032641845,1.2547971041714252,0.9787864799610496,0.9926777907394692,0.9793374136057887,3.012885676799598,3.086756365881746,2.553005595324554,3.075577733889977,139.57692307692307,126.23076923076923,129.23076923076923,125.1923076923077
0.03837489836920027,0.1655553110620107,0.8744807736215943,0.836105875252394,0.7089254625595836,0.8747321401428528,0.7677536100696055,0.6184969534424554,0.6040660981781378,0.601046479713437,0.547652368766173,0.7612961628176564,1.323952539769067,1.1663023422330852,1.1694472732631975,1.1333600237109513,2.6920265731938446,2.5714378859271125,3.182701676891349,1.4067641480554458,133.5,132.73076923076923,126.76923076923077,151.92307692307693
0.020460063744169532,0.18832370679943788,0.8574926093724533,0.8370325456282838,0.6691689025730154,0.8798379577840312,0.8602282400020946,0.41484771843203816,0.589492155815281,0.5735010072658334,0.544850186651895,0.7661575717155643,1.1105974049514904,1.168634782029327,1.1693936500752367,1.1325014371721038,3.0308423381768783,2.8206089542939785,3.224701086387834,1.413202848677874,133.8846153846154,130.42307692307693,126.92307692307692,153.0
-0.00665948517891668,-0.006044212434044849,0.8355154616462676,0.8421749468251842,0.8415596740803124,,,,0.5023047759426577,0.49577479580010525,0.48108641961772247,0.5009124424301546,3.519459023368721,3.0180113433671947,2.9932949866479523,3.015019286261104,2.7963068203600563,3.0367369294448694,3.0459405842500202,2.99397420112985,125.91304347826087,126.56521739130434,125.95652173913044,126.3913043478261
0.024183584614345,0.20082392875924482,0.8605894885575927,0.8364059039432477,0.6597655597983478,0.8668182106210695,0.8651325898469764,0.2775955502832611,0.5762481641776137,0.5810450890279718,0.5489669198759672,0.7643431764507772,1.024572454928391,1.1498055976547066,1.1533223805580881,1.116938810402113,2.8786026835903322,2.6528764181805333,3.1911660563925586,1.4045849695618633,132.46153846153845,131.34615384615384,126.84615384615384,152.34615384615384
0.01369615441948735,-0.029993925287209122,0.829629750143405,0.8159335957239177,0.8596236754306141,0.7718353332985132,0.778765694260533,0.7531774638003317,0.560257812862486,0.5862748552716244,0.6038642157938694,0.5351569748946058,1.3282642136993508,1.152283470577943,1.1497482201385159,1.1408680328677034,2.16063169738943,2.6439757205041916,2.575432506163717,2.6259068837027577,129.8846153846154,135.84615384615384,136.53846153846155,133.15384615384616
0.09749161235095571,0.011139170863844305,0.8863260275889748,0.7888344152380191,0.8751868567251305,0.9087316942726805,0.7801459989258261,0.851712933990749,0.513752790574686,0.566305359508485,0.652880859943326,0.6043863200444362,0.8456727379502524,0.8231196688851425,0.8283424813214225,0.8069623945280946,2.638083649959376,2.6767262155830407,2.4674361471972,2.2917259142110447,127.96153846153847,133.6153846153846,138.15384615384616,136.0
0.029718895364118092,-0.05038203195470836,0.7052496008430602,0.6755307054789421,0.7556316327977686,0.3317710942483556,0.23852477489579016,0.5308151179345912,0.6059598129957963,0.7087435541609273,0.7313168357745689,0.6522856581972701,0.9507015985441356,1.187016305848711,1.1837565242800816,1.1699079564910582,2.220164395451184,2.244275314875752,2.0643151306849137,1.9837231528008892,133.46153846153845,142.53846153846155,145.34615384615384,137.8846153846154
0.01742343599069307,0.009786219357994952,0.76132413396418,0.7439006979734869,0.751537914606185,,,,0.5769152417053487,0.6354092591519707,0.6671192679988472,0.6496730842998273,0.874862179138891,1.0124059247784691,1.0119978661664861,0.9983128373387854,1.8349622379426132,2.3319503285501053,2.1523329388491916,2.016971733708164,134.52,138.68,140.92,138.6
