,gauge_name,basin,nse,bfi_obs,bfi_sim,nse_value_bfi,qmean_obs,qmean_sim,slope_obs,slope_sim,hfd_obs,hfd_sim
0,La Meurthe Ã  Fraize,FR003250,0.4936527334150519,0.6808339053044777,0.753082392631985,,2.390766191224803,1.6775629775338412,1.8180162228489514,1.9648932537562362,152.04,149.36
1,A4333010,FR000132,0.6806708925298925,0.6530106635895081,0.6451864188084425,,1.8959382715248034,2.2895954659180866,1.9320525133488922,1.8045318760360343,135.08333333333334,135.79166666666666
2,La Vezouze Ã  BlÃ¢mont et Ã  FrÃ©monville,FR003254,0.5720017339249515,0.7235967013603444,0.690892624300222,,1.2828977644631783,1.068225390466238,1.5714018371761915,1.8829433974306915,148.625,149.5
3,Seffern,DERP2010,0.8211974891982363,0.584766701424946,0.5981339993664896,0.7685239881420098,0.9819733386627639,1.0597398487995187,2.0439832188462397,2.433726517952736,133.42307692307693,134.19230769230768
4,A9832010,FR000201,0.8026075648189315,0.42653072389875984,0.5232697425012207,,0.849581128083009,0.7085855021573416,3.464183661054504,3.484272817829091,114.75,124.29166666666667
5,L'Eichel Ã  Oermingen,FR003300,0.6866370100852062,0.5442717309295414,0.6448523913286837,,0.7941646809114383,0.8240634798457354,2.409833486615015,2.185037109919498,135.0,136.04
6,Le Rupt de Mad Ã  Onville,FR003267,0.6971361139177359,0.6063197103501453,0.5240718552157497,0.6648225928958911,0.6999686070842662,0.7781668162101794,3.154342960852823,3.458480167755079,131.73076923076923,127.26923076923077
7,Althornbach,DERP2014,0.7938059297580726,0.6895695736242748,0.7293502490938684,0.6687072769143312,0.9009074304970512,0.9317973066513707,1.4863795351870033,1.6415958470497387,145.73076923076923,143.46153846153845
8,Pruemzurlay,DERP2007,0.869330891533287,0.5009140812683283,0.5497040114829669,0.8619173699699791,1.1604185383319292,1.0489423212999742,2.915570639402641,2.9244826660874637,124.88461538461539,130.46153846153845
9,La Seille Ã  Nomeny,FR003271,0.7606712221480979,0.5432693168165375,0.5331960807049755,,0.6967928058222851,0.6630512043657353,2.5845648486267065,3.4240523242086915,124.56,126.72
10,La Sarre Ã  Wittring,FR003301,0.8708013056892181,0.5407656464253692,0.5977085934458163,,0.8787422218958316,0.8595834367429965,2.8797385123811385,2.6031191822261146,128.1875,129.6875
11,Bollendorf,DERP2003,0.8424443043975014,0.5593528460977805,0.6824932185715172,0.7525504325793784,1.0457075953185144,0.9939413968773402,2.2855850273480653,1.7926284864160444,126.34615384615384,138.57692307692307
12,BundespegelTrierUp,DEBU1958,0.9037989372452891,0.6102542210133954,0.6333940288294975,0.890819848146369,0.9863047836152153,0.9307691391194175,2.3531175439363525,2.2780857066794167,131.6153846153846,133.03846153846155
13,A9013050,FR000184,0.6394291182376749,0.7607683459067961,0.8079647354210454,,1.3461345641856322,1.2051591821753216,1.439657424216201,1.2522892155218899,152.48,152.52
