,0
high_snow_k,1.4211384396981166
high_unsaturated_Smax,243.74126411500015
high_unsaturated_Ce,1.1876293553913757
high_unsaturated_beta,0.6120655058081572
high_slowhigh_k,0.0005549610533738616
general_snow_k,1.4211384396981166
general_unsaturated_Smax,243.74126411500015
general_unsaturated_Ce,1.1876293553913757
general_unsaturated_beta,0.6120655058081572
general_lowersplitter_splitpar,0.5006191664305669
general_slow_k,0.06015408716815525
general_lag-fun_lag-time,2.3687691894439302
general_fast_k,0.33435727345929056
low_snow_k,1.4211384396981166
low_unsaturated_Smax,243.74126411500015
low_unsaturated_Ce,1.1876293553913757
low_unsaturated_beta,0.6120655058081572
low_fast_k,0.0006606944416750367
