basin_id,lit_fra_Alluvium,lit_fra_Carbonate rocks,lit_fra_Granitoids,lit_fra_Impermeable,lit_fra_Inland water,lit_fra_Limestones,"lit_fra_Limestones, sandstones and gravels","lit_fra_Limestones, sandstones and marls",lit_fra_Magmatic rocks,lit_fra_Massif,lit_fra_Molasses and clays,lit_fra_Plutonic rocks,"lit_fra_Sand, gravel and pebbles",lit_fra_Sands and clays,"lit_fra_Schists, gneisses, granites",lit_fra_Sedimentary rocks,lit_fra_Sediments mesosoics,lit_fra_Shales,lit_dom,tot_area
FR001560,0.0,0.0,33.357,0.0,0.0,0.0,0.0,0.0,0.0,27.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.471,Shales,163.931
FR001561,0.0,0.0,56.741,0.0,0.0,0.0,0.0,0.0,0.0,16.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.18,Granitoids,136.883
FR001562,0.0,0.0,0.0,0.0,0.0,1.329,0.0,0.0,0.0,75.458,0.0,0.0,0.0,0.0,0.0,0.0,23.213,0.0,Massif,100.0
FR001563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Massif,100.0
FR001564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Massif,100.0
FR001565,5.414,0.947,37.999,0.071,0.0,3.763,0.0,0.0,0.0,19.969,8.52,0.0,0.306,0.0,1.335,0.0,7.154,14.523,Granitoids,115.602
FR001566,0.0,9.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Massif,100.0
FR001567,0.0,67.452,0.131,0.0,0.0,0.0,0.0,0.0,0.0,22.383,0.0,0.0,0.0,0.0,0.0,0.0,6.208,3.826,Carbonate rocks,103.978
FR001568,0.0,68.019,0.126,0.0,0.0,0.0,0.0,0.0,0.0,21.41,0.0,0.0,0.0,0.0,0.0,0.0,6.785,3.66,Carbonate rocks,103.799
FR001569,0.604,55.172,0.089,0.0,0.0,17.835,0.0,0.0,0.0,15.136,0.0,0.0,0.0,0.0,0.0,0.0,8.577,2.587,Carbonate rocks,102.656
FR001570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Massif,100.0
FR001571,0.0,0.0,0.0,0.0,0.0,35.276,0.0,0.0,0.0,34.376,14.711,0.0,0.0,0.0,0.0,0.0,15.638,0.0,Limestones,100.0
FR001572,0.0,0.0,0.0,0.0,0.0,35.276,0.0,0.0,0.0,34.376,14.711,0.0,0.0,0.0,0.0,0.0,15.638,0.0,Limestones,100.0
FR001573,0.0,0.0,0.0,0.0,0.0,35.276,0.0,0.0,0.0,34.376,14.711,0.0,0.0,0.0,0.0,0.0,15.638,0.0,Limestones,100.0
FR001574,2.172,21.908,0.029,0.0,0.0,25.274,0.0,0.562,0.0,11.347,31.999,0.0,0.082,0.0,0.0,0.056,5.719,0.853,Molasses and clays,100.856
FR001575,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Limestones,100.0
FR001576,0.0,0.0,0.0,0.0,0.0,23.502,0.0,0.0,0.0,0.0,76.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001577,0.0,0.0,0.0,0.0,0.0,38.722,0.0,0.0,0.0,4.705,43.579,0.0,0.0,0.0,0.0,0.0,12.994,0.0,Molasses and clays,100.0
FR001578,8.789,10.092,0.013,0.0,0.0,15.758,0.0,0.259,0.0,5.72,52.925,0.0,2.021,0.0,0.0,0.034,3.996,0.393,Molasses and clays,100.392
FR001579,8.826,10.088,0.013,0.0,0.0,15.752,0.0,0.259,0.0,5.718,52.903,0.0,2.02,0.0,0.0,0.034,3.995,0.393,Molasses and clays,100.392
FR001580,0.0,0.0,0.0,0.0,0.0,16.831,0.0,0.0,0.0,0.0,83.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001581,10.707,3.425,18.154,0.359,0.0,7.491,0.0,0.076,0.0,11.244,33.691,0.0,2.557,0.0,0.637,0.01,4.594,7.052,Molasses and clays,107.022
FR001582,8.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.455,0.0,49.576,0.0,0.0,0.0,0.0,0.0,"Sand, gravel and pebbles",100.0
FR001583,23.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.93,0.0,43.054,0.0,0.0,0.0,0.0,0.0,"Sand, gravel and pebbles",100.0
FR001584,8.301,1.328,7.036,4.118,0.009,17.906,0.0,0.03,0.008,23.284,17.037,1.529,1.579,0.003,0.247,0.004,2.369,15.211,Massif,113.471
FR001585,8.301,1.328,7.036,4.118,0.009,17.906,0.0,0.03,0.008,23.284,17.037,1.529,1.579,0.003,0.247,0.004,2.369,15.211,Massif,113.471
FR001586,8.756,1.319,6.993,4.093,0.009,17.796,0.0,0.029,0.008,23.142,17.039,1.52,1.57,0.003,0.246,0.004,2.355,15.118,Massif,113.377
FR001587,85.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.371,0.0,11.649,0.0,0.0,0.0,0.0,0.0,Alluvium,100.0
FR001588,99.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alluvium,100.0
FR001589,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.868,0.0,87.696,0.0,0.0,0.0,0.0,0.0,"Sand, gravel and pebbles",100.0
FR001590,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alluvium,100.0
FR001591,90.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,9.475,0.0,0.0,0.0,0.0,0.0,Alluvium,100.0
FR001592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001593,1.013,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,98.695,0.0,0.25,0.0,0.0,0.04,0.0,0.0,Molasses and clays,100.0
FR001594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.931,0.0,1.069,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.606,0.0,0.394,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.565,0.0,0.435,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001597,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Impermeable,100.0
FR001599,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Impermeable,100.0
FR001600,0.0,0.0,0.0,46.673,0.0,49.537,0.0,0.0,0.0,0.0,1.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,Limestones,100.0
FR001601,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Impermeable,100.0
FR001602,0.0,0.0,0.0,23.185,0.0,20.007,0.0,0.0,0.0,0.0,52.991,0.0,3.818,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Molasses and clays,100.0
FR001604,8.959,0.993,5.261,3.729,0.006,13.948,0.0,0.022,0.006,17.409,30.205,1.143,4.982,0.002,0.185,0.005,1.771,11.373,Molasses and clays,109.74
FR004084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.039,Shales,199.844
FR004085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.89,0.0,0.374,0.0,0.0,0.0,0.0,0.0,40.736,Massif,168.138
FR004086,0.269,0.0,0.0,0.0,0.071,3.941,0.0,0.0,0.07,32.675,0.0,12.68,0.0,0.0,0.0,0.0,0.0,50.294,Shales,132.205
FR004087,0.398,0.0,0.0,0.0,0.071,4.032,0.0,0.0,0.07,32.875,0.0,12.595,0.0,0.0,0.0,0.0,0.0,49.958,Shales,131.921
