,nse_nogeo,nse_g1comp,nse_c1comp,nse_r1comp,nse_rand,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,bfi_rand,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo,hfd_rand,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,slope_rand,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,qmean_rand,p_mean
FR000184,0.28374571787181924,0.5844240081210106,0.5889944191928258,0.594482981881719,0.4495862318472128,0.7604879202949226,0.7865392529612028,0.7712737864367105,0.758072472211244,0.6298322345909154,0.6865003941594771,153.8,147.4,145.4,143.4,131.8,137.2,1.261025149163981,1.2644661485975985,1.289825272763807,1.555759725233093,1.9890395231753557,1.7049393126498147,1.4194905625521772,1.2436040731122733,1.2372339498449854,1.2413085369015797,1.2680736714546432,1.24436593807574,2.597
FR000185,0.27021307815038287,0.27074532707978616,0.16242526792088496,0.2392298133738,0.2565991432870556,0.5311378802953794,0.7247726368429298,0.7168432125132365,0.6890007862380862,0.6245822749036088,0.5985890527266955,137.0,137.3,142.7,134.2,129.3,127.8,2.174952054303921,1.5612650603103404,1.4873390524217893,1.8015504822215682,1.984136919113973,2.2763037317793637,0.743474614138281,1.2170232026620573,1.2329704644819366,1.221564094672348,1.2273243508443712,1.2350161850615187,2.579
FR000200,0.7386006283778823,0.7678087535622466,0.7552033234373664,0.7522914948066708,0.7352192139157713,0.46110632422296594,0.5725110199694271,0.5885068083600923,0.5328988718993771,0.6317968283551166,0.5728706104454883,118.1,127.5,130.5,124.7,132.7,127.6,3.179749752747129,2.110538103454531,2.10340592182077,2.80721196428303,1.8827957427637656,3.117193968415793,0.6711203010588729,0.5613868904441025,0.587216396436343,0.5842997827889641,0.5807973246443466,0.591805857997614,2.065
FR000201,0.6759669132023778,0.7793302635981564,0.7600726641326068,0.7742500492080832,0.6329468780343703,0.420595271788565,0.5315117558887653,0.5617086277662122,0.511990366538997,0.677282458981818,0.708874984706431,108.9,125.3,125.4,122.2,133.1,138.1,3.246589854741984,3.026476674421512,3.00733300437714,3.4879095813694097,1.6890022804145377,1.6073699575820435,0.9726270239021075,0.7304445855096909,0.7254881039261964,0.7282840161328025,0.7076650547737658,0.7217978374253665,2.157
FR003234,0.7598462915815601,0.780992258281666,0.7248624923503402,0.7000291275805399,0.7025000374098735,0.5994643756845863,0.5258135547799752,0.539478649890249,0.6390140698348312,0.6129951134491547,0.7483847560086371,121.7,115.9,116.6,123.2,126.3,137.2,2.315070392338739,3.3553575066987884,3.059127772227843,2.391582536520002,1.9369460495164474,1.3865225083485277,3.286933831242758,2.7257639083412264,2.7380255673313325,2.661383910048997,2.627402616910421,2.6403254920818964,3.818
FR003236,0.8357638902951611,0.8738676272051933,0.8531819475718408,0.8799827343518272,0.8504896060263236,0.6037413616382163,0.6264746639101777,0.5521229116277119,0.6121641670767445,0.6229389179617095,0.5507030424484088,126.2,129.9,123.5,128.4,132.9,122.4,2.450622774186269,2.356411988111423,2.9768535551507993,2.4312086594075786,1.9810914427119082,3.018214732437731,2.3310989920185365,2.064679530871543,2.097796278279289,2.0399736142386393,2.0130769894783613,2.083491238901451,3.822
FR003237,0.879569060867073,0.8909532472870428,0.9015010815647053,0.9045377042434747,0.8507040769032237,0.559776526425406,0.5915529457203347,0.6196836746746143,0.6129760994463432,0.5847847923622506,0.6405592517151943,127.4,124.7,127.5,127.2,127.6,134.3,2.5646428419018807,2.475941383896374,2.2553750069553833,2.51375291964918,2.0269039435330423,1.7580669887247153,2.6139236195097335,2.466906070727259,2.507404041179147,2.481536205142429,2.475002883218952,2.420980986616097,3.977
FR003239,0.7227985482524163,0.7405288882662071,0.7596736934013893,0.7402462584188307,0.7173893908609251,0.5133836753469684,0.6348089625318428,0.5956404663686234,0.6057686457429691,0.6221508847828119,0.6052693184439096,120.5,130.7,129.0,131.0,129.6,128.5,1.997713986800336,2.072097953122737,2.34617781340882,2.3592275301532686,2.312190302236575,2.712615879512223,1.0126883205902897,0.9474651662338017,0.9873269062800294,0.9879140005739692,0.990701452800703,0.9938445889999771,2.768
FR003241,0.8884779598898179,0.9054842060898468,0.8960809763784958,0.890776267238877,0.8948926557490013,0.5613635656028407,0.5284520474041093,0.5466892261678697,0.5616239415182719,0.5596100901494208,0.5978470516973798,123.55555555555556,120.0,121.22222222222223,122.11111111111111,124.44444444444444,126.66666666666667,2.6695234590020216,2.826978063526388,2.6215280754153674,2.8781482687194546,2.3831929317241407,2.2518415471721918,1.9186618014592909,2.015470097354757,2.0156297207748515,1.9871086352094134,1.9671560362156595,1.9609003157323386,3.446
FR003246,0.7627320732306332,0.8284593095235689,0.7733964637286547,0.8336531102389602,0.79225305012629,0.46509022486333684,0.5294207920997993,0.6342123112811257,0.5180942658061863,0.6179001969304071,0.5888679509298841,118.4,123.3,132.8,125.1,128.8,126.9,3.052310553035374,2.802320133097861,1.9778718560411568,2.935131875112518,2.4437463770873173,2.929216762744249,0.935845756727796,0.8034980513101676,0.7853598744291053,0.8081798824176561,0.7842086160267255,0.7858938962258766,2.372
FR003249,0.8876821915089234,0.9002716067596404,0.8990530202192021,0.8965576620043115,0.9013784266590891,0.5681827160097872,0.5684726811070194,0.5779753903241958,0.5644971268667469,0.6158902849887672,0.5614539517918451,124.1,124.6,125.8,125.0,128.6,124.1,2.6091180149466338,2.6995109130383184,2.5331331674881032,2.8541765225454268,2.1743524655156863,2.954938710191214,1.5827043112730286,1.3956493649703097,1.3984743212017274,1.3936738485987064,1.3828659249362945,1.4119039294676623,2.967
FR003250,0.645131864423573,0.6913604796155428,0.6670179175556055,0.6533685731357086,0.6355834314322906,0.6661349428280224,0.6333799142376466,0.6101800932083575,0.7567651035221534,0.6464590139417428,0.6067341520097272,145.1,136.4,137.5,151.7,138.9,135.7,1.893417979321225,2.473097325785494,2.166327710973709,1.8674366223808068,1.7754401922474898,2.2178900330185742,2.5989940936221743,2.1910885699959666,2.148362738822623,2.1572372394149593,2.121800137367666,2.121960810124414,3.432
FR003251,0.8196733580621045,0.8494318728464691,0.8203669481735905,0.855995719225229,0.8359922927284185,0.6344012369635308,0.6706401890492905,0.6081778535277614,0.6656063687584867,0.6083641812716075,0.6322869218793523,135.6,133.4,129.2,136.2,130.5,133.2,2.021004036999913,1.9856134619059396,2.4329591068298466,2.044914192773093,2.0432454417880077,2.056057963965194,1.6255962870192846,1.4498333225056694,1.4843562482404573,1.4655899513127695,1.4603190062998952,1.443762387284348,3.165
FR003252,0.795131066016978,0.8377221189702402,0.7769576546035861,0.8434992624765536,0.8144854909536778,0.6748838604012757,0.6865034057438777,0.6140700230514646,0.6832277444869845,0.6244622208452054,0.6576370027328806,124.55555555555556,118.77777777777777,114.66666666666667,118.44444444444444,116.44444444444444,117.88888888888889,2.007198531950276,2.0035122397920535,2.392491704997728,2.12458565158443,2.061507002052045,2.0834021442124997,1.5210341302259267,1.5571195779129912,1.574767014228636,1.552040326376421,1.5549292237173369,1.5702088226020636,3.081
FR003253,0.8213817835883835,0.8032935104682265,0.8252471086941947,0.8390605202277397,0.7963636735826494,0.635558862241158,0.659631715890653,0.630947530886657,0.6292114357164195,0.6205823216662653,0.5778836890895617,120.88888888888889,117.66666666666667,116.44444444444444,117.11111111111111,116.11111111111111,113.33333333333333,2.5286051383497914,2.1169515804767363,2.2354282510898487,2.7372810858907237,2.239314784465888,2.757218173179437,1.39838235049181,1.3884436096907833,1.3602347213749584,1.3627186313024309,1.3695581444241371,1.3638165560420075,2.972
FR003254,0.2402669100206164,0.37488495411996015,0.3722860733461967,0.3753436165211045,0.2446956080156234,0.7965225760862388,0.7190024596776321,0.7190339705573598,0.7186091219581151,0.6687315233373701,0.6690925125865859,140.33333333333334,137.33333333333334,136.66666666666666,136.66666666666666,132.66666666666666,132.33333333333334,1.2017459300239086,1.4401178826688121,1.4848062248884097,1.4828947603547202,1.6823611264261713,1.8340520961380282,1.2470966665260679,1.0523378020755507,1.0412142367984711,1.041539725553006,1.051067769069993,1.066257117597106,2.443
FR003256,0.7856904055736229,0.8022156004598247,0.7957637320946677,0.8138718003209188,0.7711894933485223,0.5510850487134316,0.6081070285426089,0.645766530699972,0.6060336204508942,0.641615981282713,0.5763145107438437,121.57142857142857,126.57142857142857,130.71428571428572,126.85714285714286,128.0,122.0,1.7179680423075412,2.1621446856783884,1.9092109877363228,2.2847909641818696,2.0476965336170454,3.1253870968410298,1.0421928411951882,0.9316427316566266,0.9357099338690456,0.9324881643542893,0.9266739022789019,0.935183158748629,2.392
FR003257,0.8111704314392465,0.8161213433092612,0.8176474755979768,0.8214398560728021,0.7905219257231204,0.5180616112928668,0.5779669279742848,0.6228928361074795,0.6042906845232942,0.6149647003531395,0.6584231480903224,121.5,127.0,130.4,129.1,129.3,131.7,2.39697864841979,2.541390430974419,2.220840168273345,2.4941277606205734,2.28337833414755,2.1900973184448866,0.9713049958203863,0.7748796551881459,0.7910459288056415,0.7871753504212815,0.7858380490373229,0.7895397508905458,2.36
FR003259,0.6084326339700237,0.6115019775127399,0.5802227661645183,0.5892669800424897,0.648821296747106,0.5660005256922208,0.697278757109185,0.6834648913876235,0.602599210087725,0.6086294231470574,0.559606302307285,124.125,135.375,134.875,130.125,129.75,127.5,2.5904528259830677,1.797235746860203,1.9348606360632588,2.6012946101093903,2.404932827015139,2.640591021732218,0.8812246716219149,1.1289013936592975,1.1464106759053914,1.1397182763696048,1.1464062442211973,1.0887330243879707,2.964
FR003261,0.8226774240601737,0.823799481025969,0.8318363608373185,0.8171205866075444,0.8232182522701794,0.5994591153891454,0.6870664578694482,0.6843213298303726,0.6141574609314736,0.6232183874088518,0.618856153451778,129.8,136.7,135.6,130.6,129.3,129.6,2.194105166372457,1.8802273523183612,1.8739397383719485,2.6315239522758587,2.3767824957151977,2.671281146262754,0.9652287307865051,1.0897164332460745,1.0642617577898814,1.080109819840032,1.0760251763993496,1.0919321398930235,2.765
FR003262,0.8959527786849395,0.8806151865485523,0.9000570488898054,0.906638618697052,0.8634144965352595,0.629451224742265,0.6624637872634547,0.649841521105908,0.6231105034092392,0.6232695635451768,0.5839718957494117,130.2,132.8,132.1,130.6,129.7,127.4,2.3095152783605664,2.067713440142077,2.131620894957175,2.7388864576106187,2.3164960850674934,2.8850883873782798,1.228903310071893,1.169205272329942,1.1442162721624418,1.15459832817753,1.1500659515767218,1.1465588512091351,2.728
FR003265,0.9183358370079823,0.9130137648689678,0.9099192438545315,0.9038579511932077,0.9090522022428917,0.5914649238603451,0.5698415139227073,0.6009775427843714,0.5796373816250587,0.5935986962648491,0.5872715895440436,128.4,125.4,127.7,126.3,127.7,126.6,2.4740769301071293,2.5233608824714326,2.3388497623818503,2.687437681195768,2.394469123865735,2.7210836301977928,1.4303754121054428,1.3663500314752834,1.353740741692942,1.347888737762201,1.335291778858633,1.3392172907870936,2.749
FR003266,0.7357867652546259,0.7210190759892672,0.7129786669331473,0.7095757195497555,0.6640688658473453,0.5511024643407856,0.5242296929319309,0.5453551488883954,0.5317077813328029,0.6299052714661887,0.6584197414630498,118.4,113.4,114.8,114.3,118.6,120.9,3.607451587910291,2.612115772634062,2.632882938972653,2.8851610202182543,1.9932845658882308,1.9121862155590943,0.5115407572663528,0.5931291482005043,0.6267002176961137,0.62386434367554,0.6200825055754358,0.623674554994046,2.128
FR003267,0.7831950129126468,0.7365718004610136,0.7512317487518821,0.7420580411967197,0.7837680447063711,0.5863444422462517,0.5076250206523211,0.5316867985800297,0.5064489907712061,0.6697920230162487,0.6440849293145283,132.5,125.0,124.8,123.9,133.8,129.6,2.835993445703438,3.383281222865073,3.526782333161149,3.637989620076587,1.7729496809357899,2.1915714654119265,0.7259021924576868,0.8021888316092208,0.796961798732687,0.7965203323320991,0.768597771426371,0.7814975062722379,2.225
FR003268,0.688338614138919,0.6573673356552892,0.7061404445807964,0.6600740799675457,0.6378586539395532,0.5577386898672284,0.5335465836861898,0.6020568787545643,0.5373919193246643,0.6343943831638977,0.5867452286897527,119.3,123.4,129.2,123.9,130.6,126.8,2.8322419625720356,2.7424903995599714,2.200340342700871,3.031261935117806,2.0077737179735453,3.213194811785154,0.6996718452820112,0.6245311315862909,0.6572427655855827,0.653845426719726,0.6523677164356922,0.6651422394658882,2.162
FR003271,0.7943826852622332,0.7486894495213071,0.7711505632537363,0.7850846613504108,0.7527059619977061,0.5567020888016972,0.5456718429707915,0.5680777290231483,0.5196459827345455,0.6823474677974024,0.7350314574836553,122.4,126.3,125.8,123.2,133.9,137.7,2.4878197885678883,3.0328907616395644,3.122594544272242,3.561060293345046,1.7077602538704502,1.4412682669433958,0.6976067713868794,0.6601655442402848,0.65588689655689,0.6592939212519192,0.6363857719389956,0.6427402881030767,2.106
FR003272,0.8933326684031793,0.8963816099201565,0.8826825002149165,0.8885572575596162,0.8987928345243945,0.5853626613664037,0.6179789122704678,0.629581256076021,0.6037514028742793,0.6168862683743189,0.6127819772288063,128.7,128.4,130.5,128.8,129.3,129.2,2.3359277366266684,2.198923892707177,2.0952604379104027,2.420073817987369,2.0922841425295315,2.4328122421952023,1.1364696071542497,1.0845031336554232,1.117714438781853,1.1147002386387699,1.114271151279392,1.111463993108848,2.569
FR003274,0.6969721720931756,0.6751108040395299,0.6846901962967111,0.6857959569880872,0.6656614455499174,0.4182431543355711,0.45623574835365577,0.4617292493791764,0.46396114170724134,0.5597924788323856,0.46923359318333935,110.0,105.0,106.0,106.0,114.0,106.0,3.1099745629939193,3.722567016617978,3.666537172478076,3.6137563103946277,2.739181799940023,3.699049233577913,0.9023557349270034,0.9481562003941344,0.9335517216566258,0.9318771439455177,0.8945955229460368,0.9690732037596246,2.433
FR003275,0.6919183242855823,0.7548695728164796,0.7543136911606745,0.7739985630348136,0.7607734304780331,0.4321738913318718,0.46986652598973505,0.49501022413933804,0.5053778376575185,0.5970514022194726,0.5357700491750935,120.3,120.5,122.7,123.4,128.1,123.9,4.154626710042138,3.460416399013039,3.1239430276779414,3.2920164925114515,2.2730791487411195,2.902659565722161,0.6604999785489488,0.8606226255677218,0.8822147656216416,0.8785398592783485,0.8697091714233778,0.8596615220654683,2.364
FR003280,0.6092899846903159,0.5221052668387609,0.5457131832543558,0.5560694656470788,0.6204900104404464,0.6200400013715628,0.5563065984647214,0.5654405378617808,0.5539979837216628,0.6074133819423865,0.637033481550267,140.3,128.7,129.9,125.2,127.1,130.5,2.8057296630555415,2.2262814150989314,2.598357090296291,2.304187336748777,2.1858479026101483,2.0831304849856225,0.9856435997602963,0.9532827185945955,0.9461825748246832,0.9293293839400623,0.9260315991638466,0.9045023796698838,2.427
FR003283,0.7636030409604141,0.8343553011085141,0.8486428396483389,0.8347120911653517,0.8392223221935282,0.505517737483476,0.47790441191500826,0.5042601896593023,0.5316264148987228,0.6504291097631818,0.5577065695485587,125.7,121.1,122.1,123.3,131.0,124.6,3.345778085690671,3.90246033178387,3.2182243380289646,2.8447227387708502,1.8115044445283988,2.5272794574234414,0.7743294719838231,0.8189862706020146,0.8232960432205189,0.8082365029844525,0.7908182602462244,0.7964523004039964,2.287
FR003284,0.8823461779260768,0.8952847979924881,0.9017625275734342,0.8986405946546931,0.8868952871812883,0.5891705410321992,0.583383095245124,0.5851851262744988,0.585880379943124,0.6553096463177261,0.6478074690904111,127.7,127.2,127.0,126.8,132.1,130.6,2.5580874046160993,2.573626159229547,2.429502526494483,2.4814825938301546,1.8512335539676241,1.9848642430690122,1.0475673090870752,0.9543866152939444,0.9614888610739838,0.9423523296903337,0.9265652252055019,0.9400757540899427,2.529
FR003288,0.7495557424754102,0.7315919774263969,0.7893445156893567,0.7842869967852867,0.7828908840882933,0.5535706923186556,0.5998051415004448,0.6005933857749088,0.523013087585078,0.6644570042858134,0.6106023935838846,134.0,128.8,128.7,122.7,132.6,128.4,1.7161089833124412,2.158602090512954,1.9603511109000895,2.884727801061887,1.6712232128045192,2.159289386046133,0.6701397290352169,0.6459621887844372,0.6491521438627249,0.6457795810334621,0.6324450198395537,0.6266708341079471,2.092
FR003293,0.5968260114098178,0.5884281420533545,0.5349118751886182,0.521727581319589,0.5742576170567213,0.5375460717609108,0.7057600668332399,0.6921127472285288,0.6687858770811085,0.665496447835361,0.7028345310363106,143.66666666666666,145.0,143.66666666666666,136.66666666666666,137.33333333333334,139.33333333333334,4.730079382729211,1.521462242120778,1.5619816039842587,1.8167401282216697,1.8514982606311734,1.8827236954459166,0.8322578254946343,1.0089103383812306,1.0145734302031577,0.9959362453211402,0.9870119609205569,1.0000598961074258,2.542
FR003294,0.6006397515805091,0.6143790540962731,0.6135211799856695,0.6303238356999863,0.558645717809404,0.5488249705426864,0.5240763100367916,0.5403734869648376,0.5054768656890654,0.6400157652985444,0.5087236497600326,119.8,118.9,118.5,118.2,125.4,112.7,2.0272154636963386,2.6170255416859276,2.6022053774790805,2.843378524348711,1.983454278627234,3.7243200380033494,0.9791724678298712,0.8189595189866103,0.822077498991406,0.8238128994780206,0.8195170885285267,0.8299300170269076,2.263
FR003295,0.7480200451768999,0.7452447840030785,0.7592414393893054,0.7658560634232674,0.7274253463650728,0.5696603218466806,0.650002848004447,0.6500427532124755,0.6194675820809716,0.6334988697788818,0.6164087047712808,132.6,135.1,134.4,132.1,131.7,131.3,1.327749881557733,1.9048909328101145,1.9694360723435043,2.4470504354046634,2.1849224543730257,2.5110408026626887,0.9081815138679081,0.965951451236899,0.9479446403013602,0.9548079126810891,0.9474622249385873,0.9623284960331824,2.408
FR003296,0.8306789062058628,0.8339514892246556,0.8384042874170252,0.8416311367013025,0.8389374768310972,0.5247531164973838,0.5832420388144027,0.5954882957951639,0.5877645833575118,0.61238305444508,0.6005127783764095,129.4,127.0,128.8,128.4,129.3,129.1,1.8862186848038898,2.407125934916069,2.322707572753827,2.5133615241603473,2.1948682943285025,2.143276950160479,0.8474684466211854,0.8321727828109113,0.8512028312267458,0.845784830110361,0.8444391988373766,0.802838468875046,2.373
FR003300,0.5943151236148105,0.6125234807170394,0.6215477332960142,0.6067539379290263,0.5996291585501963,0.5358386477222223,0.6444618531912245,0.5990269495374058,0.6346982138809474,0.6723248761160824,0.662952532612831,133.4,133.1,127.8,130.9,133.0,132.9,2.5508732760044004,1.9577561867501347,2.495465909387075,2.102082085340628,1.7467743372032882,1.9172561902697196,0.6857890696755324,0.8886620558690881,0.8967374933755706,0.8873427457364346,0.8834709364676749,0.8920641713959865,2.273
FR003301,0.8350586238537356,0.891435023293905,0.8916816331685674,0.8922552721516945,0.8760291230655518,0.536579742670323,0.6029157251517576,0.6035636814325883,0.5973341119345023,0.6819602782489238,0.6448628225413957,127.0,128.0,124.0,124.0,135.5,131.0,2.6633005988181413,2.4505403487950383,2.670784385282002,2.6148694296175754,1.8257198173530993,2.303989063530987,0.9783512206893753,0.9513158164426021,0.9458944548075957,0.9423117758385336,0.9343201583498353,0.9685690466539066,2.307
FR003302,0.8485228403766477,0.8709028588337632,0.8635306802553606,0.8734327856294009,0.8170191592121278,0.524886545597964,0.5908688216716353,0.5992305874410901,0.5685801178126176,0.63342505909149,0.6651082378175515,126.0,126.5,127.4,125.4,128.8,130.7,2.321375554717846,2.2235274962652416,2.127349518944223,2.4527686198517036,2.0250868812680762,2.0631430062962464,0.8479310682095188,0.9032730180055372,0.9097147009321049,0.9082605517723901,0.9006926722791031,0.9076081214083034,2.308
FR003307,0.7794742308818787,0.8214694318654184,0.8153665904167298,0.8200401886518611,0.7673764187893165,0.49777077421417204,0.5343518557753839,0.5703247110322974,0.5074702585655381,0.6368388471940489,0.6500113305992908,121.4,124.3,126.0,123.2,130.6,130.7,3.177612635513113,2.524083823453931,2.268878389079073,2.7987090501516936,1.8828996937900548,2.0345291842653284,0.8535257084568464,0.7125733922221086,0.717903663318355,0.7205505175380613,0.7102714750036586,0.7189722088509187,2.135
