,nse_nogeo,nse_g1comp,nse_c1comp,nse_r1comp,nse_rand,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,bfi_rand,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo,hfd_rand,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,slope_rand,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,qmean_rand,p_mean
DERP2004,0.8152826709236805,0.7802433542317928,0.9001552915546351,0.887311265367786,0.8586948822580576,0.4990462983297058,0.518930672916463,0.5272792918866641,0.67075344753065,0.6356319860837862,0.5808612995786324,122.5,125.2,125.2,135.6,133.0,129.7,3.169872610873696,3.730923763390549,3.5713247178114513,1.8648449679378962,1.9754333932088874,2.524894903417895,1.2515319559543032,1.340444170343149,1.3346198619406264,1.3091325644827574,1.314743854432135,1.3363586380272994,2.661
DERP2005,0.783652952264817,0.8713887493672876,0.8276399723968278,0.8868079587875994,0.7957413307239314,0.44413080470371274,0.5157119506811667,0.5915363263371197,0.534399711999116,0.631354523392808,0.6226235939983162,115.7,122.5,128.9,127.2,131.9,132.1,3.725717892210748,3.6482531923071444,3.430973186356156,2.8208146173217683,1.97227289618984,2.359469388124667,1.1706002527824786,1.1164716946384856,1.1629300144367987,1.102762799204911,1.1239446577735508,1.1169625607787261,2.484
DERP2006,0.7963677253223581,0.8676045542302075,0.8458634944879244,0.8703172768121932,0.7690577517723338,0.4301263434396997,0.5129462571034646,0.5460044606613547,0.49894060182253697,0.6016069220482387,0.6350714920438314,121.9,125.9,127.0,128.8,132.3,133.9,4.242247487517958,3.4452394964828237,3.466024255713196,2.8944371186106355,2.264921329369401,2.2192780429344774,1.490417361871578,1.4634509627133245,1.4609499866555158,1.4530235227219244,1.4205003126347242,1.4150156437773427,2.726
DERP2007,0.8070994454809193,0.8944574849049023,0.8167097030318494,0.826262404711501,0.870740884323196,0.5010914000926404,0.6422619159801436,0.6638702551872272,0.5350760597800953,0.6763744400898605,0.6035579614878529,120.7,132.8,134.4,127.8,134.3,131.2,2.8876316990102096,2.7266280647731236,2.081433808162621,3.1652543285754113,1.7590232891747806,2.5739081266175288,1.1970135515181681,1.144413715160958,1.1343455604823833,1.1391879849813604,1.1274496432311536,1.168330808345666,2.443
DERP2008,0.7536635714496508,0.8356309832487587,0.8270244512894296,0.8361578149563655,0.8031716106646587,0.451719887514566,0.5144477150055219,0.5430215706526648,0.5122466820097221,0.6386609345053369,0.5876908036062917,117.3,119.1,120.5,123.0,130.4,126.3,3.5508084062989282,3.8073408309371377,3.4419793746735747,2.901486310408917,1.9969333672609042,2.433240542992703,1.0891698312051215,1.1117996358824684,1.1076852820805867,1.1017756760521245,1.0953558491363597,1.1031890576567167,2.43
DERP2010,0.799200993696822,0.8096089473160244,0.7766189707629421,0.8073807247462875,0.7814252592109441,0.596585357270053,0.624756372287617,0.6947704562856598,0.5846039346823573,0.672427353311721,0.690298572011495,132.5,133.5,138.0,131.3,135.2,136.4,1.9493438430897971,2.50751176716451,1.796263558243199,2.6522696155694763,1.7755744350046148,1.8134220405084944,1.0166761892650953,1.2260968697164292,1.2085919127118325,1.2179795936439757,1.2141137578327725,1.2057846233620102,2.439
DERP2011,0.889332894632468,0.8929837575302337,0.8888853022698449,0.8967137544433235,0.8958759837430076,0.5664916891032634,0.5997194638589972,0.609477442543144,0.5804858986540706,0.6181615570587484,0.6195300036500039,127.5,130.1,131.3,130.7,131.9,131.3,1.9395270761204841,2.501837539439435,2.5370171106311563,2.7314286594218293,2.2527694569771626,2.363080124128733,0.9003451920901399,0.9220979707906045,0.9385986086960376,0.9323156069069995,0.9316303355689938,0.9162235192830264,2.351
DERP2013,-0.3816923049933014,0.3215705693992479,0.5475581147833719,0.5721972159120049,0.02894605975771758,0.8173992052265514,0.8282679499169798,0.8247906437484772,0.766391369739063,0.6623650909203572,0.7200352398848826,157.2,160.0,159.1,146.6,135.5,141.5,0.8428515398521657,0.9844183748145736,0.9982852371716975,1.1955396033453958,1.6926382567614788,1.4273988327155775,0.8302861766578699,0.8277328115131927,0.8347630457640518,0.8208492268199574,0.8248448284147628,0.8287109382126974,2.214
DERP2014,0.7788044453761589,0.816034375850487,0.8137575533191501,0.8103774197633407,0.7916383435612363,0.6985572712779137,0.7353833891399955,0.7329692253626444,0.7318254085169943,0.6693499520477421,0.6758356547951699,145.0,142.0,140.9,141.1,134.7,136.4,1.4325798017308462,1.4326808445610062,1.4427720707487979,1.445244909401619,1.6990291979940144,1.782513421307094,0.8644703407688656,0.955612311077503,0.961421976018154,0.9571857100912086,0.9712023116594797,0.9869218304722462,2.399
DERP2015,0.7249984263756362,0.7653897019410748,0.6838477643787012,0.7923208711890417,0.74886405370353,0.6906820808612737,0.6625270181626493,0.5813975088017351,0.6414351757830283,0.6069679558424752,0.6454559687124661,143.2,133.7,129.3,133.1,130.2,131.5,1.4170838690516157,1.8036039406679685,2.254687794463962,2.017341950229805,2.121132156357648,2.18202643841115,0.9886438690179904,0.9019080182937992,0.9233314697121094,0.9082403654553537,0.9153062876791465,0.9193846575893907,2.41
DERP2016,0.852374269965993,0.8506323844364583,0.7962712097222411,0.8519075742456048,0.8653077296403027,0.6389662645541531,0.6127846370109532,0.5430610855495517,0.607133317735642,0.6204124577733791,0.6693059846272362,134.4,130.0,126.4,131.5,131.3,135.1,1.9298865823745315,2.0277004189201504,2.7820510541959296,2.0381626303663345,2.024328155120278,1.8275906536989504,0.8825808061127522,0.7882700558389449,0.8209490057450576,0.8126181797556536,0.8112476022018595,0.8036635444512518,2.214
DERP2017,0.8977098015182539,0.8669715132815811,0.8850384941951485,0.9149573158291061,0.8999458590026458,0.5743431615270846,0.583148702168918,0.5409442396856659,0.6524672318937552,0.6124806103224925,0.6301058488706239,130.5,128.3,123.6,133.3,130.3,131.3,2.584812355163298,2.6192680976041163,3.1475014978586753,2.551697836893614,2.1674795647682625,2.4305455566638594,1.3747140690422512,1.2983602578615363,1.2802571831271252,1.262392113013482,1.2638911615726927,1.3402904096137078,2.579
DERP2018,0.873682988262717,0.8383230603680218,0.8805555696834021,0.8865702055328281,0.8536019189061703,0.5594831010497038,0.5760022723724152,0.5457293014097898,0.6551619566751501,0.6177024773796698,0.6532487456643827,128.9,128.2,124.2,133.5,130.6,133.2,2.9558650623648393,2.7329025698680987,3.1097933608909134,2.5419543091465115,2.1671043621019237,2.101286106328054,1.019950819711299,1.205250344690725,1.1876094251579234,1.1739018772390737,1.170936541847851,1.1698032995661254,2.554
