basin_id,lit_fra_Alluvium,lit_fra_Basement,lit_fra_Chalk,lit_fra_Clastic deposits,lit_fra_Clastics with flint,lit_fra_Clayey and fractured limestones,"lit_fra_Dolomites, sandstones, and marls","lit_fra_Faluns, sands, and clayey-sandy",lit_fra_Fissured clayey limestones,lit_fra_Horsts,lit_fra_Infra-gypsiferous marls,lit_fra_Limestones,lit_fra_Limestones and dolomites,"lit_fra_Limestones, marls and sands","lit_fra_Limestones, sandstones, clayey limestones and clays",lit_fra_Marls,lit_fra_Massif basement,lit_fra_Outcropping limestones,lit_fra_Post-secondary weathered materials,lit_fra_Sands,lit_fra_Sands and clays,lit_fra_Sandstones and dolomites,lit_dom,tot_area
FR003977,0.0,0.013,0.803,0.191,0.917,3.201,0.649,0.0,0.0,0.0,0.225,5.577,0.518,4.539,0.781,2.657,67.052,0.001,0.0,0.079,12.796,0.0,Massif basement,100.0
FR003978,0.0,0.013,1.946,0.185,1.377,3.114,0.631,0.0,0.0,0.0,0.219,6.506,0.504,4.415,0.76,2.584,65.221,0.001,0.0,0.077,12.447,0.0,Massif basement,100.0
FR003979,0.0,0.0,16.886,0.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,1.471,0.0,0.0,0.0,0.088,0.0,8.4,0.0,2.539,60.195,0.0,Sands and clays,100.0
FR003980,0.0,0.0,9.227,0.0,73.202,0.0,0.0,0.0,0.0,0.0,0.0,17.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clastics with flint,100.0
FR003981,0.0,0.0,10.041,0.0,78.238,0.0,0.0,0.0,0.0,0.0,0.0,11.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clastics with flint,100.0
FR003982,0.0,0.011,4.327,0.161,4.958,2.701,0.548,0.0,0.0,0.0,0.19,6.226,0.437,3.83,0.659,2.25,56.582,0.739,0.0,0.29,16.09,0.0,Massif basement,100.0
FR003983,0.0,0.0,50.535,0.0,31.331,0.0,0.0,0.0,0.0,0.0,0.0,8.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.0,0.0,Chalk,100.0
FR003984,0.497,0.031,4.312,0.075,12.374,3.697,0.254,0.0,0.025,0.003,0.088,5.75,0.666,5.466,0.306,4.352,52.917,0.343,0.051,1.315,7.478,0.001,Massif basement,100.0
FR003985,0.538,0.031,4.576,0.074,12.362,3.684,0.254,0.0,0.025,0.003,0.088,5.729,0.663,5.446,0.305,4.336,52.73,0.342,0.051,1.31,7.451,0.001,Massif basement,100.0
FR003986,0.79,0.03,6.317,0.071,12.706,3.526,0.243,0.012,0.024,0.003,0.084,5.775,0.635,5.213,0.292,4.381,50.467,0.328,0.049,1.925,7.132,0.001,Massif basement,100.0
