,0
high_snow_k,3.2435740390221923
high_unsaturated_Smax,239.63602863103506
high_unsaturated_Ce,1.1616812016778923
high_unsaturated_beta,0.5986407887533651
high_slowhigh_k,0.00010955707852803052
general_snow_k,3.2435740390221923
general_unsaturated_Smax,239.63602863103506
general_unsaturated_Ce,1.1616812016778923
general_unsaturated_beta,0.5986407887533651
general_lowersplitter_splitpar,0.5147506785756009
general_slow_k,0.0815958318436229
general_lag-fun_lag-time,2.6977885058536715
general_fast_k,0.23948252337473358
low_snow_k,3.2435740390221923
low_unsaturated_Smax,239.63602863103506
low_unsaturated_Ce,1.1616812016778923
low_unsaturated_beta,0.5986407887533651
low_fast_k,0.002458488031791172
