,0
high_snow_k,3.595276192643143
high_unsaturated_Smax,202.10171958282405
high_unsaturated_Ce,0.99069712146359
high_unsaturated_beta,0.6764562312002745
high_slowhigh_k,0.00013119959315718106
general_snow_k,3.595276192643143
general_unsaturated_Smax,202.10171958282405
general_unsaturated_Ce,0.99069712146359
general_unsaturated_beta,0.6764562312002745
general_lowersplitter_splitpar,0.7004709303057504
general_slow_k,0.05056732798445663
general_lag-fun_lag-time,2.5874421594155823
general_fast_k,0.5842915652475382
low_snow_k,3.595276192643143
low_unsaturated_Smax,202.10171958282405
low_unsaturated_Ce,0.99069712146359
low_unsaturated_beta,0.6764562312002745
low_fast_k,0.0034612667673769954
