,0
high_snow_t0,-0.0009996003
high_snow_k,1.8277977
high_unsaturated_Smax,244.9874
high_unsaturated_Ce,0.53739285
high_unsaturated_beta,9.967611
high_lowersplitter_splitpar,0.89639115
high_slow_k,0.0006388056
high_lag-fun_lag-time,2.0004404
high_fast_k,0.006386489
general_snow_t0,-0.0009996003
general_snow_k,1.8277977
general_unsaturated_Smax,244.9874
general_unsaturated_Ce,0.53739285
general_unsaturated_beta,9.967611
general_lowersplitter_splitpar,0.100135736
general_slow_k,0.08944119
general_lag-fun_lag-time,2.0004404
general_fast_k,0.086694546
low_snow_t0,-0.0009996003
low_snow_k,1.8277977
low_unsaturated_Smax,244.9874
low_unsaturated_Ce,0.53739285
low_unsaturated_beta,9.967611
low_lowersplitter_splitpar,0.78764397
low_slow_k,0.03618788
low_lag-fun_lag-time,2.0004404
low_fast_k,0.48970786
