,0
high_snow_t0,0.043028325
high_snow_k,0.63907737
high_unsaturated_Smax,244.29274
high_unsaturated_Ce,0.5633282
high_unsaturated_beta,3.274443
high_lowersplitter_splitpar,0.42164457
high_slow_k,0.0017631181
high_lag-fun_lag-time,1.9948188
high_fast_k,0.99
general_snow_t0,0.043028325
general_snow_k,0.63907737
general_unsaturated_Smax,244.29274
general_unsaturated_Ce,0.5633282
general_unsaturated_beta,3.274443
general_lowersplitter_splitpar,0.14869411
general_slow_k,0.050946783
general_lag-fun_lag-time,1.9948188
general_fast_k,0.028299406
low_snow_t0,0.043028325
low_snow_k,0.63907737
low_unsaturated_Smax,244.29274
low_unsaturated_Ce,0.5633282
low_unsaturated_beta,3.274443
low_lowersplitter_splitpar,0.42365035
low_slow_k,0.0044262796
low_lag-fun_lag-time,1.9948188
low_fast_k,0.0011656445
