,0
high_snow_k,2.3005117677622935
high_unsaturated_Smax,185.6092289218882
high_unsaturated_Ce,1.11900321401554
high_unsaturated_beta,0.7830239238995557
high_slowhigh_k,0.00015112016680419093
general_snow_k,2.3005117677622935
general_unsaturated_Smax,185.6092289218882
general_unsaturated_Ce,1.11900321401554
general_unsaturated_beta,0.7830239238995557
general_lowersplitter_splitpar,0.11253554179716718
general_slow_k,0.00283790893679816
general_lag-fun_lag-time,2.0009858647139422
general_fast_k,0.017506872103829493
low_snow_k,2.3005117677622935
low_unsaturated_Smax,185.6092289218882
low_unsaturated_Ce,1.11900321401554
low_unsaturated_beta,0.7830239238995557
low_fast_k,0.0015964916147014918
