,0
high_snow_k,8.119948790184404
high_unsaturated_Smax,259.955657285132
high_unsaturated_Ce,1.1183076600736266
high_unsaturated_beta,0.9752410095216948
high_slowhigh_k,0.01492316985426246
general_snow_k,8.119948790184404
general_unsaturated_Smax,259.955657285132
general_unsaturated_Ce,1.1183076600736266
general_unsaturated_beta,0.9752410095216948
general_lowersplitter_splitpar,0.5017548188464831
general_slow_k,0.017531216620795133
general_lag-fun_lag-time,3.07771703990662
general_fast_k,0.33118518437431477
low_snow_k,8.119948790184404
low_unsaturated_Smax,259.955657285132
low_unsaturated_Ce,1.1183076600736266
low_unsaturated_beta,0.9752410095216948
low_fast_k,0.001438199847118244
