,0
high_snow_t0,0.0069637625
high_snow_k,1.1203579
high_unsaturated_Smax,234.09572
high_unsaturated_Ce,0.614235
high_unsaturated_beta,2.9788792
high_lowersplitter_splitpar,0.7797385
high_slow_k,0.0029208306
high_lag-fun_lag-time,1.999959
high_fast_k,0.68010813
general_snow_t0,0.0069637625
general_snow_k,1.1203579
general_unsaturated_Smax,234.09572
general_unsaturated_Ce,0.614235
general_unsaturated_beta,2.9788792
general_lowersplitter_splitpar,0.4306593
general_slow_k,0.058388174
general_lag-fun_lag-time,1.999959
general_fast_k,0.054521013
low_snow_t0,0.0069637625
low_snow_k,1.1203579
low_unsaturated_Smax,234.09572
low_unsaturated_Ce,0.614235
low_unsaturated_beta,2.9788792
low_lowersplitter_splitpar,0.89833
low_slow_k,0.006551194
low_lag-fun_lag-time,1.999959
low_fast_k,0.0011402974
