basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_nogeo,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,nse_bfi_nogeo,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo
FR003234,-0.016253653335206675,-0.03253955525608143,0.5996773366234232,0.6159309899586298,0.6322168918795046,0.6001684465918791,,,,,0.5991215229375468,0.5575151623486404,0.5624418610889036,0.6410707994150844,0.6420415976452236,3.112317145012346,2.1065721172659666,2.0955750112080884,2.040165255078931,2.0188557712462223,2.303898434538102,3.1003301979791966,2.840386653241602,2.3411642837118194,1.7124337280115718,132.0909090909091,126.0,127.9090909090909,133.13636363636363,137.0
BEWA0107,0.004922816020751064,0.2578287752634679,0.7814519575727851,0.776529141552034,0.5236231823093171,0.7040452145886583,,,,,0.5650632320024066,0.5604103500551714,0.5703890419876723,0.7730318508659679,0.6546633830568923,1.2694405494768017,1.4699405364331724,1.4658345096214604,1.3813181201552742,1.3898343765093226,3.4182994258423167,3.0058484743740874,3.041544722335232,1.0201261819490328,1.6926050549873137,133.58823529411765,133.7058823529412,134.94117647058823,157.7058823529412,145.0
FR003288,0.0008244502912105878,0.0334129997814715,0.6983255886726558,0.6975011383814452,0.6649125888911843,0.672909750337541,,,,,0.5575694415881807,0.6202863535515675,0.6197892038198184,0.5478410394887718,0.6771998502048673,0.6382568553269785,0.6373739425006363,0.6404512065712956,0.6425641473016438,0.6263694901847252,1.8773455778449442,1.921417573073663,1.9896469041942733,2.74816273567716,1.6851282017141096,131.73076923076923,133.69230769230768,134.1153846153846,129.15384615384616,138.15384615384616
FR000174,0.009456778023678725,-0.0010350365582195709,0.6467968713035759,0.6373400932798972,0.6478319078617955,0.5500079645042892,,,,,0.4378605500946607,0.5318860591671105,0.5558439502217678,0.5586904433158442,0.677631063573698,0.5779162965551374,0.682592846641678,0.6903935385648988,0.6947377877604868,0.6759623976933139,3.730070984507281,3.1734272323513126,2.960322751820983,2.733161087475227,1.7763094634444125,117.92307692307692,132.53846153846155,134.23076923076923,134.07692307692307,142.69230769230768
DERP2021,0.025826743981461453,-0.005795832240762078,0.8583701802676298,0.8325434362861683,0.8641660125083919,0.7522928810388346,0.8730478844136205,0.8291372065367842,0.8442114443068619,0.5897888145785417,0.4703845996587508,0.5708650100064159,0.6033407841660628,0.5430141575322456,0.6698406323149473,1.398167993796431,1.2090397874747547,1.2041067989407475,1.1805462732000047,1.1566342892810237,3.3370353680427347,2.922965171208566,2.676528651845989,2.5570006631776327,1.6461661646319545,124.5,131.23076923076923,134.42307692307693,133.57692307692307,142.46153846153845
FR003293,-0.013022353950257637,-0.04413817644904339,0.6545972059777871,0.6676195599280448,0.6987353824268305,0.7132005109751061,,,,,0.5914750289546523,0.7134226117755269,0.7005332659795107,0.6818786757902155,0.6760457205191431,0.9910164766444115,1.0620328281631108,1.062678832044265,1.0426068023713677,1.0295664357012926,2.304240628997312,1.3006079950224025,1.406288851284169,1.6432422536886642,1.7330916184390435,142.05555555555554,144.38888888888889,143.44444444444446,140.16666666666666,139.61111111111111
FR003236,0.019059762777479006,0.008246592710515088,0.862500670286202,0.843440907508723,0.8542540775756869,0.8080320888064657,,,,,0.6130444923461763,0.6448090776286785,0.5702048544176994,0.6222020003783149,0.6417230162270774,2.2985384896105137,2.0911788747594464,2.0867838759172734,2.0350430322271382,2.0137812182416237,2.3750379274547355,2.1402893822003715,2.6319084161927484,2.225149026581615,1.711669345838033,133.16,133.8,129.12,133.2,137.08
BEWA0119,0.011352613205365514,0.21721291491854922,0.8663896262096947,0.8550370130043292,0.6491767112911455,0.765485568174768,,,,,0.5081014079140684,0.5708487817800444,0.5807950307043538,0.733636346103229,0.6645192976662279,1.2998432104374793,1.3645915592332116,1.3602020787711313,1.301973571444372,1.296062232269258,3.3364343815241786,3.113606404212302,3.0617048650687857,1.2296072780899399,1.707663299913468,123.26666666666667,129.53333333333333,131.33333333333334,148.26666666666668,141.0
DERP2013,-0.006770622587115804,0.11284126924491833,0.6869965393322177,0.6937671619193335,0.5741552700872994,0.01411567501008093,0.4858221684646935,0.5093506709600772,0.4995864577841044,-0.18089774965196526,0.8138979678410975,0.8301021712343664,0.8270344747835762,0.7785131487065471,0.6727852494844161,0.7628039021474782,0.7935930730184192,0.7918366357753308,0.7866701438821162,0.7813295155201694,0.9585595889496735,0.9487647807837694,0.9451945802393606,1.1586278655724893,1.6989186160677405,161.34615384615384,161.57692307692307,160.92307692307693,151.3846153846154,140.15384615384616
DERP2024,0.004111209044312947,-0.0048254446970678044,0.9003583604100542,0.8962471513657413,0.905183805107122,0.8808709531225299,0.9066187454215207,0.8893099635226202,0.9030721228720298,0.8901653861753077,0.6056517156816441,0.6472672328781287,0.6360673347501915,0.6100214964616334,0.6762564924030549,1.018054379588398,0.9636880582554583,0.9631906123375213,0.9485812222732566,0.9313457248516616,1.9893237119119833,2.087472771619978,2.2244311711978546,2.118193090373482,1.6463539235073965,132.84615384615384,137.03846153846155,136.92307692307693,136.1153846153846,141.5
FR003283,-2.83363407531656e-05,0.017574966869731812,0.8500935933261341,0.8501219296668873,0.8325186264564023,0.7682368874441743,,,,,0.5325784969434902,0.5118962254503276,0.5354332243284524,0.5608593404760415,0.6690688052226976,0.7764789553330105,0.7795309747323989,0.7832408857120063,0.7784435902403503,0.760888307482756,3.278380260004694,3.2665887730192833,3.0030046269524777,2.5686983334859503,1.739398467071316,128.36,127.08,129.16,130.48,138.44
FR000159,-0.009106883575055846,-0.0010110753887930812,0.8380591812877667,0.8471660648628225,0.8390702566765598,0.8263665347616771,,,,,0.6030848801904666,0.6369787200627522,0.6217576313888166,0.6144930734238486,0.643805388081276,1.2861866065257646,1.0891182693990988,1.0959669725318646,1.0789712062244667,1.056299972377937,2.2578023984627564,1.8068619404617945,1.9929418182982654,2.103333846547326,1.8300699781706937,144.25,144.58333333333334,143.91666666666666,143.33333333333334,145.5
FR003284,-0.000959512462908263,0.005163189658520695,0.8845142052212752,0.8854737176841835,0.8793510155627545,0.8581116842816441,,,,,0.6026969325669678,0.608836519908853,0.6087665230605253,0.6089490228933399,0.6740899424369019,1.0525460592183666,0.9623841011692216,0.9641407366553825,0.950349318240269,0.9337613071541793,2.6102271947819404,2.250900340349983,2.2883928792381876,2.3215197532390737,1.745035810595733,131.5,131.26923076923077,131.92307692307693,132.0,137.26923076923077
