basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_nogeo,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,nse_bfi_nogeo,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo
DERP2027,0.025856201267816292,-0.013320888920657303,0.7951954653374984,0.7693392640696821,0.8085163542581557,0.7967544998367022,0.7242837593766318,0.8612104398832907,0.7586802101504598,0.8633037194092343,0.5778379022572762,0.6019073636013164,0.6911422769514471,0.5926638859407287,0.6456938738816492,1.1505958165844266,0.9466990226725946,0.9727445335688902,0.9465796803169455,0.9576069150567461,1.82350299231343,2.565014347992366,1.8580008400549122,2.3528035390295603,1.94026486182301,132.15384615384616,133.1153846153846,142.46153846153845,133.5,137.69230769230768
DERP2016,0.09691020312849108,0.0027084082226251915,0.829210152822997,0.732299949694506,0.8265017446003718,0.825759963268197,0.83419190899507,0.520345219716012,0.8404752174606709,0.8728199919073316,0.6578150607763272,0.6289017347125001,0.5498374332448032,0.6257446210537588,0.6389754114385122,0.8784074757929518,0.7806912830844697,0.779876218596456,0.7931380651157072,0.7978071559145568,1.9650568511190973,2.0157119080312342,2.8306126092624466,1.9258129217449702,1.9487950153011533,139.65384615384616,134.69230769230768,131.07692307692307,134.65384615384616,135.53846153846155
FR003239,-0.004623237841120398,0.012050796464744384,0.7373870128952833,0.7420102507364037,0.7253362164305389,0.6939414281808627,,,,,0.5417570920419356,0.64417991998692,0.6044342739896595,0.6184784135690028,0.6342411498443837,1.043221884394032,1.0943997927555962,1.1154269170462168,1.1370127174025697,1.1489164517864525,1.7337156049387468,1.8164666938854848,2.1397817220682978,2.08462812071131,2.073811734373586,127.3913043478261,135.43478260869566,133.3913043478261,132.56521739130434,133.52173913043478
DERP2005,0.04688198230860152,0.0006606884375104372,0.841391756094316,0.7945097737857145,0.8407310676568056,0.7453949415869885,0.855955581371203,0.7649980177272941,0.7937926873189247,0.48282710260506445,0.4455873237740707,0.5430384026794222,0.5836140049338047,0.5331619922260523,0.6463826477550532,1.1496889079696715,1.1064980886913134,1.118585026751187,1.0490357223024647,1.0694255539518032,3.8171290952662003,3.7579482751323376,3.463231364172361,2.779052708680516,1.9219511387772803,120.1923076923077,127.15384615384616,131.8846153846154,129.80769230769232,136.42307692307693
DERP2030,0.04293584231896608,0.15795837009323432,0.8766409078755206,0.8337050655565545,0.7186825377822863,0.8621862432477847,0.9025618797831867,0.80289160179372,0.4681042376202882,0.7971055364057186,0.6020962318726577,0.576942088701689,0.5736147692689211,0.7699157097487176,0.6438457031057133,0.8358863192427771,0.8380028505780589,0.8660925425445744,0.823342498770905,0.8205145571838447,2.942742738094131,3.133816648213635,3.8228645483640378,1.1735077687527078,1.8985227263006812,139.34615384615384,132.07692307692307,133.73076923076923,152.84615384615384,138.92307692307693
FR003266,0.0214047615482158,0.029655444961309896,0.7373575859033028,0.715952824355087,0.7077021409419929,0.7059625712167228,,,,,0.5675230756275457,0.530374671280364,0.5487581458567672,0.5269749439532817,0.6422543825004849,0.5183051714226222,0.6101330344952516,0.6372274374943582,0.6515735287137703,0.6568093003714112,4.039028561215098,2.9429417378420504,2.7712141713980025,3.0374679472769244,2.0222700757085073,130.0,126.54545454545455,130.6818181818182,127.22727272727273,135.36363636363637
FR003268,-0.02409549735826122,0.009454517199531942,0.7095005311225311,0.7335960284807923,0.7000460139229991,0.715473058910799,,,,,0.5557469480443066,0.5435481420555325,0.6109092723693752,0.5346558265355582,0.6476276038030986,0.6968147202648104,0.6301074253775193,0.6652000927787375,0.6719602128434653,0.6780710579471252,2.8354812658522928,2.943292755727234,2.197110121190002,3.132894247177439,2.0260312746980946,126.70833333333333,126.16666666666667,134.25,126.875,135.20833333333334
FR000138,0.013863538756798022,-0.024061775082033776,0.8085020396241525,0.7946385008673544,0.8325638147061862,0.7563824921750788,,,,,0.4868317132856165,0.595492316265236,0.6095351664130744,0.5438321496906876,0.6399967236630844,0.9894250963306753,0.8928671995939471,0.9279142296693519,0.9366856526728193,0.9464168514231069,2.617709868186704,2.228623990451888,2.115516064190143,2.851834528665618,2.053769118473842,125.46153846153847,133.69230769230768,137.6153846153846,128.76923076923077,137.3846153846154
FR000200,0.013656417093311668,-0.01103756050223359,0.7877246837011246,0.7740682666078129,0.7987622442033582,0.7471114049648484,,,,,0.4575035013218041,0.5805936670306018,0.5966612040755075,0.5315122889502176,0.6452340742459923,0.6404261968432656,0.5528231024949932,0.5698191013135443,0.5762795837402233,0.580550480998545,2.8985084601167306,2.31537889888199,2.213335792396996,2.9577822953000767,1.9499362692269113,120.91666666666667,130.33333333333334,134.29166666666666,127.04166666666667,136.41666666666666
FR003251,0.003295505544031241,-0.00558511822051333,0.8371103344592887,0.8338148289152575,0.8426954526798021,0.8159745479489672,,,,,0.6287292890068247,0.6910197731541782,0.6122281811984922,0.689898570454898,0.6245845737287549,1.6258192494169288,1.5628576562925716,1.5212018358185602,1.5053164409475912,1.5017568292119547,2.109642679560907,1.8622590864592323,2.3911375852084467,1.8725350404730936,1.8794088445847323,137.86363636363637,139.0,132.3181818181818,137.77272727272728,134.45454545454547
