basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_nogeo,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,nse_bfi_nogeo,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo
DERP2006,0.02055247964026119,-0.009786376736121483,0.8567425212421851,0.8361900416019239,0.8665288979783066,0.7771670137725912,0.8795179593344293,0.8373769163492587,0.8188997979824386,0.5990114724405107,0.43962157636394383,0.5295457239438841,0.5614220028229414,0.4995407019061485,0.6213168772884995,1.4772328390901432,1.363900431644785,1.3711522828398028,1.361069251168278,1.3257008506589134,4.017057443002232,3.2505488549344084,3.0147851638274927,2.7811255521700766,2.0074530320574273,122.23076923076923,127.26923076923077,128.53846153846155,128.46153846153845,135.1153846153846
FR000124,-0.007069641291409079,0.01766679960423656,0.8177927826824456,0.8248624239738547,0.800125983078209,0.7850771718920253,,,,,0.4742586446981948,0.4775918813455999,0.4999297204104752,0.5332424153256103,0.5631406353489758,3.9161042905995633,3.4602647722936477,3.4652719263179077,3.4596977504098563,3.349230087953151,3.0970781483971495,3.067157152306273,2.6675747627955384,2.8313386514522145,1.9519359466375104,118.71428571428571,122.85714285714286,125.38095238095238,124.76190476190476,130.95238095238096
BEWA0067,0.009094362399519107,0.1951879681871993,0.8643464086514211,0.855252046251902,0.6691584404642218,0.7766857559324444,,,,,0.44687806121952867,0.5333308148118839,0.5459253749703376,0.7056658281469267,0.6281837163614648,1.5219266002304095,1.5143458131398435,1.5230849369182906,1.5006091543376892,1.485412647637337,3.527883532917868,3.203588949995273,3.13114552469352,1.3427777967831516,1.8570078376476382,123.4375,126.5,126.9375,143.25,136.4375
FR000144,0.22048294911213984,0.07131683796953481,0.28960142765998276,0.06911847854784292,0.21828458969044795,-0.23485722841336543,,,,,0.6872353910753508,0.788793279832785,0.7012838783932401,0.7525962992193723,0.6189004578847931,1.444598096445125,1.2417603251600517,1.2298603689732528,1.2419244814865227,1.2494997701645616,2.1998091011604126,1.1329095900747808,1.6190977403676654,1.4555195617042378,2.139648417029198,173.23809523809524,150.47619047619048,139.76190476190476,145.04761904761904,134.1904761904762
FR000169,-0.017142434884698132,0.042748572437716126,0.7618006231581214,0.7789430580428195,0.7190520507204052,0.7601648657547843,,,,,0.5816472690192767,0.5422211637443802,0.6160667184815596,0.5131767854753932,0.6335121463279599,0.7066709652720817,0.6762502260963096,0.6905878431298771,0.6788363964875683,0.6612842662529186,1.8911673540319904,2.3927723497280224,2.1304862525442245,3.069087440280038,2.146268946836485,132.52631578947367,132.42105263157896,136.52631578947367,130.6315789473684,136.42105263157896
DERP2029,0.012696994711418164,-0.016444099172263305,0.7827269203536578,0.7700299256422396,0.7991710195259211,0.8882731312682564,0.45635151535437446,0.44935424065575036,0.5392536875958676,0.8562194040701707,0.5770721236525367,0.7454093483896744,0.7497635084055827,0.7341111657635315,0.6284837281756234,0.8128997419966302,0.8636570106815855,0.8439238146606439,0.8574589356216777,0.8635026364115513,2.202408139605328,1.3192314478085194,1.2014468831162557,1.395962295562636,2.0894732183137372,132.07692307692307,145.76923076923077,145.6153846153846,144.23076923076923,134.84615384615384
FR000153,-0.00793557652721777,-0.05149479725343986,0.6714327501622583,0.6793683266894761,0.7229275474156982,0.7059240713050852,,,,,0.6421192150887213,0.7461161603041184,0.7380466404874249,0.6713919825775964,0.6225316755314194,1.0716031926027136,1.290008853823431,1.2685062495818489,1.294143908982037,1.2867751439101593,2.2348418963151917,1.3061420424832244,1.2310983561523694,1.761581790272051,2.223490231367766,133.83333333333334,142.55555555555554,143.11111111111111,133.66666666666666,129.94444444444446
FR000142,0.03129601016257022,-0.01657137146044152,0.8196793198766499,0.7883833097140797,0.8362506913370914,0.8192641957965388,0.8322062395055794,0.8216191556496404,0.8583184346590736,0.8088163392619308,0.6181879444170277,0.5851073302081102,0.5550104126692964,0.6114963329357145,0.6127891008185972,1.701081378030953,1.7313171695128502,1.7599644135615253,1.7301543474108612,1.6942908366307587,2.1363079945665095,2.565091340387599,2.6456371233909106,2.354009124420787,2.0012039395297885,134.65384615384616,128.8846153846154,128.46153846153845,131.34615384615384,133.57692307692307
DERP2023,0.005497378536412301,-0.013297715944531108,0.8766286009063093,0.871131222369897,0.8899263168508404,0.8656755448022004,0.8364941162613524,0.8606266801240994,0.8681088442331251,0.8823218052921653,0.5475464240473255,0.5740118817106894,0.6042437098726502,0.5614735859946293,0.6294307389762988,1.2046407986235061,1.0800856990425634,1.0848164794101882,1.0760494687664584,1.0564771332052862,2.2375005419180587,2.8567925880244687,2.654727280475593,2.6036939297652113,2.0860710596705188,128.80769230769232,130.69230769230768,132.42307692307693,131.1153846153846,136.34615384615384
FR000128,-0.0030295778574690457,0.007887525810964191,0.8886451719206188,0.8916747497780878,0.8807576461096546,0.8401006492502359,,,,,0.5262351104042112,0.522528165857526,0.5229911665225566,0.578369049360159,0.5882082617953968,3.177223275885115,2.728169706478789,2.746792730236592,2.732814817458074,2.669556588930708,2.878325804251507,2.9252777557194647,2.869983770658952,2.7730382007295415,1.9863831196691253,127.44,124.92,125.44,127.12,131.72
FR003246,0.054821041465346165,-0.006232721799526608,0.8566114396779364,0.8017903982125902,0.862844161477463,0.7790739440846521,,,,,0.4707725058083362,0.5361529925414141,0.6234985433093659,0.5143609939232635,0.63216132440706,0.9209072206799293,0.8494976066132128,0.8603247644407591,0.8517335423482602,0.8367286803964051,2.979323882652053,2.636321892048969,2.232729702827428,3.11242682806694,2.259316004656287,120.84,127.64,133.08,125.24,132.36
FR003241,-0.002641632412396455,-0.011159621288885035,0.8949734673865491,0.8976150997989456,0.9061330886754342,0.8775115614659824,,,,,0.5720068735304338,0.5691613522933506,0.5694848417875246,0.5981429502151498,0.5967842533083443,1.9660347551444997,1.9886628803328146,1.9951161926429863,1.9898889750542967,1.955958216262834,2.6656768746543382,2.5471640422433275,2.5053661619881415,2.5061377434763292,2.0627365219205607,127.5,124.68181818181819,124.95454545454545,125.63636363636364,128.45454545454547
FR003265,-0.008989148398696356,-0.012958632685979299,0.8932004920342367,0.902189640432933,0.906159124720216,0.90436391858875,0.908387529005059,0.9141259650195364,0.9253147226074567,0.8812972678749647,0.6045800876045967,0.5954631371307176,0.6113564817675653,0.6025146852694838,0.6196297205613259,1.3650431518522423,1.3649363726836976,1.3728760438184509,1.3659716125337344,1.345268272259144,2.506784709873493,2.3486017101385235,2.2863950000471798,2.4628968620660876,2.1512366640853435,132.30769230769232,129.26923076923077,130.3846153846154,129.0,131.65384615384616
