basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_nogeo,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,nse_bfi_nogeo,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo
FR003250,-0.01011615255416598,-0.057489905746242465,0.47396892553642267,0.48408507809058865,0.5314588312826651,0.47600143804079076,,,,,0.6808339053044777,0.6421059661767577,0.6402472450275069,0.7549705220312808,0.655276054319776,2.390766191224803,1.6770202073714455,1.6557728020087779,1.6913786505572055,1.6514275130676348,1.8180162228489514,2.2862596451909587,2.04383698257032,1.9299959800731485,1.7108443709844365,152.04,137.6,138.6,148.8,139.52
FR000132,0.02815772750772627,0.017787735329204968,0.7030623199292068,0.6749045924214805,0.6852745846000018,0.6411321608915739,,,,,0.6530106635895081,0.7011865367288492,0.634148492792318,0.650352079206225,0.6394751118571079,1.8959382715248034,2.350380094102716,2.3697686944108076,2.328224074801159,2.360228618535783,1.9320525133488922,1.7261068897141914,1.9826300785307094,1.7682025573065212,1.7271043955950396,135.08333333333334,138.45833333333334,134.66666666666666,135.66666666666666,135.20833333333334
FR003254,-0.014291430132600036,-0.008788848657365955,0.6708914962938795,0.6851829264264795,0.6796803449512454,0.6190175634480568,,,,,0.7235967013603444,0.6894939640230278,0.6959907841246413,0.7001950725228874,0.6527925482927839,1.2828977644631783,1.105270035352987,1.0980612549299837,1.107472928251446,1.1228349665872532,1.5714018371761915,1.833468509869519,1.6026426833838985,1.8290879723535884,2.0460323835963847,148.625,148.0,148.25,148.75,145.625
DERP2010,0.03817479646622046,-0.010796954374585388,0.8252048654475735,0.7870300689813531,0.8360018198221589,0.8105679637886667,0.7821291097177638,0.5832577972758838,0.8171093711727817,0.7038389060537651,0.584766701424946,0.62297201250042,0.7061121989937039,0.6036781801847668,0.6698862660732446,0.9819733386627639,1.0819509954224953,1.0865342161840956,1.0802227907950384,1.0840767098422133,2.0439832188462397,2.306642116337966,1.6746770654578136,2.3852683149359493,1.790164046212556,133.42307692307693,135.53846153846155,142.73076923076923,134.0,137.73076923076923
FR000201,0.007933008061280278,-0.0003245922760715114,0.8139080621305839,0.8059750540693036,0.8142326544066554,0.7099936884645228,,,,,0.42653072389875984,0.5202463794662053,0.5585241681158604,0.528230710861507,0.6641805734267312,0.849581128083009,0.7184021418654872,0.7261748556434657,0.7197659353526142,0.7154087319511947,3.464183661054504,3.2979661460202903,3.160156443879396,3.3789513114329544,1.8987143467950256,114.75,124.91666666666667,125.54166666666667,124.20833333333333,135.0
FR003300,0.002347165595085743,0.013509062748210954,0.7125593586418819,0.7102121930467962,0.699050295893671,0.6917818729996603,,,,,0.5442717309295414,0.6416739667996076,0.6025239116730596,0.6500869937355352,0.6712988990897399,0.7941646809114383,0.8337743813280485,0.8438614919731989,0.8407284068809772,0.8363304585907166,2.409833486615015,2.1716667181549707,2.5720787819511317,2.1615057942081415,1.935381882249547,135.0,135.64,131.04,135.84,137.6
FR003267,-0.031138348508915836,-0.02106409926126851,0.7009033919913181,0.732041740500234,0.7219674912525866,0.7646895961123712,0.7149522114382423,0.7395804362926446,0.7314344473059411,0.6179610067162218,0.6063197103501453,0.5014258702294981,0.5329546950179774,0.530968301788209,0.6713217071517136,0.6999686070842662,0.7933742599183301,0.804668276839808,0.7950718263565687,0.7894435151046845,3.154342960852823,3.5309094658498577,3.602065389618431,3.3692216152221133,1.983589979901547,131.73076923076923,126.73076923076923,126.3076923076923,127.26923076923077,137.30769230769232
DERP2014,-0.005295045778430096,0.005512635569577484,0.8298295618493103,0.8351246076277404,0.8243169262797329,0.8095560572859121,0.7963524795772324,0.7630443150131407,0.7754055880205698,0.7796364324616372,0.6895695736242748,0.7274491872779175,0.734979262101175,0.7342979040138251,0.6683094939858982,0.9009074304970512,0.9395855815015982,0.9487107425416638,0.9515314349631597,0.9488669835468743,1.4863795351870033,1.629447881214599,1.5091067658085322,1.610267381956364,1.9091218821878726,145.73076923076923,142.42307692307693,144.92307692307693,143.23076923076923,137.57692307692307
DERP2007,0.03307432884684902,-0.06468206855065661,0.8212399879311209,0.7881656590842718,0.8859220564817775,0.8038642409063592,0.7735421131078295,0.6712726251382887,0.9063646948927747,0.6763661178101854,0.5009140812683283,0.6455719138373676,0.677639772969492,0.5551441335094268,0.6715689809772994,1.1604185383319292,1.088036617523737,1.0826583698722918,1.0677550054194958,1.0743589032392515,2.915570639402641,2.5038481042268947,2.023293985779496,2.8446829398910602,1.8114666069625138,124.88461538461539,136.65384615384616,140.34615384615384,130.46153846153845,137.46153846153845
FR003271,-0.009759013022258345,0.01856060261365955,0.8045565513441694,0.8143155643664277,0.7859959487305098,0.7926659167532423,,,,,0.5432693168165375,0.541138344115576,0.5730757455954408,0.539600916562596,0.6782998052107869,0.6967928058222851,0.6746286633304633,0.6804673890605971,0.6747262446115844,0.6685807137231811,2.5845648486267065,3.219599988902256,3.099938819126171,3.3363430172803685,1.9557389816317339,124.56,127.48,127.56,126.56,136.96
