basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_nogeo,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,nse_bfi_nogeo,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo
DERP2028,0.0678799687689936,-0.05626813354106164,0.7394432912318954,0.6715633224629018,0.7957114247729571,0.8649751242229604,0.6582109103625173,0.5346748362717082,0.7576756156816922,0.8645179721677549,0.5912286564625354,0.767384636144207,0.7989719986829621,0.7306964008133852,0.6398364078708426,1.076659242459983,1.008683464776665,1.0097138324769195,1.0017977899009443,1.0018854780187039,2.249832566632805,1.4612568859681934,1.1628629291441728,1.5454084563773771,1.8877731737649006,131.46153846153845,147.26923076923077,151.42307692307693,143.03846153846155,136.1153846153846
FR000183,0.01066096392783522,0.019449242731671257,0.4769596973410598,0.4662987334132246,0.45751045460938855,0.3723873844497293,,,,,0.7263461280996635,0.7220092954947269,0.7109086414693639,0.6976395191449867,0.6325414485924556,1.3587597394179618,1.160321047823244,1.1613543477602304,1.1551139874886358,1.1535837975961212,2.2048638196473735,1.6103084541667385,1.5786753609482536,1.7636381842223146,1.9607389851242063,147.25,142.83333333333334,142.41666666666666,140.16666666666666,135.45833333333334
DERP2008,0.02830062324146787,-0.003624885114851484,0.8352478094748466,0.8069471862333787,0.838872694589698,0.7520798704793424,0.8548488521032858,0.7482382165227361,0.8093593984354301,0.4920070895219515,0.4632010969159292,0.5162477804341186,0.5945334176168084,0.5146744558029622,0.6428716130512556,1.0472986121931485,1.0483116807243635,1.0515018395735594,1.0485663055804162,1.0311721914616672,3.555971392328444,4.004130822678148,3.2147391658368543,2.8553019980434247,1.9140071266062937,120.88461538461539,125.3076923076923,131.34615384615384,128.92307692307693,135.6153846153846
FR000137,0.004344210329563669,0.006918303513410717,0.8323287510622283,0.8279845407326646,0.8254104475488175,0.7744976653333664,,,,,0.5079481042588097,0.5443570106482658,0.5452871989967506,0.5020170549030935,0.6335812003117268,0.9956666274344927,1.0220097531587577,1.0285711097000492,1.0286714545235063,1.010652796936394,2.9663314793754534,2.6259723850570844,2.7471711061967268,3.165872633013509,2.0983345659939996,124.30434782608695,127.56521739130434,128.04347826086956,124.6086956521739,132.69565217391303
FR003294,0.00580810561880063,0.007388306817671442,0.7344389977133952,0.7286308920945945,0.7270506908957237,0.685425301747073,,,,,0.5169186781536074,0.5212004907844954,0.5232880183187187,0.5052080041597136,0.6371287452957468,0.9148306708232089,0.8119005018256577,0.8189541796606753,0.8164034817287851,0.8055355222503241,2.5154940473730383,2.7457323583016406,2.880949218137325,3.1018900496385324,2.0645597023770255,129.0952380952381,129.1904761904762,129.42857142857142,128.0952380952381,135.66666666666666
FR000185,-0.005440778953413883,-0.04142808564142031,0.3216641361232153,0.3271049150766292,0.3630922217646356,0.3765084818017195,,,,,0.5417133374177967,0.7351943842217691,0.7195475438172885,0.6937800140423164,0.6246549274793344,0.7993524710435663,1.1957011500003554,1.1963153253819576,1.1925222440373917,1.201626699343104,3.2063018307440525,1.548114938558936,1.5595321382842282,1.7660802233224833,2.0131600669533967,145.27777777777777,148.94444444444446,147.83333333333334,145.83333333333334,142.0
FR000154,0.007685083444660901,0.017456371937979887,0.7969202432125373,0.7892351597678764,0.7794638712745574,0.7815172350883808,,,,,0.5431762661877202,0.5409523751113391,0.5521231297339994,0.5201421756532167,0.6483990551021381,0.8637251282104524,0.7338613024013982,0.7410441143733326,0.7394347559003113,0.7258465670794501,1.9657436908760961,2.7178113950430434,2.8116772148611,3.123044556724593,2.075461112234675,130.75,128.45833333333334,129.375,126.83333333333333,134.91666666666666
FR003307,0.00599064537484717,-0.008995300261251282,0.8470729160022279,0.8410822706273807,0.8560682162634792,0.7918196026373258,,,,,0.48802860347278665,0.5386095603340055,0.5665517455871902,0.5146589890270329,0.6462139004048385,0.7842232990660046,0.6870080404953032,0.6940437606194699,0.6921532369381204,0.6795176816421408,3.3929812296089343,2.611889399555749,2.5814871907431582,2.9910454973219784,1.9854609512193462,122.36,127.88,129.64,125.88,134.36
FR003256,0.021044308606086748,-0.0016593877297801374,0.8277792276901149,0.8067349190840282,0.829438615419895,0.7975599967155393,,,,,0.5234492103005389,0.6055222382099574,0.6374936494149898,0.6002943122529838,0.6372871066265403,0.9943526845625006,0.9194613827451719,0.921934451715694,0.9190337833131003,0.9085076195733444,2.3787419853905885,2.1581312601767526,2.0469524194636683,2.3059589045937927,2.02467375807818,128.3125,132.0625,134.6875,130.9375,133.5625
DERP2004,0.0182226413477512,0.10655450485928175,0.8831567200210654,0.8649340786733142,0.7766022151617836,0.8093456877086271,0.875315171929474,0.7985031265238863,0.4605338112407039,0.5494266575781883,0.5001961046867561,0.5228685872780461,0.5848452356190521,0.6787491446378585,0.6446463102036145,1.2123051432798406,1.2635412528389072,1.2647725678566906,1.2474453716884732,1.241897072800707,3.0978596160693375,3.6202139196663805,3.2362301784836474,1.7432239003471313,1.899376554370138,125.73076923076923,126.34615384615384,130.96153846153845,138.03846153846155,136.34615384615384
