basin,nse,nse_rg,nse_r1comp,nse_c1comp,nse_g1comp,nse_nogeo,nse_bfi_r1comp,nse_bfi_c1comp,nse_bfi_g1comp,nse_bfi_nogeo,bfi_obs,bfi_r1comp,bfi_c1comp,bfi_g1comp,bfi_nogeo,qmean_obs,qmean_r1comp,qmean_c1comp,qmean_g1comp,qmean_nogeo,slope_obs,slope_r1comp,slope_c1comp,slope_g1comp,slope_nogeo,hfd_obs,hfd_r1comp,hfd_c1comp,hfd_g1comp,hfd_nogeo
FR003259,-0.00903048906597681,-0.006126983640895034,0.4115949364074055,0.42062542547338233,0.41772192004830055,0.4336333389758871,,,,,0.5706232490689632,0.6964389398068638,0.6888861465949393,0.6048787771819197,0.6035898896834072,0.8747875558972658,1.3011936159536315,1.2952828850467868,1.3299955458927701,1.3088857304762496,2.2152232268195253,1.7971019686220686,1.8669655481697962,2.5696381187729935,2.3437768651743363,136.64705882352942,143.11764705882354,143.58823529411765,139.0,137.52941176470588
FR000184,0.01128807601563031,0.07170381457795538,0.6386360891595728,0.6273480131439425,0.5669322745816174,0.2262209471030412,,,,,0.7607683459067961,0.7989598684149313,0.8038376381965826,0.7418585820458475,0.6126674595490802,1.3461345641856322,1.1088581211137771,1.1351523911657821,1.1460403889717703,1.1197798849495832,1.439657424216201,1.3478175362483553,1.5285448794544079,1.693023184128359,2.2221062415262676,152.48,148.88,153.84,144.36,133.32
DERP2015,0.09434874643950097,0.03750392504372069,0.7988410871993856,0.7044923407598846,0.7613371621556649,0.7427444861090022,0.7249240255537237,0.40522601547599446,0.5630537927305675,0.5386373984695914,0.680687665329563,0.675633065380915,0.5891205911792068,0.6425138934707151,0.616187809927594,0.999727657961247,0.8629237063341574,0.8415254045698697,0.8890465323265371,0.8547696180810828,1.7763706983828427,1.8787508906856945,2.36211204323054,2.3706294613527086,2.197877112734599,142.96153846153845,138.15384615384616,132.23076923076923,136.76923076923077,134.07692307692307
FR003274,-0.0030398021934678887,0.018359572824831805,0.754524509577589,0.7575643117710569,0.7361649367527572,0.6988078123889618,,,,,0.4388275678210208,0.4631217558550406,0.4776844670956514,0.46744430964577893,0.5991760718304354,0.6728063523481701,0.8144574136863193,0.7695888611480817,0.8063723639597852,0.7907327911387584,3.45529350359786,3.1879740706121593,3.3132981357370093,3.5676151558229536,2.129050802822001,127.45454545454545,130.8181818181818,129.63636363636363,130.36363636363637,137.0
DERP2036,0.010277669832267189,0.039376499815934274,0.874750495345746,0.8644728255134788,0.8353739955298117,0.8002517283222362,0.8960860518611548,0.8747215541482931,0.8211130779640472,0.726269437124123,0.47157230315414317,0.5188859089661636,0.5093366588992102,0.5690075631072765,0.6316143588511169,0.7697909099995716,0.6827418181125257,0.6801326355579557,0.6967517905669579,0.6604546661259512,3.475729191631467,3.721661361629612,4.140741639869006,2.932554844773959,2.257311482931136,127.07692307692308,131.69230769230768,130.23076923076923,135.65384615384616,138.76923076923077
DERP2011,-0.0018955356429974923,0.02519595310374656,0.8741940381629901,0.8760895738059876,0.8489980850592436,0.8648539420238283,0.8511497978787108,0.8611179329140154,0.7802473443437623,0.8381853108951721,0.5618528253644051,0.603312871253238,0.6036136060580903,0.5885765205813811,0.6195703522680704,0.8511268809833806,0.9139746040949174,0.8952949680736909,0.9243882497595576,0.8971150676661368,2.0141747929079346,2.375333153478157,2.32326412694156,2.655852115764392,2.150380459861886,130.03846153846155,133.73076923076923,133.3846153846154,133.57692307692307,134.42307692307693
BEWA0066,0.008398058540234787,0.16465751885504132,0.9026523409187436,0.8942542823785088,0.7379948220637023,0.8478237249672252,,,,,0.5157415459885847,0.5325239520053194,0.4974964941366624,0.7176935134840532,0.62129257824988,1.3588031872303,1.3642775893782177,1.3579094522211503,1.3350014203239537,1.3294685213661814,3.400557707042768,3.3524762241363826,3.566369184804141,1.6894811372059275,2.092518669480366,126.29411764705883,127.52941176470588,125.70588235294117,144.58823529411765,135.05882352941177
FR003275,-0.011330479030492446,0.06640438559075323,0.7748457276563236,0.7861762066868161,0.7084413420655704,0.7009342619117793,,,,,0.4211480281801187,0.4881276493648511,0.49646135309179323,0.534197244715183,0.6113854413489354,0.700921766646005,0.8626244263770599,0.8190091573512217,0.8728106632399879,0.8384117023166958,4.118494126340723,3.2531232557516443,3.269749540026358,3.174071854355787,2.2562401698528154,123.32,126.52,124.84,129.36,132.96
FR003257,0.029418362439078916,0.02439635095023951,0.8406815921424524,0.8112632297033735,0.8162852411922129,0.8173728936911655,,,,,0.5222915688252827,0.589374573151438,0.6340210654843954,0.6111454383770587,0.6217148943744367,0.9787323451344386,0.8255664665725374,0.7999140928731027,0.8410300101191281,0.8077560479950134,2.4418798274668423,2.512810049548075,2.240319314569821,2.690173704080956,2.3134973837390174,127.32,131.48,133.84,132.96,132.92
FR003296,-0.0022019741606357224,0.03458182715776392,0.8494800599941026,0.8516820341547383,0.8148982328363387,0.8412428714479914,0.7712822729569615,0.7853644857772837,0.6909627293782424,0.7350341217124794,0.5438003919470576,0.5921721695741022,0.600987566553207,0.5967506491709569,0.6210045940641192,0.8351470457281275,0.9041431954717232,0.8736086681532592,0.9156053687606637,0.8871689848132279,2.183741709168209,2.464332037268652,2.434814098604123,2.756149267236238,2.2836744752431084,132.15384615384616,131.80769230769232,131.73076923076923,132.3846153846154,133.23076923076923
