,0
high_snow_k,5.99758665308044
high_unsaturated_Smax,344.4604760294819
high_unsaturated_Ce,1.734952688368891
high_unsaturated_beta,0.7344195212159069
high_slowhigh_k,1.9331259722658448e-05
general_snow_k,5.99758665308044
general_unsaturated_Smax,344.4604760294819
general_unsaturated_Ce,1.734952688368891
general_unsaturated_beta,0.7344195212159069
general_lowersplitter_splitpar,0.5035176817195456
general_slow_k,0.016326326022566104
general_lag-fun_lag-time,1.76866587055546
general_fast_k,0.02865514638052831
low_snow_k,5.99758665308044
low_unsaturated_Smax,344.4604760294819
low_unsaturated_Ce,1.734952688368891
low_unsaturated_beta,0.7344195212159069
low_fast_k,0.005393723766043048
