,gauge_name,basin,nse,bfi_obs,bfi_sim,nse_value_bfi,qmean_obs,qmean_sim,slope_obs,slope_sim,hfd_obs,hfd_sim
0,Schoenfels,LU000018,0.3447471164983378,0.5491332552226622,0.8676373705411116,,0.8958442072655957,0.6801392857137127,2.305894875074405,0.7832892855565289,127.38461538461539,167.46153846153845
1,Hunnebuer,LU000010,0.5457366952802226,0.6187599923498417,0.840371031612584,,0.9264638449166221,0.7746694647001301,1.430666764097312,0.8279531194016289,130.6153846153846,162.53846153846155
2,Bigonville,LU000001,0.8615081719338462,0.5468503966298911,0.5599687335979511,,1.192096235012109,1.1010817048457235,3.860265270934023,3.619188450817892,121.61538461538461,128.30769230769232
3,Eisenschmitt,DERP2028,0.4118838672707694,0.5912286564625354,0.8752309425529525,-0.03728323064248462,1.076659242459983,0.9648719814596076,2.249832566632805,1.1139768719272913,131.46153846153845,170.46153846153845
4,A9001050,FR000183,0.37213740446135735,0.7263461280996635,0.7695010462412757,,1.3587597394179618,1.0836068030255155,2.2048638196473735,1.182968299767021,147.25,155.41666666666666
5,Sinspelt,DERP2008,0.7535371207768806,0.4632010969159292,0.5948341310955596,0.7028528536442898,1.0472986121931485,1.0460191313592464,3.555971392328444,3.524376777884699,120.88461538461539,132.1153846153846
6,A5242010,FR000137,0.7906145299583406,0.5079481042588097,0.566625800820041,,0.9956666274344927,0.932603398770146,2.9663314793754534,2.488154814758798,124.30434782608695,131.17391304347825
7,L'Isch Ã  Postroff,FR003294,0.6632427274955007,0.5169186781536074,0.5386480017412566,,0.9148306708232089,0.7273385768946226,2.5154940473730383,2.732528453590924,129.0952380952381,131.0952380952381
8,A9021050,FR000185,0.10372432930908104,0.5417133374177967,0.8126079715536149,,0.7993524710435663,1.1384984986197393,3.2063018307440525,1.1137187697865234,145.27777777777777,165.22222222222223
9,A6872010,FR000154,0.7300943946723579,0.5431762661877202,0.5762961800875205,,0.8637251282104524,0.6605337795443059,1.9657436908760961,2.5396240016532694,130.75,132.41666666666666
10,La Nied Allemande Ã  Varize,FR003307,0.7906235997989461,0.48802860347278665,0.5944249150669004,,0.7842232990660046,0.6242973680374382,3.3929812296089343,2.3241777819987783,122.36,132.68
11,La Vezouze Ã  ThiÃ©baumÃ©nil,FR003256,0.6766599797049746,0.5234492103005389,0.7009581524124024,,0.9943526845625006,0.8534683467224204,2.3787419853905885,1.3832126267560843,128.3125,144.375
12,GemuendOur,DERP2004,0.8104734802085242,0.5001961046867561,0.5846583321492287,0.7016272813387334,1.2123051432798406,1.3239602661057195,3.0978596160693375,3.4539400600198875,125.73076923076923,131.73076923076923
13,La Meurthe Ã  Azerailles et Ã  Baccarat,FR003252,0.6825544574948658,0.6693441995521313,0.613777342759988,,1.683498334877289,1.7103052012310878,2.0874403893284983,2.35531580206458,149.33333333333334,138.66666666666666
14,La Sarre Ã  Sarreguemines et Ã  Sarreinsming,FR003302,0.819623231996592,0.5461876410176256,0.6318619975670616,,0.8495899649369768,0.8279496829939321,2.4046815359867963,1.8967793631111087,131.33333333333334,138.45833333333334
15,La Moselle Ã  Toul,FR003249,0.8736439195406123,0.5796744249010707,0.6214712452643122,,1.57132401475247,1.5562788689430342,2.7292696550983586,2.253316721937855,128.30769230769232,132.3846153846154
16,A6232010,FR000144,0.20255021481386093,0.6872353910753508,0.7765277859913713,,1.444598096445125,1.2399768188182263,2.1998091011604126,1.311187531599546,173.23809523809524,153.52380952380952
17,Diekirch,LU000006,0.8398830412390077,0.572308467363715,0.6269069789868001,,0.9586417313463302,0.7700175753327565,2.4141306296435143,2.5032522494523786,127.46153846153847,135.53846153846155
18,EttelbrueckAlzette,LU000007,0.7706703758340222,0.5820376371289808,0.6694712750896282,,0.8377600275319108,0.6604634192591775,2.179298871547911,1.6324550189001124,135.30769230769232,141.92307692307693
19,Mersch,LU000014,0.7342040461784678,0.5910754818827649,0.671899910027178,,0.806441904065329,0.6422853595831246,1.7501577598896076,1.5397511508013086,134.30769230769232,142.53846153846155
20,Pruem,DERP2006,0.7532712117236591,0.43962157636394383,0.6076320805144991,0.6827783195271433,1.4772328390901432,1.3559076122405438,4.017057443002232,3.0212709324182674,122.23076923076923,133.65384615384616
21,A4020610,FR000124,0.798940895283615,0.4742586446981948,0.5273242913368423,,3.9161042905995633,3.344722578066655,3.0970781483971495,2.711299045072674,118.71428571428571,127.19047619047619
22,Schoenberg,BEWA0067,0.7618118739845581,0.44687806121952867,0.5801559548243788,,1.5219266002304095,1.4087309543574176,3.527883532917868,3.292771983554296,123.4375,133.1875
24,A7642010,FR000169,0.7189823056225173,0.5816472690192767,0.593363512502499,,0.7066709652720817,0.6289954035357102,1.8911673540319904,2.221257437323341,132.52631578947367,136.31578947368422
25,Dreis,DERP2029,0.4882605807588648,0.5770721236525367,0.8405803449341921,-0.30514664538205305,0.8128997419966302,0.872560058476969,2.202408139605328,1.302572937572647,132.07692307692307,163.23076923076923
26,A6701210,FR000153,0.5128645338858605,0.6421192150887213,0.8021212516708944,,1.0716031926027136,1.2381724952928157,2.2348418963151917,1.17111233409981,133.83333333333334,156.11111111111111
27,A6051020,FR000142,0.7825329921642236,0.6181879444170277,0.5609998398636469,0.7221780200360642,1.701081378030953,1.6662395317855652,2.1363079945665095,2.7186845651016966,134.65384615384616,129.69230769230768
28,Densborn,DERP2023,0.799719746937271,0.5475464240473255,0.6354613008248869,0.7234159234141025,1.2046407986235061,1.098652812979692,2.2375005419180587,2.6403309941962223,128.80769230769232,137.57692307692307
29,A4200630,FR000128,0.8730103908979132,0.5262351104042112,0.5689613413410414,,3.177223275885115,2.7621795081269753,2.878325804251507,2.724717886074066,127.44,128.68
30,Le Madon Ã  Pulligny,FR003246,0.7730274044284068,0.4707725058083362,0.6109246585736771,,0.9209072206799293,0.8126037052901742,2.979323882652053,2.1883631753565527,120.84,134.36
31,La Moselle Ã  Saint-Mard et Ã  Tonnoy et Ã  Velle-sur-Moselle,FR003241,0.8707391120019221,0.5720068735304338,0.6065167754979861,,1.9660347551444997,2.037313598968577,2.6656768746543382,2.3647014755613855,127.5,128.77272727272728
32,La Moselle Ã  Custines,FR003265,0.8772555215858854,0.6045800876045967,0.6458885047107185,0.8540815584508479,1.3650431518522423,1.2716080362834692,2.506784709873493,2.064136865582589,132.30769230769232,135.42307692307693
33,Heiderscheidergrund,LU000008,0.6972496556015895,0.5007259510922724,0.5607644020268837,,1.1407084448892786,1.042646124737249,4.088001988594442,3.623262653173703,119.61538461538461,128.69230769230768
34,Dasbourg,LU000005,0.8246801064398855,0.5131519601965012,0.5727468504108987,,1.216878753629151,1.1271826811445553,3.044633207499545,3.2361491294124463,124.53846153846153,132.46153846153845
35,Reuland,BEWA0106,0.7817127090210674,0.4968046967832148,0.5791003131629767,,1.157128320430866,1.0954844909017978,4.0636305642567105,3.7310399550745337,127.0,133.34782608695653
36,Le Woigot Ã  Briey,FR003280,0.39404944245685936,0.6641526137715094,0.5206643159498783,,1.2547971041714252,0.8992360550262805,3.012885676799598,2.6686006044554387,139.57692307692307,128.65384615384616
37,Hentern,DERP2017,0.804896030360664,0.6040660981781378,0.5619887553627549,0.6335302609320408,1.323952539769067,1.190390437515542,2.6920265731938446,3.908509500791565,133.5,128.73076923076923
