,0
high_snow_k,4.785762081542989
high_unsaturated_Smax,211.04525923238296
high_unsaturated_Ce,1.0678796713961856
high_unsaturated_beta,0.6922438706560894
high_slowhigh_k,0.0001296323187954298
general_snow_k,4.785762081542989
general_unsaturated_Smax,211.04525923238296
general_unsaturated_Ce,1.0678796713961856
general_unsaturated_beta,0.6922438706560894
general_lowersplitter_splitpar,0.5732857271424715
general_slow_k,0.04810171953416911
general_lag-fun_lag-time,2.6948943347290677
general_fast_k,0.48318226201616366
low_snow_k,4.785762081542989
low_unsaturated_Smax,211.04525923238296
low_unsaturated_Ce,1.0678796713961856
low_unsaturated_beta,0.6922438706560894
low_fast_k,0.002925104429435746
