,0
high_snow_k,2.4742566133611934
high_unsaturated_Smax,360.8264981617103
high_unsaturated_Ce,1.2526570646974498
high_unsaturated_beta,0.4702256094268936
high_slowhigh_k,0.00024287438051820068
general_snow_k,2.4742566133611934
general_unsaturated_Smax,360.8264981617103
general_unsaturated_Ce,1.2526570646974498
general_unsaturated_beta,0.4702256094268936
general_lowersplitter_splitpar,0.6059637520596578
general_slow_k,0.06523770279477956
general_lag-fun_lag-time,2.992540763295527
general_fast_k,0.7162587903931483
low_snow_k,2.4742566133611934
low_unsaturated_Smax,360.8264981617103
low_unsaturated_Ce,1.2526570646974498
low_unsaturated_beta,0.4702256094268936
low_fast_k,0.0015048690231559431
